date;employee_title;employee_status;review_title;pros;cons
2013-09-04;Administrative Assistant;Current Employee, less than 1 year;Excellent opportunity to learn new things but a bit difficult to move up within company.;"Benefits,salary is okay,convenient hours, family oriented environment offering flexibility, convenient accessibility to and from parking garage to building. Opportunity to show talents and demonstrate capabilities.
";"Not everyone is a team player, there are a few employees who refuse to help others within their group and supervisors/managers refuse to address because employee has been with company for a long time.
"
2014-03-06;Anonymous;Current Employee, more than 3 years;Environmental;"The pay is good, however, they will expect a lot in return. Enterprise also supports additional training and allows the employees to attend seminars, even if it is out of town. Being a big company you are provided with, or have access to the latest software and hardware.
";"Understaffed. Competence is lacking, especially with the new hires.
"
2017-11-14;Analyst;Current Employee, more than 3 years;Benefits;"Benefits are a plus. Good for someone that has to visit the doctor often or that has kids. They also have low Copays.
";"Not many chances for advancement. The politics here are like nowhere I’ve ever worked before. They seem to only promote who they know and/or who they want in the position as opposed to giving others the opportunity to grow.
"
2013-09-06;Pipeline Controller;Current Employee, more than 1 year;Exceptionally Rewarding for Hard Workers;"Leadership recognizes hard workers, rewards those who improve the overall systems and compensates well those who strive to make the company the best it can be.
";"Downtown office can be political but there are lots of options. Operations in the field and in the control center do not have as many upward mobile positions and sometimes do not get as much credit as they deserve.
"
2014-08-21;Lead Recruiter;Current Employee, more than 3 years;TOP MLP in Midstream Services Industry;"Entrepreneurial environment with opportunities for advancement. Open to suggestions regarding streamlining processess and procedures. Leadership listens to new ideas. Where others are cutting back the workforce, we continue to grow in terms of $$ and footprint. Competitive benefits.
";"The company doesn't sponsor the communities where our assets are located and this would also help with branding of the company.
"
2015-12-26;Supervisor;Current Employee, more than 5 years;Overall good company, but could grow in areas;"Good pay. Great health insurance. Long-term incentives once you hit a certain level are nice.
";"I've read some of the other reviews and definitely agree on several points. First, unless you work in the Commercial group, there is little growth opportunity. Secondly, it's also true that the company fails to take corrective action when it comes to low, under performing or poor performing employees (which is nice for the under performing employee - but not for their colleagues. It makes for a frustrating work environment. Thirdly, there are several unwritten policies regarding position titles, how/when people get promoted or can transfer positions, etc. and each business unit seems to have it's own policies. It's very ambiguous and makes it hard for the employee who desires to grow with the company to be able to set career growth goals. There is also no mentorship (unless you're an intern) or succession planning program.
"
2018-06-03;Crude Oil Driver Hobbs, NM;Current Employee, more than 1 year;Crude hauler, Driver;"GREAT company, mgrs look out for us. Benefits are excellent. Start off with vacation day 1. Allow transfers
";"Safety meetings could bring in fresh material to keep it more interesting.
"
2016-08-18;Anonymous;Current Employee, more than 5 years;Midstream Powerhouse;"Good salary and benefits, challenging work and some opportunities for advancement. Enterprise has good senior management, and a track record of maintaining growth through strategic acquisitions and capital growth projects.
";"The current energy price collapse is affecting Enterprise revenues, and some layoffs have occurred. Very lean staffing levels in some areas, fairly high turnover, and lack of established management systems exacerbates work in some areas. Tendency to offer sacrifices if anything goes wrong, instead of identifying root causes.
"
2017-04-18;Plant Operator;Former Employee, more than 1 year;Worst company in the Eagle Ford Shale area.;"Good pay and benefits. Safety minded company. Awesome people out in the field. Some supervisors are really great people. Schedules are OK.
";"TOO safety minded!! Too much paperwork by one person to fill out in order to perform work and if you miss something you obviously get in trouble. Grown adults don't need to be babysat, but that's what EP wants. Put too much on the backs of the plant operators...not an operator friendly company. They expect operators to do the jobs of maintenance personnel. No bonuses. Communication between field and office personnel (mainly supervision) is horrible!
"
2013-04-15;Oil Buyer (Driver);Current Employee, less than 1 year;Good potential, abominable leadership;"Good benefits; but comparable to many here. Housing available; very important in this booming oil area.
";"The most mismanaged facility I have ever seen in my life. The only thing missing is a revolving door on the front of the building. Concerns go unaddressed. Quality people exiting left and right due to the incredibly poor managerial skills of existing management, who get an A' in reactionary management style', but an ' F' in resource utilization and leadership.
"
2017-07-20;Anonymous;Former Employee;Depends on which department you work for;"Good pay, generous bonus and stock grants, company values doing the right thing in its operations.
";"Management is entirely top-down, lower and mid-level managers are not empowered to make decisions. Job performance motivated by fear of superiors. Corporate policies on dress, vacation, work schedule, and travel are freely modified to be far more strict and punitive based on what management feels their superiors expect. Some departments are very well-run, with motivated employees advancing based on merit and enjoying a professional work environment. Other departments are run by petty dictators managing by shouting, demeaning, and coercing workers while promoting favorites regardless of ability, experience, or qualifications.
"
2015-03-21;Contractor;Former Employee;Worked with good people on big project;"If you get things done, nobody really cares when our how. Do your job well and you can relax. If you take correction well, then people will stay off your back.
";"Correction can be sharp and swift, but it won't be lasting of you fix it. Subject to market prices of oil, so entire projects can be suspended.
"
2012-03-01;N/A;Current Employee;Enterprise Products;"Great company to work for overall. They are an honest business who hire people with integrity and a good work ethics.
";"Since the company has grown quite rapidly in the past couple years, they still seem to have a small business mentality in areas. This is especially true with HR, I think.
"
2015-02-17;Process Engineer;Former Employee, more than 5 years;It was a rollercoaster experience filled with ups and downs.;"There is no micromanaging. You're given a task and a timeframe to do it. They were generous with the PTO policy.
";"You're at the mercy of oil prices. If there's a sudden drop like in early 2015, your job may be on the line. No one has ever told me I did a bad job, but on a random day, I got laid off.
"
2015-09-30;Technician;Current Employee, more than 8 years;Just a paycheck;"Pay is competitive, insurance is competitive.
";"They treat their customers like crap. Employees worse. No work/life quality at all, All work No life! Been with Enterprise since they took over Texas Eastern products to this day promote the most useless incompetent people of the bunch so you have no supervisors that can help you. promotion is good ole boy system only and usually has a family tie-in through some relation to supervisor. Some areas hardly any work actually done except pencil whipping DOT inspections, Some areas supervisors are scared cause they no nothing about what you do again no help from them. Too much favoritism. You usually excel raise wise only if you are a big talker that kisses up well.
"
2014-10-06;Analyst;Current Employee, more than 1 year;Great Place to Work but Overworked and Understaffed.;"Great Pay, chances for advancement quickly, Friday's early dismissal. Heavy interaction with upper management.
";"Work Life Balance is horrible. Work a lot of hours, overworked and understaffed groups. There is an understood statement everyone chuckles about, I am not sure why its funny, ""Long Hours, overworked, understaffed groups? Welcome to Enterprise.""
"
2015-10-11;N/A;Former Employee;Small Town Company-Small Town Wages;"This company was a great place to work because it was close to home, but the supervisors weren't so great. The wages were awful! I worked there for a year and was never given my 90 day review or my 6 month review; meaning I was never given the raise I was promised!
";"No employee reviews, no raises, no benefits. If you were sick, with a doctors excuse you had to work the following Saturday, if you did not work Saturday, sick or not you lost your job. One 20 minute break in a 12 hour shift!
"
2015-10-12;N/A;Former Employee;Inbred Buddy System like no other;"Pay and benefits and it definitely was not the management. The business model is so good, that management skills can be completely lacking and the company still stays profitable.
";"From the very top, the company expects the best of you, all of the time. Screw up and you are out - unless you are one the good ole boys. Or better yet, you've got dirt on somebody. If you are part of the club, you can harass folks that you do not like, wreck company trucks, etc... Try doing things above and beyond. It won't matter. A quote from Mr Creel: ""Your paycheck is your reward"". Meanwhile, he expects his bonuses every year. All the way down to the dumbest of supervisors that can not remember anything relevant to the company's bottom line. I have heard it
"
2017-08-06;Anonymous;Current Employee;Good place to work;"Company has a lot of learning potential for anyone who is interested in the marketing and commercial side of the Oil and Gas industry.
";"There is no formal training or review criteria for new/younger employees. You learn via trial by fire and many things you are just expected to know without being taught.
"
2018-09-12;Accountant;Current Employee, more than 3 years;Poor Work Culture and advancement opportunities;"Great benefits with flex hours (come in early or late as long as you are within a window and get all your hours); Fully Vested after 3 years with up to 6% match on 401K and starting out with 3 weeks PTO.
";"Very political atmosphere with open workspaces and shared desks. There is no privacy and you get the feeling you are a employee number and not part of the company. Also, they do not participate in the 9/80 work schedule like most O&G Houston companies (for commuters you still have to come every Friday for 5 hours {normally longer because you never get to leave at 5 hours}).
"
2014-03-07;Anonymous;Former Employee;Mixed experience;"I worked with a lot of really smart, motivated people. The company is willing to spend money on technology (important to me since this position was in IT). Salary was at market for the job and city.
";"Many people, and the company culture as a whole, are change-resistant. It is difficult to implement new processes because so many employees have been there a long time and do not see a need to improve how things are done. Benefits were sub-par compared to the other comparable companies I've worked for (same industry, similar size).
"
2015-07-11;Terminal/Plant Operator;Current Employee, more than 5 years;Terminal/Plant Operator;"Competitive salary in the industry. Company is growing with opportunities to move into different departments. Lots of new process units being constructed.
";"Management: Isn't consistent on promoting seasoned employees. Seasoned employees have been pasted over with less experienced new hires. Standards within the company differ from each department. Too many broken and forgotten promises. ""Good 'ole boy"" system is still thriving even though the company is growing rapidly. Raises: Are given every year but are SOLELY on your past years work requirements that management set forth. If you qualify in a new job post after the yearly evaluation (April) you are required to wait till the following year to get your pay raise (many operators have left due to this).
"
2014-03-26;N/A;Current Employee;Great company with lots of opportunities. The work is fast paced and there is a large variety of experience to gain.;"I feel fortunate that everyone I have worked closely with has been very supportive, uplifting, and willing to teach.
";"Your experience with the company depends on the department you are in. For me, the people I work with make the job enjoyable.
"
2014-03-18;Pipeline Technician;Current Employee, more than 5 years;Total complete lack of leadership.;"The pay is competitive, benefits are competitive, and some areas I am told are nice to work in. Hourly employees are nice people.
";"Supervisors and Area Managers are Joke, Total lack of knowledge in what they supervise, No help or support to hourly employees at all, In fact a hindrance to their productivity. They are completely nuts with the amount of admin responsibilities given to the actual workers just so the supervisors and managers can go play golf everyday it doesn’t rain. Inconsistency in the way they implement their policies will drive you up the wall. Only way to advance is to cow down to the managers and give in to his every whim. Not a pleasant work atmosphere.
"
2015-10-26;Pipeline Technician;Former Employee, more than 1 year;Pipeline Tech;"I know Enterprise is a great company to work and they have great people who work there.
";"the down side for me was my daughter was sill in school and my wife needed me close to home at the time, I was working in Louisiana and they were in Texas.
"
2016-04-13;Process Operator;Current Employee, more than 5 years;Great pay terrible management;"Good pay good benefits. Management could care less about your well being or happiness. Push rates push rates push rates, but if something happens its your fault. No matter if you've been told to operate manual bypasses on valves, unit swings, valves shut, and pop psv. Management told you too, but it's your fault.
";"Put this in wrong box.
"
2013-10-11;Engineer;Current Employee, more than 5 years;Working at Enterprise is demanding as well as fun in that there are new challenges each day.;"Enterprise has competitive salary and benefits. There is a responsible and accountable management culture. Management systems and safety culture are progressing nicely.
";"Work load and work schedule
"
2015-01-20;Anonymous;Former Employee;Good working environment, but runs too lean.;"Enterprise has a great working environment and good people. Half day Fridays. Most departments do not work late hours downtown.
";"Compensation tends to be below market. Many departments lack consistent organizational structure and are frequently understaffed. Educational reimbursement is near the market minimum.
"
2017-05-26;Anonymous;Former Employee, more than 5 years;Great work/life balance...;"Great hours (1/2 day fridays), approachable upper management, strategic business planning around current assets, great bonus and stock discounts, & generous holiday schedule.
";"Glass ceiling for some departments, cross-departmental lack of communication on projects, expensive parking, sometimes have to do more, with less.
"
2017-08-23;Measurement Specialist;Former Employee, more than 5 years;Excellent company to work for and benefits are outstanding.;"Easy to gain access to training, emergency response team is easy to join, great co workers, competitive salary across the board.
";"Management lacks the ability to communicate well, the company is extremely hard to get on with, they have changed so many rules it's pretty easy to get canned
"
2015-05-06;Anonymous;Current Employee;Great benefits & people;"Great people to work with, everyone is super friendly and very helpful. Not stressful and you don't take your job home with you. They give 1/2 day Fridays, so you only work until 12:30 which is great for family-work life.
";"No bonuses (at least in most areas), and raises are minimal. But they offer a good starting salary which makes up for it.
"
2008-06-11;Senior Commercial Analyst;Current Employee;Enterprise Products a good place to work for Energy Professionals;"The company is well managed with a flat organization structure. It provides great opportunity for experienced hires.
";"I can not think of any downsides.
"
2015-11-17;Pipeline Technician;Current Employee, more than 3 years;Pipeline technician;"Very stable company, do your job and you won't have problems. I enjoy going to work each day.
";"Company works you hard and expects too much. They could easily give a bonus like other companies do.
"
2017-02-16;Corrosion;Current Employee, less than 1 year;Great and ambitious company runned and owned by smart business people.;"Safety is a top priority. Great pay and benefits. Company gives you tools you need to do your job. Company appreciates hard working employees. Company keeps employees in the loop.
";"Coveralls aren't my favorite, but it's hard to complain when everything else is above industry standards.
"
2015-08-23;Accountant;Former Employee, more than 1 year;Enterprise Review;"Great company to work for. I worked in accounting and had a good team, best benefits and valuable employee programs.
";"Not too many cons to note, the only possible one is that it seemed like advancement opportunities would take a bit long to develop
"
2016-02-02;N/A;Former Employee;Legal Assistant/Legal Secretary;"It is one of the best places that I've ever worked for. Very family oriented environment and great benefits.
";"None. The company is a great place to work and a place to call home for years to come. People have been there for over 25-50 years!
"
2017-11-13;Measurement Analyst;Current Employee, more than 3 years;Material Balance Specialist;"The great atmosphere and the company community involvement. Half day Fridays. The location downtown is great.
";"The difficulty of applying and actually getting the job without an internal employee's influence or referral.
"
2013-08-02;Anonymous;Former Employee, more than 8 years;Once Upon a Time, good place to work;"Benefits are competitive with other like companies
";"People are treated like a number
"
2011-03-18;Analyst;Current Employee;Overall a good place to considering it's a medium size local company.;"A very competent senior management team which leads the company in a manner that provides assurance of long term stability.
";"Being a medium size local company it does not have the benefits and programs like larger companies to promote a great place to work or better worklife balance.
"
2014-05-22;Anonymous;Former Employee, more than 1 year;Good when the times are good.;"Very diverse and a great opportunity to learn the industry. Interaction between departments is beneficial for someone who enjoys to be socials.
";"Very high contractor to direct-hire positions. Very difficult to be direct hire and contractors can be released with little or no warning.
"
2016-01-07;Server Administrator;Current Employee, more than 5 years;Server Administrator;"Good salary, good benefits, good work/life balance, work 9 hours/day M-F, work half day every Friday, midstream company is much more stable than upstream oil company
";"Very few perks, no free lunches, no holiday parties, some employees take advantage when managers are not in the office,.
"
2016-08-10;Project Manager;Former Employee, more than 5 years;Project Manager;"Good compensation and benefits. Job security. Colleagues are usually very friendly and willing to help. Downtown Houston location can be convenient.
";"Being in the oil and gas industry, the job culture can be considered outdated. Some of the lower management can seem in over their heads and can tend to micromanage. The opportunities for advancement are limited outside of the commercial departments.
"
2014-08-29;Construction Manager Or Chief Inspector;Former Employee, more than 10 years;I have enjoyed working with Enterprise in the past, and hope to have the chance to do it again;;"ruction Manager Or Chief Inspector 
Recommend
CEO Approval
Business Outlook
Pros
I have worked for Enterprise in the past, and worked with solutions focused Professional Personal
Cons
Staying up to date with all the new safety programs
"
2015-12-02;N/A;Former Employee;Enterprise work;"Large company with many locations. Ability to transfer when positions are open in the majority of the continental United States. Whether you like the snow filled winters in the northeast or the dry heat of the southwest, opportunities may exist for you.
";"Large company but very little room for advancement. No clear lines of communication or employee direction. Power struggles between different departments makes for a poor work environment for employees. They end up championing the blame game. Long hours for lower management/supervisory positions without additional pay. Don't fall for the salary trap, they will take advantage of it.
"
2015-06-06;N/A;Former Employee;Great career;"Everyone is willing to help you learn and get the most out of your days whiling being there 5 days a week.
";"I wouldn't say there were any cons at Enterprise. I just had a better career opportunity come up from a friend.
"
2018-08-03;Anonymous;Former Employee, more than 5 years;Good company to work for, a lot to learn within the organization.;"Good pay and benefits such as 401K, insurance, health, dental and more.
";"A lot of favoritism, political, competitive within.
"
2018-04-26;Anonymous;Current Employee, more than 5 years;Great company with values;"Great insurance, 401k matching, good pay and room for growth within the company. depending on department/manager. Management cares about employees.
";"More training opportunities to learn different aspects of the business would be nice. However, we are offered training it's just dependent on your boss and budget availability.
"
2016-05-18;Anonymous;Current Employee, more than 3 years;driver;"great benefits and they never mess with your 5-2 5-3 schedule, you can plan your whole year out
";"some drivers do damage equipment but our mechanics just work a little harder to get stuff fixed
"
2017-04-17;Pipeline Operator;Current Employee, less than 1 year;Pipeline Operator;"They have great training program well compensated for work Amazing benefits from beginning date Excellent health ins, 401k Team effort everyday
";"I have not found a reason to put a negative answer in this box due to my current status, everything has been good the company values and appreciation of employees
"
2016-02-10;Safety/PSM Coordinator;Former Employee, more than 5 years;Fantastic Organization;"Great company, excellent pay and benefits, fosters a great working environment. Very engaged leadership.
";"Senior Management is sometimes clueless as to what happens in the field.
"
2016-09-21;Anonymous;Former Employee, more than 10 years;Excellent, Growing Company;"Strong, growth oriented company with great asset portfolio. Lots of opportunities within the Houston Corporate office. Profit sharing program and good benefits.
";"Top-down management, can be stressful work environment in Houston. Connections are everything and being able to play the political game is integral in growth
"
2017-08-09;Anonymous;Former Employee, more than 1 year;Great People and Company;"Very professional, nice people, fair salary
";"Maybe too professional, they say the dress is business casual but if you don't dress business professional (including heels) you don't fit in Have some fun guys! It's work not torture.
"
2015-01-12;N/A;Current Employee;Enterprise Products;"High pay and Benefits and a lot of paid vacation.
";"Are a huge company so employees are looked more at like numbers than family.
"
2016-09-23;Anonymous;Former Employee;Mostly great environment, little work;"Most people are very friendly, with a relaxed environment. Managers are pretty informal and easy to talk to. Doing better than other O&G companies
";"B-O-R-I-N-G! Just not much work going on. The informal atmosphere can go a bit too far, as there's some borderline sexual harassment going on (people offering shoulder massages from across the room, other suggestive statements that are not office-appropriate)
"
2016-05-05;N/A;Current Employee, more than 1 year;Great company to work for;"Great company, very professional. Weathering the hard time in the energy market well.
";"As with any large company, you can get lost in the bureaucracy.
"
2015-06-03;N/A;Current Employee;Plant operator;"Great coworkers, high top out pay for a small plant, good schedule
";"No bonuses(one lousy safety bonus which everyone doesn't get same amount), no raises as you sign off of certain things in the plant, hope you get a cost of living raise while they constantly email you to tell you how much of a record breaking year the company had at making money and saving money but don't do a good job to the people that constantly do a good job of keeping their plants running
"
2015-09-22;N/A;Former Employee;Ok Job;"Great Benefits. Good work schedule decent equipment willing to work with you if you need days off for one reason or other
";"Poor Management. Hire any truck driver that can pass a drug test To many people making management decisions Management is very crooked and will stab you in the back in a heartbeat
"
2016-03-09;Accounting;Current Employee, more than 1 year;Nice Company;"Work hours are good. Get off at noon every Friday. Pay is also competitive.
";"Sometimes looked over for advancement so management can hire their friends from the outside.
"
2013-12-18;Project Manager;Current Employee, more than 3 years;Great place to work;"really take care of the employees and allow for personal life offer career paths for every role, with lots of levels for growth.
";"A little old fashioned in processes and procedures, slowly developing the culture change.
"
2015-10-01;Operations Leadership;Former Employee, more than 10 years;Great company to work for.;"Very responsive management. Company always looking for new opportunities to grow. Strong focus on customer service.
";"Not a downside, but it is a place that rewards dedication and hard work. No slackers need apply.
"
2016-01-09;TX-Texas;Current Employee;Great work environment;"Good health benefits, company 401k match up to 4% in your first 5 years, great work environment. Very lean company that's able to handle market and oil prices being down with limited layoffs.
";"Could use a better training program
"
2011-09-28;Purchasing Specialist;Former Employee;It was a wonderful experience and a great place to work.;"Team work was outstanding at this company.
";"Most of the position start as contract and go on to become permanent.
"
2016-05-24;N/A;Former Employee;Good place to learn;"Good place to learn the midstream oil & gas industry and people there are friendly. Good benefits and half day Fridays are always a plus.
";"Not a lot of room for advancement with so many employees doing the same job. One person runs the company and he likes to choose favorites. Stagnant environment which can be depressing at times.
"
2014-07-09;N/A;Former Employee;Operator/safety coordinator (def: operator coordinates all safety in their area of responsibility) for nearly 20 years.;"Pay was good, co-workers good, benefits good. During my time they had a very liberal sick leave program. Pretty much take off at a whim.
";"Management/supervision will listen to your advice and suggestions then ignore you and do nothing. I mentioned safety issues many times and followed the hierarchy up. I had an unusual connection with Mr. Creel, even lunched with him downtown. Finally mentioned I had some issues, how should I deal with it. He referred me to two VP's and after much anguish I went to one of them with the issues I had tried to solve with lower levels. Inside of one month many changes were made and are ongoing. Less than six months after I exposed the poor safety culture, the West Storage facility blew up. I wish I had acted sooner. After that I began to feel much pressure and less cooperation and help from the safety department. It was obvious I was on my way out. That pressure along with them putting me in unsafe situations broke my health and they would not find work for me and I was 'eased out' on LTD. I am hoping that the culture has changed for the better but from what I read on here, it doesn't sound much improved and turnover rate is worse.
"
2015-04-27;Anonymous;Former Employee, more than 3 years;Engineer, Engineering Rotational Development Program;"Fantastic, driven people to work with, high energy environment, values hard work, good work-life balance
";"Few options for training, not much diversity in upper management
"
2018-06-05;Process Operator;Former Employee, more than 10 years;Overall view;"Pay and benefits.
";"Management attitudes but they have been changing for the better.
"
2015-12-02;Anonymous;Current Employee;Good place to work;"Enjoy my work and my co-workers
";"Inability to terminate employees with drastically poor attitude and low productivity
"
2013-04-09;Clerical Assistant;Current Employee, more than 3 years;Great company;"willing to work with you to help you move up on career path, positive, encouraging
";"intimidating at times, high-pressure, very fast-paced, loud at times, etc.
"
2017-02-02;Pipeline Technician;Former Employee, more than 1 year;Good company overall!;"Pay seemed to be at or above industry standards, benefits and company culture were all good.
";"My particular supervisor was a bit manic but other than that the company was good.
"
2012-10-30;Anonymous;Current Employee, more than 1 year;Good company, profitable. good benefits. decent compensation;"CEO very knowledgeable leading the company to profitability. If all you want is a decent paycheck, then Enterprise is an OK place to work. Bus fare (or parking) is subsidized. Half day Fridays. Good health care. stock options. Pension 4% match on 401k
";"Leadership does not cross over to IT dept. Spoiled user with a 'small company' mentality. Micro-managers who don't have the knowledge or experience to make a decision and enforce the 'rules'. No work from home opportunities.
"
2015-11-17;Pipeline Operator;Current Employee, more than 1 year;Operator;"Stable company with long-term fixed contracts. Great benefits with 6% 401k match plus an extra 4% for profit sharing. Corporate training is impressive, all new employees go through an orientation and then a full week at Mont Belvieu for an overview of all aspects of the company.
";"Lower-level management is stressed to the point that safety is no longer a priority. Employee morale in some locations is the worst that I have ever seen.
"
2010-05-15;Analyst;Former Employee;Great Company to work for.;"Great benefits, successful atmosphere, Good people
";"Lack of defined career path
"
2016-06-10;Pipeline Operator;Former Employee, more than 3 years;Happy to be gone;"Very Large company, positioned very well in Midstream with both up/down partnerships. Very good compensation & benefits.
";"Very Poor leadership. No accountability. Too much red tape, can't progress inside the company unless you are related or know someone. Too dependent on HR, Poor Hiring, bad working environment. No emphasis on cleanliness or teamwork. No regard for local environment
"
2016-12-01;Anonymous;Current Employee;Great company to work for.;"Great benefits and relaxed work environment.
";"Pay is good but difficult to get raises.
"
2015-03-02;N/A;Former Employee;Good benefits for a non Union company;"Excellent benefits great personal time and vacation
";"No communication. Always in the dark
"
2016-03-11;Database Engineer;Current Employee, more than 5 years;Decent Company;"- Health plans - Work culture
";"Being in technology, No work from home or flexibility but employer wants you to work from home during maintenance but not when you need it. Use PTO for everything even doctors visit if you can make without being stuck in houston traffic. Very limited PTO Work Life balance Not much growth Average pay Layoff like other companies.
"
2015-05-20;GIS Analyst;Current Employee, more than 8 years;GIS Analyst;"Great flexibility in my work schedule with half a day off on Friday. Pay & benefits are excellent.
";"Horribly stressful place to work. Management runs hot/cold and blows everything up into a major crisis. No clear direction or goals for the department and the departments get shuffled around constantly. Never know who is working where or for what department/manager.
"
2015-09-29;Senior Accountant;Current Employee, more than 3 years;Great Company to work for;"Fair pay and Benefits for the employees.
";"No cross training available to employees.
"
2016-04-25;Anonymous;Current Employee, more than 5 years;Engineering;"Great conservative management team keeps the company running in hard times.
";"As we all great management sometimes the bottom line focus on cost is detrimental to some engineering solutions.
"
2017-06-11;Truck Driver;Former Employee, more than 3 years;Driving for Enterprise Transportation Co;"Good Company I could not pass the physical
";"None that I can think of
"
2018-06-21;Anonymous;Current Employee;Good Company;"Good Company to work for. Great benefits and coworkers.
";"No bonuses, but good pay
"
2017-09-26;Pipeline Controller;Former Employee, more than 10 years;Painful lesson;"Worked with some good people. Training was good. Well prepared for natural disasters and emergencies.
";"Promotion opportunity very limited
"
2015-01-30;Senior Accountant;Current Employee;accounting at enterprise products.;"the work schedule is very nice. you work 8.75 hours mon-thurs and 5 hours on friday. almost as nice as a 9/80 schedule
";"management is entrenched and myopic. only focus is on largest shareholder. not interested in employee well being or employee job satisfaction/advancement
"
2017-01-19;N/A;Current Employee;Pipeline Technician;"Best job I've ever had and awesome leadership.
";"The worst part is being on constant call even when it's not you time to cover callouts.
"
2010-08-11;N/A;Former Employee;Decent at best;"They had a great location down town and did a pretty good job of taking employees out to lunch to show their appreciation. The pay is also pretty good.
";"Management didn't do a great job of passing down work or making sure that I was happy. I received very little feedback on work I did.
"
2014-11-21;Pipeline Technician;Current Employee;Great company to work for;"Great benefits pay is good hours are good
";"No bonuses or anything like other companies
"
2016-07-14;Process Operator;Former Employee;1950's Culture!!!!;"Well established company with many opportunities to grow. Pay was very competitive! This company has locations around the country.
";"The culture is one that is set in the 1950's. The older process units in the Mont Belvieu complex are cut throat when it comes to minorities. If you do not look like them you will not be treated fairly.
"
2017-02-10;Information Technology Analyst;Former Employee;Nepotism at its best! Avoid it really is the Good Ol Boy network;"I'm trying to think actually. Back in the day before they moved to downtown they actually gave out nice Christmas gifts.
";"Look at all the other reviews. They are very true especially the nepotism part. I was there when they were off of 6-10 and 290. I had the absolute worst boss in the world. She had to be Satan's mistress! You couldn't convince me otherwise.
"
2012-01-19;Accountant;Current Employee;Great place to work for!;"Very little overtime, great benefits, work half days on Fridays,.
";"no flexible time during the week
1 person found this review helpful
Helpful
Share
Repor"
2015-03-06;N/A;Current Employee;Great company to work for.;"Good pay and pay. Work hours are excellent. They reward you for doing your job well.
";"Not much room for growth.
"
2016-08-01;Crude Oil Driver;Former Employee, more than 8 years;Great company;"Good pay benefits people great work schedule
";"Long hours not for everyone
"
2017-04-06;Anonymous;Former Employee, less than 1 year;Good for the quiet;"benefits, compensation, open office space
";"unexciting, MUCH more work is usually expected than what your job description implies
"
2017-02-13;Anonymous;Current Employee, less than 1 year;Enterprise employee;"Good benefits, 401k, good pay.
";"Waste of time on meetings, only 2 mechanics to fix 50 trucks.
1 person found this review helpful
Helpful
Share
Repor"
2016-09-15;Anonymous;Former Employee;Not a great company to work for;"401K, stock purchase, some flexible hours
";"No grade levels. No complaints through the management. Everything goes directly to HR. Bonuses are rare unless you are upper level. The company is not involved in volunteering.
"
2015-11-10;Plant Operator;Former Employee, more than 8 years;EPCO Enterprise;"Interesting work, great company with great benefits and employee training programs.
";"Nights/ days shift work is challenging for young families.
"
2016-03-09;Field Supervisor;Former Employee, more than 1 year;FIELD ADMINISTRATIVE ASSISTANTS;"Great Benefits. Mileage paid on vehicle, company credit cards, some admins get a company vehicle to drive plus cell phones.
";"Working with a bunch of ""rough necks"" at times. You must be very tough and rough to handle some of the way the men talk and act.
"
2016-08-03;N/A;Former Employee;Technical analyst;"Enterprise has a good benefits package as well as good 401k matching. I enjoyed the people I worked with. The software and computers were kept up to date.
";"Not enough people for the work load. Making it difficult to maintain to speed enough time on each project without have to switch to the next.
"
2017-03-20;Anonymous;Current Employee, more than 10 years;Love my job;"Great benefits and if you put in the time, enterprise rewards you.
";"The worst employees are hard to fire.
"
2017-10-14;Anonymous;Former Employee;Driver;"Lots of work to do
";"Really don't care what the drivers say, a lot of times it's do it or else.
"
2018-05-09;Anonymous;Current Employee, more than 3 years;Pipeline technician;"Awesome place to work. Good leadership.
";"Not really anything to complain about. It's been awesome.
1 person found this review helpful
Helpful
Share
Repor"
2015-12-21;N/A;Current Employee;IT;"Excellent Company with decent benefits
";"no opportunity for growth and no career development program or mentorship program.
"
2016-10-26;Consultant;Former Employee;Positive Experience;;"ltant in Allentown, PA
Recommend
CEO Approval
Business Outlook
Pros
Great Group of People, Good work experience
Cons
Not enough work to keep working year round
"
2018-08-08;Anonymous;Current Employee;Project Manager;"This is a great place to work.
";"There are no Cons to this company that I can think of.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-02-17;Environmental Analyst;Former Employee;Good Company!;"Great benefits and every Friday is a half day.
";"Not much room for growth.
"
2017-12-19;N/A;Current Employee;Good Company;"Great work environment and good benefits.
";"It can be hard to get promoted because no one ever leaves.
Be the first to find this review helpful
Helpful
Share
Repor"
2013-09-28;Pipeline Operator;Former Employee, more than 10 years;Gave them 7 good years after they took over Teppco, Downhill from day 1 in employee treatment;"Pay and benefits competitive with industry, that's about it.
";"Clueless management from supervisors up, employees not in management treated like disposable assets. Hourly employees harassed by managers and treated unfairly. Urged to backdate DOT documents to save supervisors rears, Give all credit for anything good to Supervisors, Give hourly employees all the blame for anything they perceive not good. Very unfair and questionable safety record. After announcing my retirement last Jan. Layed me off 2 months before my retirement
"
2016-10-14;N/A;Former Employee;Nice place to work;"Both management and employees were great to work with.
";"Sometimes could be a little slow.
Be the first to find this review helpful
Helpful
Share
Repor"
2017-08-27;Anonymous;Current Employee;Excellent Company to work for;"Benefits and work to personal life balance.
";"None at this time management is transparent
Be the first to find this review helpful
Helpful
Share
Repor"
