date;employee_title;employee_status;review_title;pros;cons
2020-02-17;Laboratory Technician;Former Employee, less than 1 year;You don't want this job.;"Pay slightly above market rate
";"Long hours, confusion and chaos, checked out/clueless managers, negative culture have lead the laboratory to become a revolving door department. If you interview, make sure to ask them about their turnover rate, why they think it's so high, and what they plan to do to address it. During the interview they'll offer you a tour - see what a mess the lab and the lab offices are - ask yourself if this seems like a company on top of things. I accepted this position when they offered a 30% raise over my previous position, left less than a year later after the other two members of the department quit (they made it six and ten months, respectively). Accepted a position that paid 19% lower than Veolia and I'm much better off for it. Trust me, you do not want this job.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-14;Environmental Services;Former Employee, more than 10 years;Say what you mean and mean what you say.;"Working in the Environmental Services division for nearly 20 years I always had a sense of being apart of something big and contributing to society.
";"Around 2013 there was a visible shift. Enter the good old boys club. Being a female in middle management it became obvious that diversity was lip service. Upper management entirely comprised of white men. An after taste of agenda started to become apparent in the newly promoted upper management. By 2016 the HR team had evolved into bullies. They created distrust between employees and employers, the are viewed as political players as they add no value to the bottom line. Management often gives everyone the same rewards, regardless of contribution or experience. Telling top performers that it wouldn’t be fair to others will do little to inspire additional commitment. Productivity is also hurt by poor information technology, employees have to navigate different systems and locations to find what they need.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-09-01;Wastewater Operator;Former Employee, more than 3 years;Great Opportunity;"Great For Beginning Your Career Pays For Your Education To Excel In Moving Up
";"Private Sector Pay Is Less
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-21;Environmental Scientist;Current Employee;Could be better;"Good Experience for getting into Hazardous waste industry
";"This job doesn't pay well
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-08;Technician;Current Employee;Pay;"Pay is good and somewhat fair
";"No commenet other than the heat.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-04;Environmental Specialist;Former Employee, more than 1 year;Potential for initial career advancement. Terrible management in Latham Office.;"A lot of potential for initial career advancement due to their ES I and ES II tests that you can take once you fill out a booklet with performed tasks. If you then pass the exam, which is open book, you receive a raise and become an ES II... Working onsite at different facilities can be very interesting and lead to networking and new job opportunities.
";"Extremely high turn over rate leads to low moral and the overworking of employees. Management does not provide aid to overworked employees at all. The management in Latham consistently makes false promises to employees, further depleting moral.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2019-12-20;Senior Laboratory Technician;Former Employee, more than 1 year;A great entry level experience!;"Comfortable job with a lot of knowledgeable and friendly people. In my experience, support is available when it is needed, even across the country.
";"At this location, there was little apparent accountability for the actions and demeanor of management and the engineering firm. Bad decisions were not addressed, and big egos/short tempers were left unchecked. This had no effect on my experience as an employee, except my mood. haha!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-04;Chemical Operator;Former Employee;Job offer Rescinded;"I have none to provide
";"I was offered a position with Veolia in July of 2019. I completed a physical and background check in August of 2019. During the physical a doctor noted a perceived disability. After 7 months of waiting for a start date from the company they rescinded the offer of employment due to a perceived disability. Despite my previous experience in a very similar chemical plant and offers to provide documentation and other evidence to prove my experience and ability to perform the duties of the job the company pulled the offer. The company implied during a phone conversation that I hid the perceived disability and offered no reasonable accommodations. It is not the responsibility of the applicant to disclose anything that could be considered a disability or offer accommodations. Per the ADA that is the responsibility of the company.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-21;Environmental Specialist;Current Employee, more than 1 year;Lots of Oppertunities;"Benefits Ability to grow at your own pace Available Overtime
";"Start as early as 4-5am and you don't know when you'll be home sometimes Some management pass off work to others Lack of ""team culture""
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-09-28;Technician;Current Employee, more than 3 years;Stay away;"Moneys decent after a while
";"Managers, work life balance, track every move you do
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-21;Laboratory Manager;Former Employee, more than 10 years;Good Job;"Good Pay, good people, good benifits
";"Usually Contract work, might get laid off.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-05;IS&T Trainer;Former Employee, less than 1 year;Great company would work for them again;"Great Company good people awesome benefits
";"Got laid off due to budget cuts
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-08-11;Legal Assistant;Former Employee, more than 1 year;Not the best workplace;"Most people are great to work with. Compensation is good.
";"Management is awful. No matter what you do nothing is good enough. Constantly putting people down.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-20;Project Manager;Former Employee, more than 1 year;Very Unprofessional and Poor Treatment of Employees;"It's hard to find any. This job was a nightmare from the beginning
";"- Gender discriminiation: inappropriate jokes from senior staff, females paid 20% less than male counterparts w/ less experience and qualifications, general disrespect and females valued less than males (senior staff is 100% white males) - Very low PTO - Very poor medical plans (high premiums and co-pays) - No real HR department, so senior executives were able to make very inappropriate jokes and comments and get away with it
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-06-11;Supervisor;Current Employee;Supervisor;"Benefits are good, and the people you work with on day to day
";"The Pay, work to life ratio is not so good
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-09;Business Analyst;Current Employee, more than 1 year;Business Analyst;"Easy workplace, defined task duties
";"Difficult to grow within the company, pay lower than average market rate
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-01;Vendor Administrative;Current Employee, more than 5 years;Lots of OT;"Team environment - learn from others
";"to many changes with out communication
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-04;Anonymous;Current Employee, more than 8 years;A group with many opportunities;"Multiple locations for job mobility
";"Limited presence in North America
1 person found this review helpful
Helpful
Share
Repor"
2019-12-28;Account Manager;Current Employee, more than 3 years;Great Place to Work;"Great work life balance and culture
";"Veolia does not have any cons due to Veolia being Perfect
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-19;Customer Service Representative;Current Employee;Great place to work at!;"Flexible, room for growth, great team
";"None, I really like it here.
1 person found this review helpful
Helpful
Share
Repor"
2019-12-02;Operations;Current Employee;Great company;"Great people and great opportunities
";"It's a big company so sometimes its beuracratic.
1 person found this review helpful
Helpful
Share
Repor"
2020-01-15;Environmental Specialist I;Current Employee;Job could be done by HS Graduate but only given to College grads for minimum wage;"Good experience for entry level job
";"Don't pay enough to be working with dangerous chemicals
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-03-03;Anonymous;Former Employee;Good for first time employees, not so much for White Males;"If non-white, likely you'll get hired
";"Once you rise in ranks you'll likely be cut for cheaper labor
Be the first to find this review helpful
Helpful
Share
Repor"
2019-07-11;Program Manager;Current Employee, more than 3 years;IT / PMO in disarray;"Benefits are great. Medical benefits are very affordable and the HSA match+ from Veolia is great. Paid parking. 401k match. Newer office and furniture. Bonus plan.
";"If you are not in the “In” crowd there is no advancement. Raises have never been over 2%. New leadership in IT in 2019 destroyed morale and great coworkers left. PMO is lacking a true leader. Paris tells the US what to do instead of letting US make the right decision. Google house that was implemented half hearted. Top heavy at the Director/ Sr Director level. Too much process getting in the way get work done.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2019-11-16;Commissioning Engineer;Current Employee, less than 1 year;Good company;"Good benefits, on site training, and tons of opportunities to learn
";"Lots of traveling and project deadline
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-08;Environmental Specialist;Current Employee;Lots of overtime hours;"Lots of opportunity to get overtime hours.
";"Low pay High turn over rate
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-02-17;Director of Business Development;Former Employee, more than 3 years;Director - Business Development;"Good environment for Operations. Some of the technical staff are world-class.
";"Less than stellar ethics amongst several individuals in the “top” management of Veolia North America (VNA). Also, the current crop of Senior leaders have an operations background and hence see everything in operations terms. They have close to zero idea on how to grow the company (“Business Development”) and assume an operations mindset is transferable to BD. In the past 2-years, near- Constant reorganization has gutted BD; about 20-mid-to-senior BD executives (especially in the M&C group) have been summarily fired or just quit. People do leave, but when you have such a large churn in such a short period of time, the logical reason is a percussive culture of deceit and deception amongst VNA top management. The annual strategy meetings are an example of kiss-up, kick down. Net-net, the company is losing contracts to its competitors. Again, VNA is an OK place if you want an operations focused career. But stay away if you want to do Business Development.
Verify your email to continue reading or Resend email
6 people found this review helpful
Helpful
Share
Repor"
2019-08-20;Material Handler;Current Employee, less than 1 year;Mechanically Inclined Apply;"Unlimited overtime available Friendly workers Safety is a priority Easy job Advancement opportunities Job security (there will always be waste)
";"Monotonous No A/C (but its not awful)
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-26;Maintenance Manager Supervisor;Former Employee;Terrible General Manager;"The head office cares for the employee's
";"The site I worked at does not care
1 person found this review helpful
Helpful
Share
Repor"
2020-02-11;Plant Operator;Current Employee, less than 1 year;Water treatment operator;"Decent job, fairly easy to learn, good supporting coworkers
";"Schedule, no pay progression, very repetitive
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-05;Office Clerk;Current Employee, more than 3 years;Lacks direction and communication;"Located in Illinois 401 K with matching Large company so better benefits
";"No communication skills Treat employees like idiots Talk down to employees Lack of training
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-09-12;Purchase Manager;Former Employee, more than 3 years;Great Company;"The people I worked with your awesome. The work was fast paced but I enjoyed it. Travel to suppliers location to be in touch with who you place orders with. Face to face contact with them is a plus
";"cliquey make sure you get with the in group. They do not give any indication that you are not doing what is required.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-01-18;Senior Engineer;Current Employee, more than 10 years;Pros and Cons;and ;"Jan 18, 2020 - Senior Engineer 
Recommend
CEO Approval
Business Outlook
Pros
Generally a secure job with good pay
Cons
Some managers are inadequate. Corporate meddles too much in systems which inhibits our ability to do our job
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-20;Director;Former Employee, more than 3 years;Could be a good company but corporate leadership is inbred;"Great people at the operating and technical levels. The water and environmental services business units are competent and well managed.
";"The energy business unit is entirely district energy focused and have no views on how to grow. The leadership in that group is simply inbred and a good number of them need to be replaced with new people who have broader views on the industries that they could grow in. Too much effort is spent on spinning a marketing story and not enough on actual resources to develop and deliver services. They could be great if they actually believed and delivered on what they print in there own brochures.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-07-27;Oil Recovery Operator;Former Employee, more than 1 year;It was a great job to learn industrial processes.;"When I first started we made 70 hours a week. It was great at first to make money
";"A female was hired to do the same work but was the only one allowed to sit in the office majority of every shift and do nothing when all the other employees were working in the heat all day long. After being addressed by all other workers and still allowed it created an issue. Life revolves around work. 60 hours a week of manual labor takes a toll with no end in sight. But you rely on overtime to pay the bills.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-02;Engineer;Current Employee;Engineer;"There is nothing good about this company.
";"No resource for employee and bunch of fake promises.
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-09;Environmental Specialist;Current Employee, less than 1 year;Great place to work;"Very serious about safety. Coworkers and bosses are all very nice. A lot of room for advancement if you are proactive. Excellent benefits! Pay for your Graduate School tuition in full.
";"Dealing with hazardous materials on a daily basis.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-07-30;Laboratory Technician I;Former Employee, more than 1 year;Bad laboratory management, little to no upward mobility;"If you're fresh out of college and in need of some experience to get your foot at the door, then I'd recommend this job. I recommend only staying for two years or less at maximum and then look for another job.
";"Laboratory management loves to micromanage employees. Expect to be criticized if you do things your way. Theres a lot of gossip going around with the senior staff who bad mouth other employees. Very little to no team player effort by senior staff. They will belittle you, and information does not spread evenly through staff. You will hear differences in information within the department. The laboratory needs to work on their Environmental, Health, and Safety culture as well. Some fume hoods did not work, which leads to higher exposure of hazardous chemicals. There is favoritism as well. Little to no upward mobility within the laboratory even after I assumed more responsibility after another employee left. They will overwork you, and still won't offer you more pay. Overall, I would say the lab has a very unprofessional atmosphere and toxic work culture.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-01-06;Billing Specialist;Former Employee, more than 3 years;Like any job, pros and cons;"Salary, coworkers, perks like company provided lunch, interesting industry
";"Limited sharing of info/training new hires.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-01;Payroll Manager;Current Employee, more than 1 year;Payroll Manager;"Past Managers were awesome until 2019.
";"Management style is changing for the worse. No work life balance. Management works 24/7 and expects the same from staff.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-12-04;Environmental Specialist;Former Employee, less than 1 year;Terrible;"Forced overtime, no pay raise, if you jump through hoops there is a tuition reimbursement program
";"early morning, terrible management
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2019-12-01;Environmental Specialist;Former Employee, less than 1 year;Low pay,;"Great environment to meet different people from many different companies
";"A lot of driving on the road. A lot of handling heavy materials
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-06-20;Environmental Specialist;Current Employee, less than 1 year;Great for fresh from college, or money hungry;"Completely pay all certifications including OSHA 40, CDl and others. Good starting salary with lots of potential overtime if you want it.
";"Can be stressful as hazardous chemicals can be.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-09-18;Senior Analyst;Former Employee, less than 1 year;Incompetent Management;"Large company that is well known around the country and internationally.
";"Old, inept managers who are afraid of change. People promoted and kept in managerial roles after losing the company contracts due to their mismanagement.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-02;Building Maintenance;Former Employee, more than 5 years;Good company for the most part;"The company is only as good as your immediate management team, so as far as day to day it was pretty good. Big company so if willing to relocate it seems there are plenty of opportunities
";"A lot of things from the corporate level that trickled down seemed to be things that justified peoples jobs. Redundant safety videos, a lot of paperwork that served no purpose other than to waste ink and paper. Safety was a big deal so for the most part that was good except the safety rules and regulations should have been site specific rather than a broad corporate rule. The pay was better than the benefits
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-07-11;Program Manager;Current Employee, more than 3 years;IT / PMO in disarray;"Benefits are great. Medical benefits are very affordable and the HSA match+ from Veolia is great. Paid parking. 401k match. Newer office and furniture. Bonus plan.
";"If you are not in the “In” crowd there is no advancement. Raises have never been over 2%. New leadership in IT in 2019 destroyed morale and great coworkers left. PMO is lacking a true leader. Paris tells the US what to do instead of letting US make the right decision. Google house that was implemented half hearted. Top heavy at the Director/ Sr Director level. Too much process getting in the way get work done.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2019-06-20;Environmental Specialist;Current Employee, less than 1 year;Great for fresh from college, or money hungry;"Completely pay all certifications including OSHA 40, CDl and others. Good starting salary with lots of potential overtime if you want it.
";"Can be stressful as hazardous chemicals can be.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-07-17;Water Treatment Operator;Current Employee, more than 8 years;Veolia North America VNA;"The only pro that's worth mention, is that the check clears
";"Total Septic Tank (work environment)
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-06-10;Environmental Technician;Current Employee, more than 1 year;Decent Job Good Pay;"Good pay for hourly workers, lots of hours and no scarcity of work
";"Dirty work and lots of driving
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-09;Environmental Specialist;Current Employee, less than 1 year;Great place to work;"Very serious about safety. Coworkers and bosses are all very nice. A lot of room for advancement if you are proactive. Excellent benefits! Pay for your Graduate School tuition in full.
";"Dealing with hazardous materials on a daily basis.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-07;Site Manager;Current Employee, less than 1 year;Site manager;"Great benefits, great coworkers, good system support
";"Need better contacts for benefit explanations in beginning
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-23;Lab Tech;Former Employee;Great Company;"Employee friendly. Good pay
";"No cons in my point of view
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-30;Manager;Current Employee, more than 1 year;Poor senior leadership;"Decent benefits: commuter, phone etc.
";"No accountability for performance. Most employees I have interacted with like to push work into others or it doesn’t get done at all, with no consequences. No incentive to actually exceed expectations. Senior management is old and lacks any imagination. The employees that excel in their roles are under paid and usually leave after they can’t bear the frustration any more.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
2019-05-02;Building Maintenance;Former Employee, more than 5 years;Good company for the most part;"The company is only as good as your immediate management team, so as far as day to day it was pretty good. Big company so if willing to relocate it seems there are plenty of opportunities
";"A lot of things from the corporate level that trickled down seemed to be things that justified peoples jobs. Redundant safety videos, a lot of paperwork that served no purpose other than to waste ink and paper. Safety was a big deal so for the most part that was good except the safety rules and regulations should have been site specific rather than a broad corporate rule. The pay was better than the benefits
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-17;Laboratory Technician;Current Employee, more than 1 year;Great place to work;"Great hours and great employees
";"Poor management, and loads of samples
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-13;Engineer;Current Employee;Good place to work;"The pay is pretty good Love the work
";"Not opportunities for advancement Poor communication
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-14;Environmental Services;Former Employee, more than 10 years;Say what you mean and mean what you say.;"Working in the Environmental Services division for nearly 20 years I always had a sense of being apart of something big and contributing to society.
";"Around 2013 there was a visible shift. Enter the good old boys club. Being a female in middle management it became obvious that diversity was lip service. Upper management entirely comprised of white men. An after taste of agenda started to become apparent in the newly promoted upper management. By 2016 the HR team had evolved into bullies. They created distrust between employees and employers, the are viewed as political players as they add no value to the bottom line. Management often gives everyone the same rewards, regardless of contribution or experience. Telling top performers that it wouldn’t be fair to others will do little to inspire additional commitment. Productivity is also hurt by poor information technology, employees have to navigate different systems and locations to find what they need.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2019-04-01;Anonymous;Current Employee, more than 1 year;Mechanical Engineering Intern;"Great co workers to work with
";"I found no cons at site
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-16;Operator;Current Employee, more than 3 years;Great Place;"Great Benefits and great people to work with.
";"Mismanagement seems to plague this place, but hopefully is changing soon
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-21;Anonymous;Current Employee, less than 1 year;Environmental specialist;"Plenty of overtime and ability to learn much about industry for future career opportunities elsewhere
";"Must rely on overtime for decent paycheck
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-20;Senior Laboratory Technician;Current Employee, more than 1 year;work;"Good benefits to start job.
";"No room for advancement at current site
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-20;Director;Former Employee, more than 3 years;Could be a good company but corporate leadership is inbred;"Great people at the operating and technical levels. The water and environmental services business units are competent and well managed.
";"The energy business unit is entirely district energy focused and have no views on how to grow. The leadership in that group is simply inbred and a good number of them need to be replaced with new people who have broader views on the industries that they could grow in. Too much effort is spent on spinning a marketing story and not enough on actual resources to develop and deliver services. They could be great if they actually believed and delivered on what they print in there own brochures.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-31;Business Development;Former Employee, more than 3 years;Not a good company for BD staff;"Great place to work.....if you're an engineer or operator.
";"No respect for BD staff! The company has no plan for success, no proper marketing plan (ie path to market, product differentiators, ideal customer profile, etc.).
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2019-03-14;Material Handler;Former Employee, more than 5 years;Garbage place to work;"There aren’t any. Place sucks
";"Schedule, Supervisors are terrible, rules don’t apply to all employees. Favoritism going on at the place
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-05;Anonymous;Former Employee, more than 3 years;Stay away from Elga Labwater!!!;"Small office environment with a few friendly employees
";"Terrible work environment, most employees are miserable, poor overall leadership, zero training given to employees and no direction at all, top level management is barely ever there and doesn’t interact with anyone when there, too much dead weight in the sales structure eats up profits.
Verify your email to continue reading or Resend email
7 people found this review helpful
Helpful
Share
Repor"
