date;employee_title;employee_status;review_title;pros;cons
2020-12-07;Technician;Current Employee, more than 5 years;Great Company, even better people;"Great people/ world class leader in energy
";"Hard to move up if you are not an engineer.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Director;Current Employee, more than 10 years;Reinventing through digital innovation;"good career development & learning support
";"slow moving and bogged down by consensus management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-02;Accounting Manager;Current Employee, more than 10 years;Great Place to Work;"Lots of room for creativity in executing your work with emphasis on teamwork and collaboration. Lots of opportunity to take on new projects, for those that wish to to do so.
";"The level of change may not be for everyone.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-17;Regulatory Analyst;Former Employee, more than 5 years;BP;"Great pay and benefits. Collaborative environment. They promote work life balance for office workers. Development and learning opportunities.
";"They are moving jobs from the US to Europe (Hungary) and India. Frequent restructuring. Lack of job security. Project teams who are in charge of transitioning work from one location to another are disorganized.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-23;Anonymous;Current Employee, more than 3 years;Great benefits;"Benefits are great; above average compensation package - 7% 401(k) match, HDHP with HSA deposit if qualified
";"Tendency to hire external candidates rather than developing its own people
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-29;Part Time Cashier;Former Employee;Great job;"Busy store fun job nice pay
";"Small parking for the customers
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-19;Performance Advisor;Former Employee, more than 10 years;Good company...but;"Salary, benefit, Health Perks, Pensions are all good. 401K contribution is up to 7%.
";"Nepotism and favoritism everywhere. Slow to make decisions.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-06;Geologist;Current Employee;Good company to work;"Good working environment and benefits
";"Vulnerable to downturn and many staff cuts.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-22;Anonymous;Current Employee, more than 1 year;Future is looking bleak for this company.;"Great team. Good opportunity to learn.
";"Declining business. Pay is not competitive. Little growth potential.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-01;Petro-Technologist;Former Employee;Great place to work;"Care about employees; offer employee training
";"Employment uncertainty is a concern
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-08;Lead Software Engineer;Current Employee, more than 1 year;Transition opens up many opportunities;"BP is undergoing a transition to renewable energy and this presents opportunities to work on cutting-edge technologies.
";"None that I've run into thus far.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Subsea Pipeline Engineer;Current Employee;About bp;"Nice working culture, good benefit.
";"frequent work force cut, not stable
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Procurement Leader;Former Employee, more than 10 years;Flexibility for work/life balance, but reorganization cloud lingers;#NOM?;#NOM?
2020-11-21;Sourcing Manager;Current Employee;Great energy company;"International, diversity and inclusion, people oriented, transformational
";"Outsourcing, offshoring jobs to lower cost countries a lot
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-20;Data Scientist;Current Employee;Good company to work with;"Good training program for new graduates
";"difficult to get promotion within company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Gas Settlements Analyst;Former Employee, more than 5 years;Not worth it;"There weren’t many pros to working here.
";"Always waiting to be downsized, too many layers of unnecessary managers who were looking for things to justify their jobs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-10;Supply Manager;Current Employee, more than 10 years;Great company to work for;"Values of the company People vision and ambition
";"energy sector share price sector stability under current circunstances
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-13;Senior Manager;Current Employee;FAB;"Cares about people more than process
";"Big restructuring and uncertain future ahead
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Anonymous;Former Employee;Ok;"Some downtime, job was easy to understand
";"You will be exposed to nasty truckers
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-06;HSE Site Lead;Current Employee;Great company;"Good pay and great benefits.
";"Overworked due to cyclical nature of oil industry.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Senior Geologist;Former Employee, more than 5 years;Beware HR;"Ability to learn and try new skills
";"Poor communication between HR and management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-03;Marketing;Former Employee;Very large company;"Large company where there are a lot of options to move around between jobs, people are very friendly, you aren't expected to work outside normal business hours unless on international projects
";"Little to no control over what happens with projects/decision making, many people are there for the benefits and really don't care
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-04;Systems Analyst;Former Employee;Great comonay;"cares for their people and their development
";"Re-org frequently and change expectations
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-02;Sourcing and Contracting Analyst;Current Employee, more than 5 years;Great Company;"Compensation, Work life balance, Growth, Leadership
";"Oil and gas industry uncertainty
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-27;Commodity Risk Analyst;Current Employee, more than 3 years;Commodity Risk Analyst Chicago;"Pay, benefits, workplace, opportunities, coworkers
";"internal turnover, political, long hours, new company direction
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-27;Business Analyst;Current Employee, more than 3 years;great place to work;"great benefits and work-life balance.
";"can be difficult to move up
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-09;Inventory Specialist;Current Employee;BP Castrol;"BP Castrol is a true Equal Opportunity Employer with caring management.
";"Need better pay for contractors.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-01;PSCM Specialist;Former Employee, more than 8 years;Overall great company;"- Benefits (excellent health care, 401k match, pension) - New CEO is a remarkable leader
";"- Movement across functions is extremely difficult, can make promotion hard to come by
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-07;General and Operations Manager;Current Employee;Large Company New Directions;"Large company good benefits. Opportunities to move around and progress carrier.
";"Large Company, less personal identity than a smaller company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-07;Senior Finance Manager;Former Employee;Searching for an Identity;"Strong Capital, Long-term Stability, Diversified portfolio
";"Misaligned leadership and inability to direct employees and activities to a focused target
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-07;Procurement Category Specialist;Former Employee, more than 8 years;Solid company that pays well and has great benefits;"The pay and benefits are above average
";"Oil and gas is a declining industry; work life balance could use some improvement
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-16;Geophysicist;Current Employee, more than 5 years;good environment for growth;"good opportunities for lateral movement and a diverse range of projects and challenges, also good work life balance and overall benefits
";"difficulty for upward movement without good presentation skills
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-23;Reservoir Engineer;Current Employee;BPX Energy;"Very good compensation and benefits package 9/80 schedule Access to good training and technical resources Have positions in world class shale plays (EF, Permian, Haynesville) Opportunities to get great experience
";"Political Strong technical staff rarely rewarded for technical achievements Often not loyal to staff that have been with the company for many years
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-10;Mechanical Engineer;Current Employee, more than 5 years;Great company to work for;"Good company to work for with strong leadership. Lots of opportunities for growth and development available to all employees. Good communication from upper level leaders.
";"Lots of levels of leadership.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-21;Technician;Current Employee;Technician’s personal experience;#NOM?;"-Not a job to take when you’re a young or middles aged person looking to advance from a technician role -Bureaucratic -not lively/not engaging -Oddly run. Not efficient -Silos
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-01-03;Analyst;Current Employee;Fine;"great benefits (medical, retirement, etc.)
";"very bureaucratic and hard to get ideas pushed up the chain
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;Anonymous;Current Employee, more than 5 years;Awesome place to work;"great environment, good work/life balance
";"unpredictable downsizing causing fear of job loss
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-05;Engineering Manager;Former Employee, more than 10 years;Greta place to work;"great benefits including pension plan
";"too much hierachy, which slows decision process
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-08;Mechanical Engineer;Current Employee, more than 8 years;Excellent Place to Start Your Career;Great Pay, Good Experience, Safety ;"ious
Cons
After learning the basics, most of the engineering effort is centered around conforming to existing BP standards and following specs instead of thinking critically. There is so much bureaucracy that it is easier to just follow the specs than to do anything else, even if the specs create a more expensive and difficult solution
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-10-12;Process Engineer;Current Employee, more than 1 year;Beifits;"Good place to work for
";"Commute place to work for
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-17;Marketing;Former Employee, more than 10 years;Marketing Director;"Pays well, good work/life balance.
";"Inept leadership and strategy. Self-service everything. No upward mobility.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;Human Resources Manager;Current Employee;Great company!;"Great overall compensation and benefits.
";"Difficult to integrate into BP. Very complex.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-03;Anonymous;Current Employee;Great;"I feel Amazing working at bp.
";"It is Occasionally out of water
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;Finance;Current Employee, more than 8 years;Going through changes in big oil;"Great people and above average pay and bonus.
";"Company restructuring and cutting finance roles.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-29;Manager;Current Employee;Good company;"Good benefits and good pay
";"Higher mgt located in the UK
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-14;Process Engineer;Current Employee, more than 5 years;Great company;"Work/life balance, interesting job, great compensation package
";"a few weeks a year require ~12 hr days, 6 days a week
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Finance Analyst;Former Employee;Great if you can stay... management manages by reorgs;"Great benefits and pay if you keep your job
";"Constant reorgs and awful hours
1 person found this review helpful
Helpful
Share
Repor"
2020-11-22;Project Manager (Electrical Engineer);Current Employee;My experience has been great!;"This company has great benefits.
";"Large companies periodically restructure their organization resulting in RIFs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-07;Commercial Manager;Current Employee, more than 10 years;Great people, good salary good benefits, very poor management and poor outlook;"A lot of very skilled workers (level G and below). Great Benefits and good pay. Good diversity and hard working people.
";"Very poor management coming from London. No good idea can ever come from outside the UK. The last 10 years, every decision made has had bad repercussion on the business, workers and knowledge depletion and yet shareholders keep getting paid at the expense of workers. Higher ups are a closed club and they only promote within their restricted group. New CEO fooled everyone with his supposed ""in touch with workers"" attitude when in reality he is ruthless and is totally out of touch with reality. He spent ""Tweeting or Yammering"" instead of truly running the business (reminds me of TRUMP). Managers are promoted based on who you know and not what you accomplish. Some managers are sooooooo bad that they keep bouncing from one division to the other wrecking havoc but never get fired. In general this organization is absolutely terrible at running assets....hence everytime they sold one, the new owners made out really well and ran that assets 100% better than when it was in BP's hands. This is all due to too much red tape. I view this organization as an oil tanker that takes forever to make a turn while it's competitors are more nimble and are more like frigates. The last 10 years, BP went through 5 reorg all by reducing headcounts or selling assets. The organization is just too lean to function properly and is constantly trying to put up fires that get started because of the lack of bodies/personnel.
Verify your email to continue reading or Resend email
8 people found this review helpful
Helpful
Share
Repor"
2020-09-11;Engineer;Current Employee, more than 3 years;Great Company;"Salaries, Benefits, Culture, Opportunities, Trainings
";"Layoffs, Overworked, Redundancies, Some Management, WL Balance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Human Resources Manager;Current Employee, more than 1 year;Major changes;"Easy job. Little supervision. No accountability
";"No direction. Projects were cancelled all the time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-25;Senior Team Lead Logistics;Current Employee, more than 3 years;Discrimination exists at every level;"Great Benefits package, Good Work Life Balance
";"Mediocre Middle Management, Irresponsible leaders, Racism prevalent
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;IT Manager;Current Employee;-high pay, great benefits, international opportunities;"-high pay, great benefits, international opportunities
";#NOM?
2020-09-11;Engineer;Current Employee, more than 3 years;Great Company;"Salaries, Benefits, Culture, Opportunities, Trainings
";"Layoffs, Overworked, Redundancies, Some Management, WL Balance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-10;Mechanical Engineer;Current Employee, more than 5 years;Great company to work for;"Good company to work for with strong leadership. Lots of opportunities for growth and development available to all employees. Good communication from upper level leaders.
";"Lots of levels of leadership.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-23;Cashier;Former Employee, less than 1 year;Work;"Salary, work place, management and co workers
";"Rude customers, thieves, drunk people and busy days
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-07;Procurement Category Specialist;Former Employee, more than 8 years;Solid company that pays well and has great benefits;"The pay and benefits are above average
";"Oil and gas is a declining industry; work life balance could use some improvement
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-29;Human Resources Manager;Former Employee, more than 1 year;Great Company, People, Facilities & Benefits... wish they had keep their word!;"Great Facilities, good smart people, best of breed hardware & software, great benefits.
";"Sr. Management in UK in HR is overbearing in direction of HR in US. HR jobs in USA will go before UK HR jobs when things get tight, even if USA is the bigger business.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-09-03;Marketing;Former Employee;Very large company;"Large company where there are a lot of options to move around between jobs, people are very friendly, you aren't expected to work outside normal business hours unless on international projects
";"Little to no control over what happens with projects/decision making, many people are there for the benefits and really don't care
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-16;Senior Lead Scheduler;Current Employee, more than 5 years;Ehh it's ok;"Forward looking and supports diversity
";"Big Corp w/ lots of Bosses Bob, says it values ""work life balance"" but doesn't practice it
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-07;Senior Trader;Current Employee;Evolving company;"great benefits, good location in chicago
";"Unclear pay structure, gray at times
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-05;Customer Service;Current Employee, less than 1 year;Okay;"Good schedule, easy , night shift good for student
";"Lots of cleaning garbage and bathroom
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-30;People Advisor;Former Employee, more than 1 year;Good Employer, Less-Good Industry;"-Great Compensation -Excellent Resume Building Experience -Brilliant People -Nice Perks and Accomodations such as Gym, Cafeterias, modern workspaces going up -Flexible Working Culture -General Understanding that Family Comes First -Strong focus on values and ethics
";"-If you're not into Houston or Chicago, thats where the most jobs are -Its a big, corporate, bureaucratic company with a lot of red tape -Change happens slowly -People tend to move positions every two years, based on the way the company org charts are structured (at least for office based jobs), which makes for a lot of unfinished initiatives and projects -The health of the industry truly ebbs and flows with lots of ups and downs
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-07-30;Senior Geologist;Former Employee;Good company;"Good company to work for.
";"The company reorganisation of 2020.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-21;Reservoir Engineer;Former Employee;Reservoir Engineer;"nice company would work there again
";"dead end career politics and layoffs
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-27;Engineer;Former Employee;bp is a company.;"Pay, Benefits, CAPEX, Training, Flexibility, WL Balance
";"Re-org every year, limited growth, no clear path for advancement
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-07-09;Pipeline Engineer;Former Employee;Okay job;"Good money and excellent benefits
";"Many hours And not enough vacation
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-09;Global Supply Manager;Former Employee, more than 5 years;Good Company;"Management team is very good and cares about employees
";"Limited options for career growth
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-04;Senior Engineer;Former Employee, more than 10 years;Good company;"Good technology, multi-national company, good opportunities
";"too much process, too many layers of management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-29;Order Manager;Current Employee, more than 8 years;Good Company;"Excellent benefits and professional environment
";"Due to the Instable Oil & Gas market there is high risk of layoffs
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-07-07;Commercial Manager;Current Employee, more than 10 years;Great people, good salary good benefits, very poor management and poor outlook;"A lot of very skilled workers (level G and below). Great Benefits and good pay. Good diversity and hard working people.
";"Very poor management coming from London. No good idea can ever come from outside the UK. The last 10 years, every decision made has had bad repercussion on the business, workers and knowledge depletion and yet shareholders keep getting paid at the expense of workers. Higher ups are a closed club and they only promote within their restricted group. New CEO fooled everyone with his supposed ""in touch with workers"" attitude when in reality he is ruthless and is totally out of touch with reality. He spent ""Tweeting or Yammering"" instead of truly running the business (reminds me of TRUMP). Managers are promoted based on who you know and not what you accomplish. Some managers are sooooooo bad that they keep bouncing from one division to the other wrecking havoc but never get fired. In general this organization is absolutely terrible at running assets....hence everytime they sold one, the new owners made out really well and ran that assets 100% better than when it was in BP's hands. This is all due to too much red tape. I view this organization as an oil tanker that takes forever to make a turn while it's competitors are more nimble and are more like frigates. The last 10 years, BP went through 5 reorg all by reducing headcounts or selling assets. The organization is just too lean to function properly and is constantly trying to put up fires that get started because of the lack of bodies/personnel.
Verify your email to continue reading or Resend email
8 people found this review helpful
Helpful
Share
Repor"
2020-07-02;Operations;Former Employee, more than 5 years;Good pay;"The pay and befits are goid
";"Understaffed , shift work , and drafting
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-29;Operations;Current Employee, more than 5 years;Great company;"Benefits and pay. Also good vacation
";"Very good at transparency. Management is honest
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-08;Mechanical Engineer;Current Employee, more than 8 years;Excellent Place to Start Your Career;Great Pay, Good Experience, Safety ;"ious
Cons
After learning the basics, most of the engineering effort is centered around conforming to existing BP standards and following specs instead of thinking critically. There is so much bureaucracy that it is easier to just follow the specs than to do anything else, even if the specs create a more expensive and difficult solution
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-06-22;Director;Former Employee, more than 8 years;Friendly Company That Does Not Value People;"Good communication, outwardly friendly, leadership is approachable,
";"Nepotistic, London-based leadership places too much value on their own intelligence. All good ideas come from London. Length of service, politics and speaking well of BP are most highly valued. Delivery is not valued.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
2020-05-14;Solutions Architect;Current Employee, more than 10 years;Architect job is great;"Great company to work for, work life balance
";"morning meetings - not ideal for night owls
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-12;Desktop Support Analyst;Former Employee, more than 3 years;Solid;"Good benefits Solid name to work for Nice offices
";"Tough to move up without certain politics
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-17;Planning Analyst;Former Employee, more than 5 years;Used to be good;"Decent Perks if you work at a main campus. The pay was better than most of its competitors and better than a comparable job in another industry.
";"If you are anything but an engineer there is very little growth available in the company. You will be married to the job or business unit you were hired into. Unfortunately the culture became very toxic during the 2015 downturn and layoffs did not consider contributions or performance ratings.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2020-05-03;Junior Trader;Current Employee, less than 1 year;trader development program;"Very helpful in the transition from school to work-life.
";"I have nothing bad to say about the company.
1 person found this review helpful
Helpful
Share
Repor"
2020-04-24;Reservoir Engineer;Current Employee;great place to work;"you feel respected in bp
";"promotion process is rather slow
1 person found this review helpful
Helpful
Share
Repor"
2020-05-06;Director;Former Employee, more than 5 years;Great company with good sense of mission and service. However, there are faults.;"Good benefits, good working environment
";"Highly political with state of mind dependent on who and what department you work for Communication is not great Bonuses make no sense and are highly unstable from one year to the next.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-13;Control Systems Specialist;Former Employee, more than 1 year;Great Company and Benefits;"9/80 compressed work week, great pay and benefits, not micro managed
";"None, wish I would've stayed but only left for more $ which was a mistake.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-09;Gas Station Attendant;Former Employee;Great part time work;"Good management, good people, great part time work
";"Lack of training from management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-28;Procurement Specialist;Current Employee, more than 3 years;Great Company & People, but Frequent Uncertainty;"Great company with amazing benefits. Love my coworkers and the great work/life balance. Culture promotes safety like no other!
";"Constant transformations & reorgs. Management can seem distant from the actual problems on the front line. Company has complex processes, which results in things moving very slowly..
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-03-06;Site Engineer;Current Employee, more than 8 years;Great company to work for;"Strong benefits, deep cultural respect for engineers
";"Corporate culture sometimes values the system over the result
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-03-03;Store Manager;Former Employee, less than 1 year;Good brand;"Fast pace good money no time off
";"No time off, no benefits,
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-01;Supplier Quality Engineer;Former Employee, more than 5 years;Great company;"The company has a culture of discipline (do the right thing) and consideration of stakeholders including the employees.
";"None comes to my mind
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-29;Scheduler;Current Employee, more than 10 years;Culture;"Lots of opportunity to move around
";"Can sometimes be a bit bureaucratic
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-13;Process Operator;Current Employee, more than 5 years;To take the job or not;"Great pay, great benefits, excellent retirement
";"Poor management causes low morale at times.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-17;Well Site Leader;Current Employee, more than 8 years;Great company;"Great compensation. Cadillac health, benefits, etc.
";"Giant company. Feel like a cog in the wheel, and you are just a number to anyone above your boss
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-26;Settlements Analyst;Former Employee;Big Petroleum;"Financial security for high performers and structured reviews
";"Lack of urgency to address climate change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-06;Market Analyst;Current Employee, more than 3 years;Good pay and decent hours;"Benefits are likely better than competitors and hours were not bad
";"Bureaucracy is massive and sometimes hard to deal with
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-01-31;Technologist;Current Employee, more than 3 years;Fulfilling position where I contribute to global projects;"Technology teams are friendly and want to help each other. Projects are interesting. Budgets are predictable, so if a project is funded you can enjoy working through it without worrying about it being cut halfway through the year.
";"Work comes in waves, some months I finish my work by 4pm and others require 10 hour days for weeks on end
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-06;Engineer;Current Employee, more than 3 years;Good place only if you want to do nothing and plan retirement;"fitness center on facility is great. Decent pay for Houston (industry average).
";"Terrible place for engineers in the beginning of their career (0 - 5 years). No engineering or real work done. Most employees are pushing paperwork and project scheduling. People that remain are milking pension and looking for retirement, or are content doing nothing new for the rest of their career. Extremely bureaucratic and incompetent managers talk about the buzzwords like data science, renewables, Agile, impact-from-day-one, and engineering but have little understanding of what these actually mean and lack the technical foundation. Very little vacation (even with the new policy) and expensive cafeteria.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
2020-01-03;Quality Control Chemist;Former Employee, more than 1 year;Laboratory Staff;"Safety is made the top priority. Compliance and quality come close behind.
";"Competition in the domestic petroleum market severely limits hiring opportunities and funds available for suggested improvements, other than critical infrastructure type projects. Don't expect to make any significant changes as the machinations are far too large and margins becoming slimmer. No one's fault, just market forces at play at the moment.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-02;Risk Analyst;Former Employee, more than 3 years;Friendly coworkers;"Flexible schedule, friendly team, summer team events
";"high turnover especially in accounting and property management, low pay,
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-11-30;Operations;Current Employee, more than 5 years;Excellent place;"Great job and environment. Easy pace
";"None,I have no complaints
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-25;Manager;Former Employee, more than 10 years;great place to work.;"Diverse businesses allow for growth and exposure.
";"bureaucracy can get in the way.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-21;Category Manager;Current Employee, more than 8 years;Good company;"Great company culture to work for.
";"Unfortunately a shrinking company in Houston.
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-04;Director;Current Employee, more than 8 years;Overall a traditional company trying to move to the next level;"Good work life balance all across
";"Bureaucracy runs deep in management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-21;Cashier;Former Employee, more than 5 years;Terrible;"None at all. Terrible place to work
";"Low pay, long hours, rude customers
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-12;Flow Assurance Engineer;Current Employee, less than 1 year;Great People;"Lot of focus on working together
";"Same as any big corporation
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-07;Director Supply Chain;Former Employee;Great company to work for;"Excellent salary and benefits and career potential
";"Bureaucratic and more open to feedback
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-12;Supply Chain Specialist;Current Employee, more than 10 years;American Supply Chain jobs to Malaysia and India;"Solid salary and 401k matching
";"future highly uncertain, uncooperative and sad environment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-10-22;IT Service Engineer;Current Employee, less than 1 year;Great place to work, going to get better too;"Great Compensation, tons of opportunities in many different business sectors
";"None so far, going great
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-05;Subsea Engineer;Former Employee, more than 5 years;High paying role with typical downsides of corporate role;"Good pay, nice area to work in.
";"Leadership does not incorporate suggestions from staff.
Be the first to find this review helpful
Helpful
Share
Repor"
2019-10-21;Cashier;Former Employee, less than 1 year;Easy but truly fulfilling work;"Very nice co workers and manager made the job easier and nicer.
";"Some weeks worked 50+ hours.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-10-24;Project Manager;Current Employee, more than 8 years;Slow to Move;"Pay, Pay, Pay, Pay, Pay
";"Slow decision making, No growth opportunities, Preaches Diversity and Inclusion but are not serious about it
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-10;Head Cashier;Current Employee, less than 1 year;One by Walmart;"If you like working alone this is the place. One person per shift, laid back, the customers.
";"No 911 button so no safety, owners don't care about workers, If you show you'll do the job they'll take advantage of you and leave everything for you to do, after 2 months of me working there we got a new manager and she was consistently late, Sat around alone all day, unprofessional, slouchy, untrained,
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-10-04;Journeyman Carpenter;Former Employee, more than 1 year;Great Company with Diligent Employees Overcoming any obstacles that Arise;"Globally diverse and Products are outstanding Long term energy source Committed to Research and Development of All ways to serve the energy needs of the World While striving to Protect Our Planet.
";"Limited amount of time to develop future projects To help Humanity. And Excel as the leader Of Alternative Energy Source Solutions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
