date;employee_title;employee_status;review_title;pros;cons
2020-10-14;Sales;Current Employee;Awesome;"Great Manager, great team, great vision
";"None, I love it here
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-14;Sales;Current Employee;Good;"Work family like balance is good
";"Continue to grow and promote
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-12;Human Resources Director;Current Employee, more than 10 years;People, technology and making impact are key at GE;"Work with interesting, fun, smart people. I'm paid well and do work that clearly benefits employees and our customers.
";"Recent financial issues creates a lot of headlines and critics.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-01;Executive;Current Employee, more than 10 years;Quarterly Driven;"Industrial solutions are genuinely helping society
";"Leadership in the past 15 years has cratered a once proud company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Assembly Line Worker;Former Employee, more than 1 year;Terrible at dealing with women;"Decent hrs and great people
";"Fired me because I was pregnant
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-22;IT Manager;Former Employee, more than 3 years;Not what it use to be...;"Some nice associates, great Directors.
";"Terrible Senior Leadership at the VP and up level. No direction, no strategy they seem almost as if they are lost, making decisions as they go along. The IT Org is in a constant state flux, no job security. They do not provided any development opportunities, no training nothing that cost money. They also don't care about their employees, they just laid-off several hundred or even thousand workers in the middle of a pandemic without even batting an eye... I wonder if they took money for the PPA from the goverment? The point stay away from this place, it is a career killer.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Sorry to hear you don't recommend GE but appreciate your comments"
2020-10-07;District Manager;Former Employee;GM;"Okay pay for the overall job
";"Bad communication in every sense of the word
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-05;Lifecycle Operations Engineer;Former Employee, more than 3 years;Good company, not so good people.;"Competitive pay, great benefits, good home/work life balance, reputable company
";"Favoritism, people willing to tear you down to build themselves up, micro managing depending on the manager and their beliefs
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-29;Winder;Former Employee;Great job with great pay;"I got to travel all over the world.
";"You are gone from home a lot
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-06;Manager;Current Employee;I love working here.;"All good things here at GE
";"There are no cons Here
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-12;Quality Manager;Current Employee;Great place;"Great people and team environment.
";"Slow moving sense of urgency.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-03;SHRM;Former Employee, more than 5 years;An iconic company of the past;"Still great legacy of leadership
";"Ongoing transitions since Larry Culp
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Scrum Master;Current Employee, more than 3 years;not so fetch;"benifits packages were really nice environment was really nice I don't really have much to complain about
";"management was lackluster and just awful honestly
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-02;Executive;Current Employee, more than 10 years;Proud company;"Tremendous quality of peers Strong purpose
";"Recent erosion of brand equity
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-05;Principal Product Manager;Former Employee, more than 5 years;Industrial company struggling to become a Digital company;"Work/Life balance, Exposure to many industries/market segments/customers
";"Lack of focus, IT project mentality, Inexperienced Cloud/SaaS software teams
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Anonymous;Current Employee, more than 1 year;IT job GE;"Good PTO. Good hours. Lots of holidays. Challenging work.
";"To siloed hard to get help between teams
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Failure Analysis Engineer;Former Employee;great;"good company, not always organized
";"benefits expensive, lots of changes all the time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-26;VP-IT;Former Employee, more than 8 years;Good company;"Structure and opportunity. Diverse opportunities.
";"Needs to also focus on execution.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-05;GE Healthcare Customer Service;Former Employee;Great company;"Cares about people and family
";"None that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Mechanical Engineer;Current Employee, more than 10 years;Good Company to work for;"Work schedule is flexible. Interesting challenges
";"Too many layers of management involved in decisions.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Sales Support Specialist;Former Employee, more than 1 year;Growth;"Great Pay, a lot of benefits to choose from
";"Back up system, seniority is major with no growth for new comer
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-02;Software Engineer;Former Employee;Not Bad;"There are some Nice coworkers
";"There are some Bad Benefits
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-17;Anonymous;Current Employee, more than 3 years;Lots of room for improvement;"Many challenges to learn and grow
";"Very disorganized accounting in need of much clean up and stronger controls.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-13;Warehouse Specialist;Former Employee, more than 1 year;A Great Company to Work for;"Excellent benefits, and good work environment
";"lots of mandatory overtime when busy
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;GE: Edison Engineering Development Program;Current Employee, less than 1 year;Engineering Rotational Program;"Great culture and other employees are great help
";"Salary is not as competitive as other aerospace companies
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Test Engineer;Current Employee;Ok place, but they work you hard;"It just ok, good manager though
";"Too much stress and too much work overall for the salary.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-21;Program Manager;Former Employee, more than 10 years;Overall good experience;"Diverse opportunities, great group of co-workers
";"Short term focus, not so great senior management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-24;Manager;Former Employee;Very Good;"Good company, nice office, nice staff
";"Bad hours, long hours, poor balance
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Senior Manager, Operations;Former Employee, more than 1 year;Work environment;"Great place, great team spirit
";"Work overload, old IT systems
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-28;Manager;Former Employee, more than 8 years;No Employee Loyalty;"Not many pros to add
";"Low pay for comparable positions
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-22;Project Engineer;Former Employee, more than 1 year;Good experience;"good pay, motivated coworkers, good work environment
";"there are not flexible hours
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-23;Civil Engineer;Current Employee;Good company;"Very good company, flexible schedule
";"Nothing to complain, it is so good
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-21;Engineer;Current Employee, more than 8 years;great place to work there;"good place to to work
";"none that I am aware of
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-27;Manufacturing Specialist;Current Employee;Good work life balance;"Good work life balance and great pay
";"Company is far from LEAN. Executives don’t have a plan for Supply Chain. Each shop acts as an individual company.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-15;Senior Sales Operations Manager;Current Employee, more than 5 years;Not what it used to be;"Previously Good Culture not so good
";"Financial Troubles affecting the Culture and morale
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-15;Software Engineer;Current Employee, more than 1 year;A good place to work for.;"Flexible working environment and good health benefit
";"Too many employees. Old fashioned business.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-08;Logistics Coordinator;Former Employee, more than 1 year;Great company;"Great people, great opportunities, great culture
";"So many people - so many email addresses to remember!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-08;Test Engineer;Current Employee, more than 3 years;test cell tech;"good employee to work with
";"bad management, they are really not caring about employee ,all they want is the work done.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-13;Information Security Analyst;Former Employee;Great place;"Great place for growth and rewards
";"very cold and snowy place would like to relocate hq.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-24;Solutions Architect;Current Employee, more than 5 years;Great;"Work Life Balance is good
";"Too big to manage internally
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-24;Sales Operations Manager;Former Employee, more than 5 years;Culture of excellence!;"leadership and employee development; great place for women to work; smart co-workers;
";"sometimes culture over-engineers even the most simple processes
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-07;Senior Engineering Manager;Current Employee;ok;"lots of opportunities and locations to work at.
";"big corporate conglomerate too big and slow for fast moving tech products at times.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;Product Inspector/Finisher;Former Employee, more than 5 years;Great;"Great company really enjoy my time there
";"Massive layoffs due to the covid19
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-12;Senior Engineer;Current Employee;Review;"Flexibility when it comes to work/life balance.
";"Uncertainty in job future as there are rounds of layoffs.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-15;Production Specialist;Former Employee, more than 10 years;Great Place To Work;"The team I worked with was very inclusive and genuinely cared about doing the right thing. Integrity was not just a corporate buzzword. I really enjoyed the teaming methodologies that were used to galvanize the team.
";"Right now the aviation industry is taking a big hit and there is not a lot of security.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thank you for sharing. We appreciate your feedback"
2020-09-17;Manager;Former Employee;Review;"Good place to work in GE
";"No comments I can't find cons
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-14;BMET II;Former Employee, more than 1 year;Overly Corporate at Every Level;"Large support base and lots of locations to work.
";"GE Healthcare has reverted to the “throw more managers at the problem” model.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Coil Winder;Current Employee, more than 5 years;No;"There are absolutely zero pros
";"there are more than I can list
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-03;Devops Engineer;Current Employee;Development and operation on AI application on aws cloud;"Good environment cluster on GE-Healthcare
";"employee benefits & 401k plans are not good
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-14;Mechanical Engineer;Current Employee;GE;"strong work life balance with permissive leave
";"not great locations in US
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-09;Analyst;Former Employee, more than 5 years;good;"good place decent benefits abound
";"it's all about the money here, but good managers
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-09;Materials Engineer;Current Employee;great place to work;"lots of opportunity to learn
";"there was none to mention it
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-03;Technical Recruiter;Former Employee;GE Worklife;"Flexible WFH, decent benefits, room for growth
";"Work/life balance was not always balanced; worked almost 50+ hours a week
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Director;Current Employee, more than 10 years;Going thru tough times;"exciting markets and technical products
";"lay offs and too much work remaining
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-07;Team Leader;Current Employee, more than 10 years;Good company, tough times;"Training and development opportunities are abundant
";"Current hiring freezes limit upward mobility at present
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-01;Program Manager;Former Employee, more than 3 years;General Electric Healthcare;"The people are great to work with.
";"There should be a training program as part of onboarding.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Program Manager;Current Employee, more than 10 years;Problematic Future;"Always trying to move forward
";"The company continues to shrink without clear plans for growth or new developments
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-10;Accountant;Former Employee, more than 3 years;Accountant;"Good work culture and work life balance
";"Outsourced team over to Genpact
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-10;Operations;Current Employee;.;"Flexible time off and work arrangements
";"Layoffs and reductions in force possible
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-03;Anonymous;Former Employee, more than 1 year;Great work place;"Fine culture and great work/life balance
";"Difficult to get promotion and rise up
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-07;Professional Services;Former Employee, more than 5 years;you're just a number;"I worked with some really great people there. Was hired on during an acquisition.
";"After the acquisition, GE started doing layoffs. Lead executives began leaving. Mid-level managers left. The layoffs were like clockwork: every six months -- Spring and Fall.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Project Manager;Former Employee;Project manager;"The benefits were good and the people were intelligent.
";"The company was going through a period of transition.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-03;Controls Engineer;Former Employee, more than 3 years;Interesting and Challenging;"Great people and teams, collaborative culture, supportive leaders
";"Can be slow to change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-07;Manager;Former Employee, more than 5 years;Exciting place to work;"Some of the smartest people you'll ever work with
";"Didn't understand how they made money given spending and bureaucracy. Turns out leaving in 2016 was good.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-08;Compliance Professional;Former Employee, more than 5 years;Compliance;"Very intelligent, hardworking, inspiring colleagues
";"Tumultuous; constant change; bloated management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-25;GM Sales;Former Employee, more than 5 years;Great company;"Innovative with great customer relationships
";"too many meeting and too much time spent talking internally
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-23;Anonymous;Current Employee, more than 3 years;Great engineering rotational program;"Challenging engineering work, smart and helpful environment
";"Typical challenges with big companies: bureaucracy, tough process for promotions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-19;Project Manager;Current Employee, more than 3 years;Great company environment;"Great work life balance and pay
";"Mgmt not so good and can ruin the team spirit
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-02;Marketing Manager;Former Employee;Great Company;"You work with good and prepared people
";"Low salary and few benefits
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Data Consultant;Former Employee;My GE review;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
a relaxed environment that provides ease of work
Cons
ever-changing infrastructure environment for job security
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Technician;Former Employee;Favoritism;"C.oworkers are laid back and workers always
";"Management holds you back and doesn't utilize peoples skills
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-22;Technician;Former Employee, more than 10 years;Just a number;"Pay was ok and only for the fact of overtime. Other people just show up and milk the clock and count on the people who carry them to get the work done.
";"Just a number on a spread sheet. Doesn’t matter how hard you work. They keep people who do the least amount of work. Terrible management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-07;Lead Sourcing Specialist;Former Employee, more than 3 years;Great Company;"Great history and lots of room to grow and learn.
";"High turnover in leadership makes any new implementations and or changes difficult to keep for very long.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Welder/Fabricator;Current Employee, more than 10 years;Place sucks;"Money isn't bad but there is never any overtime.
";"Place is unsafe and cheap
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-02;Lead Quality Control;Former Employee, more than 10 years;If offered a position take it;"Of course salary/pay Environment of workplace Safety Opportunity for advancement Reimbursement for school
";"Only downside was moving operations to China
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your recommendation"
2020-08-27;Sales Support;Former Employee, more than 1 year;Good;"Variable, challenging, good environment, good management
";"big communication channels, fast changing, info loss
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-10;Vice President Product Management;Former Employee, more than 10 years;Used to be a great company to work for;"Good culture, good career opportunities
";"Leadership has lost its direction, no clear vision and/or roadmap
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-01;Software Engineer;Current Employee;Decent;"Great people, learn a lot
";"Lay offs, no promotions, no raises
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Engineer;Current Employee;Additive;"Good people and good atmosphere.
";"Poor business management. No direction.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-23;Sales;Current Employee, more than 10 years;GE;"Company mission, critical markets, streamlining focus
";"Financial metrics, heavy with reporting and senior leadership,
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-13;Senior Engineering Program Manager;Former Employee, more than 5 years;CAREER;"Balance in work life style. Great team mates
";"Lots of politics at management level and favoritism. Exec at department level don't seem to know what going on in their department. No vision of the department.Only there to please upper level exec
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-19;Quality Manager;Former Employee, more than 10 years;Lean Six Sigma;"Implementation of Lean Six Sigma started from the Jack Welch Era. It gradually blends with Lean Manufacturing and become part of Global Simplification.
";"Quarter End number push phenomenon.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thank you for taking the time to share your feedback"
2020-07-09;CNC Machine Operator;Former Employee, more than 3 years;I had an overall good experience while working there.;"The biggest pro was they paid well, and a friendly environment.
";"The workforce on first shift is fairly young. So it will be awhile before advancing off of an off shift.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Appreciate your comments and recommendation"
2020-11-28;Management;Current Employee, more than 8 years;GE;"Long hours and long weekends
";"Low pay for high expertise
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-20;Senior Control Systems Engineer;Former Employee, more than 8 years;Great company. Horrible management;"Work environment. Team members are supportive and give excellent advice.
";"Low Salary compared to industry standard. Management does not value their employees. No longer offering pension plans.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-18;Manufacturing;Former Employee, less than 1 year;wish i was still their;"room to grow, great people.
";"having to be laid off
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-22;Head Of Operations;Former Employee, more than 3 years;Good Company to work for . A lot of growth opportunities;"Great brand and people . Worldwide presence and diversified product line
";"Too complex and heavy . Organization moves too slowly
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-17;Finance Analyst;Former Employee, more than 1 year;Nice relaxed job;"International company so you can easily relocate
";"Late night hours working on projects
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-26;Technical Project Analyst;Current Employee, less than 1 year;PMO job with technical background;"Great culture and greta teams
";"Communication was lagging but might be due to stay at home work
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks so much for your recommendation"
2020-11-20;Sales Manager;Current Employee, more than 5 years;Good Experience;"Big compamy works, Matrix knowledge
";"Unstable, very business centric, people not as important
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-18;Anonymous;Former Employee, more than 8 years;Good Company;"Very Big -- used to be stable
";"Very Big -- no longer as stable
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-12;Quality Engineer;Former Employee, more than 1 year;Great company;"awesome people, great benefits for salaried personnel
";"lots of hours, not a clear structure
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-13;Software Developer;Former Employee, more than 1 year;Good company to work for;"Good experience , nice people, good benefits
";"None that I can think of
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-04;Human Resources;Current Employee;Good place to work;"Outstanding people - bright, talented & committed Great leaders Pay
";"Corporate politics/BS GE has had a few bad years
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your recommendation"
2020-08-10;Sales Specialist;Current Employee;great;"great benefits and people that i worked with
";"too many middle managers looking for next promotion
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-28;Anonymous;Former Employee, more than 1 year;Enlightening and informative. Life changing experience.;"Ownership and transparency. Self directed team based environment where you have input on business decisions. We are our own boss.
";"Team dynamics can be hard to manage depending on some people.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your positive assessment"
2020-07-11;Senior Operations Manager II;Current Employee, more than 10 years;Time to Move on;"Growth Opportunities for those who are not geographically limited
";"It's a large company and employees are just a number.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your feedback"
2020-06-10;Six Sigma Black Belt;Former Employee, more than 8 years;Great place to learn/grow;"role models everywhere; great technical leadership; culture
";"Ge aviation leaders are awesome at long-term. Other division leaders were not as solid.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thank you for sharing. We're always working on ways to improve and appreciate your feedback"
2020-08-16;Anonymous;Former Employee, more than 10 years;Does not promote Ivey or Non-Diversity;"Very job oriented. Only do your job, good to go!!
";"If you can get a Professional or GM champion you are good. If not you will waste your time. Working hard doesn’t get you far, politically get your boats in a row. It’s all political and if you are a “doer” you will get frustrated.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-08-14;Technician;Current Employee, more than 10 years;a+++;"great place to work great benefits
";"long hours,layoffs all the time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-22;Production Control;Former Employee;Great people, management is like chickens with their heads cut off;"Everyone is like family. Look out for each other. Everyone is passionate about what they do
";"No idea of who is your boss, too many half steps. Management doesn't want to listen to old management. A mess.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Appreciate your comment and recommendation"
2020-07-22;Scientist;Former Employee, more than 5 years;An American Icon;"Team members make all the difference
";"Management team may not have the ability to deal with potentially insurmountable financial challenges
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for the recommendation"
2020-07-20;Warehouse Associate;Former Employee, less than 1 year;Good place to work;"Great place to move up if you're willing to put in the work.
";"Very busy at the end of the quarter.
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Great to hear, thank you for sharing"
2020-05-04;Manufacturing;Former Employee, more than 10 years;Great place to work;"Great people and product to work with. Established company with great culture. Lot's of training and tools available to staff
";"Recently went through some tough times (2016-2018) and lots of turmoil with leadership at the highest level. That caused or forced a lot of good people to leave.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Great to hear this, thanks for sharing"
2020-12-21;Software Development Manager;Current Employee;na;"No such Pros in joining this company.
";"waste of time to work in this company. No career growth.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-13;Program Manager;Current Employee;Aviation;"Lots of opportunity to learn.
";"Lack of carrier advancement opportunity
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-24;Senior Software Engineer;Current Employee, less than 1 year;I have been working full-time here for almost a year;"Great PTO, flexible time, and good culture
";"Health insurance could be better
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks so much for sharing"
2020-10-07;Engineer;Current Employee;Healthcare is finding its way, but the broader company position still challenged;"Great quality of talent, and very deep technology strength
";"Management direction and structure changes often, and causes a lot of re-configuring that takes valuable time
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-24;Lead Materials Planning and Execution Specialist;Current Employee, more than 1 year;Don’t get comfortable or fall for the we really care rhetoric;"Pay, benefits, occasional work from home
";"You don’t matter in the end. You can save them millions in one day but you still don’t matter.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Sorry to hear this feedback. We strive to cultivate a welcoming environment for everyone, and are an equal opportunities employer. Please consider sharing your feedback privately and anonymously with our ombudsperson at ombudsperson@corporate.ge.com so we can investigate further"
2020-07-23;Vice President Strategy;Former Employee;Great Company;"Great leadership training, lot's of career growth
";"Focused on long term strategy not good for their near team results
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for sharing"
2019-12-11;Design Engineer;Former Employee, more than 10 years;Great technology terrible work balance;"Cutting edge technology, advanced engineering. Cincinnati are has great wellness medical center that provide many free heath, nutritional and other health screening services.
";"No work balance, global teams force required work odd hours, understaffed. US engineers have to cover for lack of knowledge due to constant turn over at global places since GE is not competitive globally. Global places are covered by labor laws by limited hours and guarantied vacation that has to be compensated but US engineers with long unpaid hours as result US salary people also do not take adequate vacation. Very high stress as ""beating continues until moral improves"". Company constantly chipping away benefits. Limited - not competitive 401k investment choices. Matching company contribution is payed at the end of the year another chip of benefits so if somebody leave before end of the year they do not have to pay it. Low chance of promotion in USA as GE moves more and more engineering to global places.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
We think the future of the company is bright, but it will take time to get there. Thanks for your honest feedback"
2020-04-01;Senior Mechanical Engineer;Current Employee, more than 10 years;Solid Place to Work;"Sometimes a nice annual bonus. Opportunity to grow if you are willing to work hard and be patient. Flexible with work schedule and occasionally working from home.
";"The culture might frustrate people. Its love or hate. I didn't like it at first but I can see the big picture and I'm on board with it.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thank you for taking the time to share your feedback"
2020-10-20;Business Analysis Senior Analyst;Former Employee, more than 5 years;Terrible place to work;"Nothing good to talk about.
";"Hours, no room for growth unless you are white. Very racist cuture
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-01;Mechanical Engineer;Former Employee, more than 10 years;Former Engineer;"Great Place to work. Lots of career potential
";"Cutting businesses to the core limits growth potential
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-10;Maintenance Craftsman;Former Employee, more than 3 years;Hated GE Bangor;"Good health insurance and 401k match
";"Environment, management, no advancement opportunities.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-22;Lead Material Specialist;Current Employee;Lots of opportunity;"There are a lot of opportunities to better yourself with the company.
";"You need to have the maximum education within job requirements or be overlooked even with a proven track record.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-21;North Carolina;Current Employee;Great company;"Great culture and several opportunities for growth
";"You may have to travel a lot for career growth
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Appreciate your comment and recommendation"
2020-07-26;Engineering Leader;Former Employee, more than 10 years;Good review;"Top 50 Global Company in the world
";"many management changes during last 10 years
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for sharing"
2020-11-10;Help Desk Technician;Former Employee, more than 8 years;ok;"money is the best thing
";"managment is the worst thing
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-04;Senior Director;Former Employee, more than 5 years;Good;"Laid back environment. Process driven work.
";"Too slow. Feels like a slow moving ship.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-22;Financial Analyst;Current Employee;Finance heavy company;"Accounting and finance is a valued skill set
";"Very matrixed organization from leadership down to employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for the recommendation"
