ID,Initial_ID,cons,insurance,safety,balance,retirement,culture,racism,sexism,ageism,benefits,opportunities,privacy,resources
8509,757,"racism, sexism, retaliation, hr that works for company and not employees, no work-life balance. ",0,0,1,0,0,1,0,0,0,0,0,0
8499,747,"BP management pays lip service to modern corporate values but fails to change. There are so many levels of management, most of which are clueless to what other great companies are doing and yet are closed to new ideas. Powerful internal customers routinely overrule subject matter experts to get their own way. BP calls itself collaborative but the reality is a paradox where consensus is required but everyone wants their own way effectively paralyzing any meaningful change. London lives with it's head in the clouds effectively ignoring the wants and needs to employees and leaders worldwide. Ex. 9am (GMT) global con calls are 3 am US Central time...when pressed the UK leaders will respond that the meeting can be recorded and reviewed later. Happens all the time. BP wastes more money than most companies make, which has got to be hard with the price of oil so low these days.. ",0,0,0,0,1,0,0,1,1,1,0,0
8497,745,"High expectations, not a lot of flexibility or work/life balance. Opportunities for growth are limited.. ",0,0,1,0,0,0,0,0,0,1,0,0
8496,744,Didn't have a defined career path in the groups I worked in. Change management to the new LMS was poorly executed.. ,0,0,0,0,0,0,0,1,0,0,0,0
8490,738,"A large organization can be both a plus and minus. The other side of the breadth of opportunity it the breadth and dept of bureaucracy - as one former colleague described it: ""it's like working for the federal government, only it pays better""! There remains something of a split culture - heritage Amoco vs heritage BP (and to a much lesser extent Arco and Sohio) - and it seems (subjectively) that most heritage Amoco leaders are more people-focused than their heritage BP counterparts. If you are in a corporate staff function, Houston seems on its way to becoming a ""regional office"" with the balance of power (and breadth of opportunity) solidly in the UK. And it is. ",0,0,0,0,1,0,0,1,1,1,0,0
8470,718,"Not the most financially stable company right now due to low oil prices and oil spill fines. Also, the safety culture is totally over the top and sometimes makes day to day work difficult, but they do take the safety of their employees very seriously.. ",0,1,0,0,1,0,0,0,0,0,0,0
8465,713,"Think of a career there as short-term. Take the knowledge you can, and figure out the good processes and take those and then move on. Nepotism trumps talent as well as heavy politics. It's not about who's the most qualified, but who's the most heavily networked. That environment does promote loyalty or long-term interest. Lots of global downsizing attributed to oil prices.. ",0,0,0,1,0,0,0,0,0,0,0,0
8451,699,Safety incidents have eroded the share price and has taken too long to get back to the top. Commodities market dependent.. ,0,1,0,0,0,0,0,0,0,0,0,0
8663,911,"Since the Horizon disaster, I have not met anyone who now likes working for BP. Headcount cuts are too deep. Significant brain drain. The happiest employees seem to be the ones getting severance packages. Company continues to bleed cash at unsustainable levels. Drastic headcount, cost, and asset reductions while competitors are growing. Consensus culture inhibits qualified decision-making. Experts not listened to. Tons of processes that are rarely followed, especially HSE and quality. (Most is just market-facing window dressing developed by consultants.) Changing the portfolio strategy to ultra-deep water is a very long term and highly risky decision. It may make the traders happy for a while, but if the ROI is not big or fast enough, it's not a horse to bet on. Job positions are safer in Europe than in North America. Lots of talk of all or part of North America being sold, bankrupted, or shut down.. ",0,1,0,1,1,0,0,1,1,1,0,0
8441,689,"At BP, there are constantly too many business and organizational changes, cost cutting left and right (moving work to Accenture in India and Malaysia), divesting businesses just to bring them back after realizing too late they make money, mediocre holiday party to save money, rare spot bonus opportunities, no holiday outing, no team lunches. If you are wanting a career at BP, start at big BP (benefits and pay are much better), rather than BP's Shared Business Services (Global Business Services, GBS). GBS moves work overseas to save money, but does not make the effort to bring more work from BP to supplement the divested activities.. ",0,0,0,0,0,0,0,0,1,1,0,1
8437,685,Removed work life balance option (9/80) with weak explanation. Replaced it with a benefit that will work for only a few people. Too many changes in upper management at site Constant rumors of cutbacks. ,0,0,1,0,1,0,0,1,1,0,0,1
8427,675,"BP is a poorly managed company, their safety track record speaks for itself. Though they advertise that they are focused on improving, leadership has done little to change the culture. They've been in constant ""transformation"" for the last 5-8 years. Also just recently, at least in the US they have been making it more challenging to participate in agile working arrangements. Leadership has not eliminated agile working, they have just communicated a message that does not promote it. Because they pay well senior managers tend not to leave, and most are waiting for a severance package to do so. This leads to very little long term opportunity.. ",0,1,0,1,1,0,0,1,1,1,0,0
8421,669,"Currently is facing issues as everyone oil industry due to the low oil prize, so there are not many opportunities. Instead lay off are happening. ",0,0,0,0,0,0,0,0,0,1,0,0
8417,665,"Management is by and large incompetent (starting at the very top and trickling down to those who have to interact with the lowly plebes who actually do work) and reached their lofty positions by delivering good sales pitches as opposed to producing quality results, showing sound leadership, and having any form of business acumen. This is taken out on individual contributors who suffer the consequences of the downturn. Individual contributors who achieve and those who are recognized for achievement are not significantly overlapping in a Venn Diagram.. ",0,0,0,0,0,0,0,1,0,0,0,0
8410,658,Few opportunities to rotate and no changes in management even if they are doing bad. Portfolio is shrinking!. ,0,0,0,0,0,0,0,1,0,1,0,0
8407,655,"Politics and lack of career opportunities given current and past legal problems. Internally, the company is fractious and management undisciplined. Specifically, many company rules are followed/voided by simple fiat. Lack of management accountability has led to overemphasis on short-term gains above all else.. ",0,0,0,0,0,0,0,1,0,1,0,0
8403,651,"Due to the slump in oil prices this company has really passed along the pinch to its employees. Upper management is taking away the prized ""work life balance"" structure. and removing the option to work on 9/80 schedules. No more private offices, cramming the occupants of 2-3 buildings into 1 building and requiring everyone to be at work everyday instead of flex scheduling. Changing all offices to open concept. They took away all land lines and office telephones, all communications have moved to Skype only. Management has cut down on office perks and benefits. Janitorial services cut down. Charitable donations cut. Cafeteria food is expensive and terrible. No clear communication from management to their subordinates. No room for career growth. Personal development plans and bonuses are not based on individual performance and are not in control of your manager but based on group level performance. A lot of lay offs and cut backs and not much hope for the remaining employees. Very low morale.. ",0,0,1,0,0,0,0,1,1,1,1,1
8400,648,1. Management seems to micro-manage costs and employees and misses big opportunities for savings and success because of this. 2. Selling large number of assets over the past decade and struggling to compete because of back office cost per asset.. ,0,0,0,1,0,0,0,1,0,1,0,0
8399,647,"The company has poor human relations management. It is all about profit and don't care about employee welfare. It provides working from home opportunities and free access to health improving opportunities, but management does not care about the employee personal/family situations that may affect performance and hence company profit. ",1,0,0,0,0,0,0,1,0,1,1,0
8397,645,"While I very much respect and approve of the executive-level leaders of the company, I've had experience with poor management on the lower team lead/manager levels. Myself and many other colleagues are not necessarily happy in their roles. I'm not sure if it's the stress level or the environment, but there can be quite a bit of unrest. Very slow progression up the career ladder. Poor training for more junior employees since classes were cut from the budget.. ",0,0,1,0,1,0,0,1,0,0,0,1
8525,773,"Knee jerk reactions to changing economic, safety, and other external factors.. ",0,1,0,0,0,0,0,0,0,0,0,0
8532,780,1. Too much office politics. 2. Career advancement happens purely on personal relationship basis - not performance level. 3. Pay is not really good compared to other companies. 4. No standard way of people management throughout the company.. ,0,0,0,0,1,0,0,1,1,1,1,0
8535,783,Company does not care if they kill people. BP has killed before and will kill again. They stretch people and equipment to the limit to save money then act surprised when they blow things up.. ,0,0,0,0,1,0,0,0,0,0,0,0
8542,790,Management can be vindictive. Too much nepotism. Clicks were obvious among salaried and hourly employees. The work environment can be hazardous to ones health.. ,1,1,0,0,0,0,0,1,1,0,0,0
8651,899,"none, BP is a fantastic company to work for as is evident by the long tenure of its employees. the length of tenure does not prohibit career growth. ",0,0,0,0,0,0,0,0,0,1,0,0
8645,893,"Poor benefits when business is bad (very quick to eliminate the low cost morale boosters i.e. bonuses, lunches, company sponsored events), poor morale, poor leadership, too many chiefs, too much paperwork & forms, too much emphasis on action items and not enough on the work that is actually done, everything requires hand written sign-offs which is very time consuming and outdated, no opportunity for career advancement (at current site), WAY TOO MUCH politics and game playing, each department blames other departments for their mistakes, management is comically delusional and completely disconnected from what is actually going on at the site, WAY TOO MUCH D&I to the point where under qualified personnel are hired/promoted meanwhile they let the qualified/deserving candidates go straight to their competition, no effort to develop talent, no effort to retain talent. ",0,0,0,0,0,0,0,1,1,1,0,1
8638,886,"Seemed like there was constant restructuring at department, function, and/or corporate level, so overall strategy was questionable. Personality assessments given as part of selection were rigged at times. (I know because the YSC psychologist admitted to me that she slanted one assessment to get me away from a specific manager and was willing to revise the same assessment to give me a better shot at another opportunity!). ",0,0,0,0,0,0,0,1,0,1,1,0
8636,884,"Hire bottom of graduating class. Too much politics, promotion and performance ratings are very unfair. You have to suck up to people to progress in your career. BP has suffered and may continue to suffer from reputation damaging incidents because of lack of competent leaders. People are chosen to lead not based on skills but based on network.. ",0,0,0,0,1,0,0,0,0,1,0,1
8631,879,"- the above Pro's relies heavily on what business unit you're in. IST/FVC/USPL are all embedded businesses where pay, 401k, tuition reimbursement GREATLY exceeds those at the ""GBS"". - every 2-3 years expect a re-org in your department w/ severance packages/layoffs - career progress can be really hit or miss ~ pretty easy to advance within department/function, branching out to different businesses or functions is a different story.. ",0,0,0,0,0,0,0,1,1,1,0,0
8624,872,"The company is risk adverse. After the Texas City and Gulf disasters, there is no appetite to operate assets due to risk exposure. The downstream business is little more than a shell of what it used to be. The company's downsized structure means there really aren't any opportunities to grow. All downstream businesses are restructuring with substantial layoffs ahead for 2015. The company will most likely divest and exit the downstream business when the dust clears.. ",0,0,0,0,0,0,0,0,0,1,0,0
8622,870,Constant organizational and business process changes make some projects a nightmare. Politics are much valued over reason. Ultra risk averse culture leads to multiple inefficiencies and company-wide inertia. Little details must be approved by a large number of people who are afraid to sign off on anything.. ,0,0,0,0,1,0,0,0,0,1,0,0
8621,869,"They promote the wrong people. They don't want a true speak-up culture as they might have to look at themselves and realize they don't have a lot of great managers. Talent isn't what gets you promoted. They try to control people by saying ""It's not what you do but how you do it"". That's BS as this is an oil company and ""what we do"" keeps things from blowing up and killing people. They promote for behaviors not how you impact the business or how good your delivery is. Management stomps out technical people with great ideas if they don't have the right political views. BP management has forgotten we are running Oilfields not popularity contests. They talk about safety but uninformed management makes poor decisions. Unfortunately this is rampart in this company.. ",0,1,0,0,1,0,0,1,0,0,0,0
8615,863,Value style over substance; engineers are second class citizens; managers are completely political. All training has been cut. too few people; too much work. Expertise is in short supply and not valued. Everyone is running scared and playing cover their rear ends. too political................Say the wrong thing and you are out of the company. ,0,0,0,0,1,0,0,1,0,0,0,1
8603,851,"Management slow to make decisions. BP tends to be reactive instead of proactive. The powers to be make costly and sometimes ill advised decisions in order to appease the safety board. The COW program (control of work) is ineffective, out of control, and should be abolished or simplified. More paper, forms, and meetings do not make you work safer or smarter! Also, BP has too many levels of management and so many made up titles. With this culture, nobody can make a decision without checking with multi parties involved...... Frustrating sometimes!. ",0,1,0,0,1,0,0,1,0,0,0,0
8602,850,"Cost-cutting to the point of foolishness.. e.g. getting rid of the ""good"" coffee and leaving the bad.. for a whopping savings of $.25 cents a cup??!! Many layoffs currently (2014 & 2015) in the guise of another ""reorg"" but it's really TONS of offshoring happening to KL, Budapest, BA, Bangalore, etc. Just transferring bad systems & processes to another country.. costs will rise there also and the savings will hence be only short-lived! Not that this matters any to current management.. they will earn their bonus and move on to their next executive role! Reorg's to fix the botched reorg's of the past.. this will continue until the end of time for BP, as management considers that all intelligence lies in the UK so it HEAVILY promotes Brits to Sr. roles (VP's, Directors, etc.). They need to stay busy & build their resume for their next role so every few years it's ""reorg's all-around for everyone at the bar""! If you can tolerate that then the benefits can outweigh the pain.. meanwhile I hope you can find time to do you day job and actually enjoy contributing.. trying to make it a meaningful job/career.. otherwise it's just a paycheck.. good luck!. ",0,0,0,1,0,0,0,1,1,0,0,1
8598,846,Need to improve career development and ability of employees to move within company. ,0,0,0,0,0,0,0,0,0,0,0,0
8597,845,"There has been frequent restructuring and laying off of personnel, which can make following a career path difficult.. ",0,0,0,0,0,0,0,0,0,0,0,0
8593,841,You have a lot of responsibilities for very little pay.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,1,0,0,0
8586,834,Americans hit a ceiling in their careers. Majority of executive leadership are British.. ,0,0,0,0,0,0,0,0,0,0,0,0
8585,833,Always changing work environment turn career plans hard to do.. ,0,0,0,0,0,0,0,0,0,0,0,0
8581,829,"Sickening to see just how much money is wasted. They may as well be lighting piles of money on fire around here. Even with strides made towards promoting women, nepotism and good ol' boy system is alive and well. Hiring and promoting other minorities has clearly fallen short. The only real reason to come to work is the pay. Spineless, boot-lick middle managers report to type-A bullies. Even the simplest decisions get passed up to the second line and VP positions. Pretty sure you need to murder someone before you get fired. Seriously. Incompetent people get passed around group to group (sometimes even promoted) for years. Showing up for work, doing your job and trying to protect the business is often under appreciated. If you really want to go places with this company, be prepared to cultivate personal friendships with managers. Company coddles new engineers, the 'challenge' program is a joke. Process, process, process. BP has a sick obsession with paperwork, checklists, creating do-nothing middle management positions and other non-revenue earning paper pushers. The company is like a wounded animal slowly bleeding out after Macondo. They don't seem to understand there is no reward unless you take risk.. ",1,0,0,0,1,1,0,1,1,0,1,0
8577,825,"As you get senior, it is very hard to move up. Also, there are some political conflicts in the company. Your career and job stability depends more on the oil price instead of your own work.. ",0,0,0,0,0,0,0,0,0,0,0,0
8571,819,There is in uncertainty about the company's future to get over the challenges after Macondo; Will they find a balance between safety and profitability? Being cost competitive is a challenge. ,0,1,0,0,0,0,0,0,0,0,0,0
8555,803,Senior management. Career advancement. Compensation. Stodgy. Spill.. ,0,0,0,0,0,0,0,1,1,1,0,0
8554,802,"Limited Locations for work. With current change in oil price, opportunities are limited for growth or movement.. ",0,0,0,0,0,0,0,0,0,1,0,0
8545,793,If i could i would have worked in the day time that would have been better. I would loved to have worked more hours but that would not have been good for my health. Overall great company to work for.. ,1,0,0,0,0,0,0,0,0,0,0,0
8543,791,"HR is for company not employees, messy, immature bosses, unprofessional leaders, violates privacy act all the time, too much over time and can't enjoy family or money unless you're on vacation/no work/life balance, lot of discrimination. ",0,0,1,0,0,0,0,0,0,0,1,0
8904,92,Work life balance is lacking. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
8918,106,Nothing that I can think of.. Advice to Management. Keep making money and take care of your employees.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,0,0,0
7250,18,"Two issues: 1) the CPUC and 2) internally chaotic. The company is disorganized mostly due to an unreasonable regulator (CPUC) and too many competing priorities. The company's spend has doubled but it isn't in labor, labor has been cut dramatically and work has been increased. Work life balance is an issue because it doesn't exist. I do not believe the company is going to improve for the employees. Leadership is a revolving door and I truly think the regulation of PG&E is what cripples the company. It is a bunch of regulators who have no idea how the business even works, trying to feel important. Many of the regulators do not understand the basics of a gas and electrical company yet that is where all our time is spent - explaining it to them.. ",0,0,1,0,0,0,0,0,0,0,0,0
9277,275,"Rotating schedule or a very odd fixed schedule, super stressful environment, it’s not actually about safety unless it’s cheap. Advice to Management. None. Be the first to find this review helpful. Helpful. Share. Repor",0,1,1,0,0,0,0,1,0,0,0,0
9265,263,"Cut personnel and increase work load on other employees, making for an unsafe working environment.. Advice to Management. Re think if cutting personnel from a money producing facility is the right move.. Be the first to find this review helpful. Helpful. Share. Repor",0,1,0,0,0,0,0,1,0,0,0,0
9263,261,"Favoritism, workplace politics, no work life balance, rotating shift. Advice to Management. Need to evaluate those in leadership roles.. Be the first to find this review helpful. Helpful. Share. Repor",0,0,1,0,0,0,0,1,0,0,0,0
9262,260,"Management is cut-throat, doesn't matter how hard you bust your tail and the phenomenal products you produce, if you're not in the ""click"" they will find a way to end your career there or make your life miserable until you quit. They push you to the limits, not a lot of downtime, more often than not work long hours. Integrity hotline is a joke. Managers get away with murder and are heavily protected.. Advice to Management. See Cons above. 3 people found this review helpful. Helpful. Share. Repor",0,0,0,0,1,0,0,1,0,0,0,0
9259,257,"Location (Findlay), career advancement is accelerated typically when employee shows willingness to travel/move locations. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,1,0,0
9251,249,"Work/life balance is atrocious and work tends to be all-consuming. Corporate governance structure is incredibly confusing and conflicting direction regularly comes from different parts of the organization. Company has an old-school ""we know best"" mentality about almost everything and prefers to build each and everything internally, from the ground up, instead of listening to anybody with outside experience. Too many people in upper, senior and executive leadership have been with the company for their entire careers.. Advice to Management. Stop focusing so heavily on hiring directly out of colleges and start bringing in outside opinions. Industry is changing too quickly to rely solely on fostering internal ideas. Thinking outside of the box means you need to pull people in from a different box!. 3 people found this review helpful. Helpful. Share. Repor",0,0,1,0,1,0,0,1,0,0,0,0
9244,242,"Expectations are very high to keep pace with salary, they have many layers of overview, sometimes slow to react or look to new opportunities. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,1,1,0,0
9240,238,"Not much advancement opportunity, some employees set into their old way of doing things even if it doesn’t make sense.. 1 person found this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,1,0,0
9233,231,Did not offer job opportunities to layed off employees due to plant closure. Advice to Management. Too much management that only listened to management. Our managers and supervisors were always in meetings and rarely had time to hear and understand operators concerns and suggestions.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,1,0,0
9231,229,"Lack of development opportunities, downturn in market, poor leadership. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,1,0,0
9228,226,Career advancement can some times be difficult or inconsistent. Upper management some times makes non value added requests.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,1,0,1,0,0
9226,224,work/life balance is zero. job cuts. don't communicate well. up and down market. 1 person found this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
9286,284,"Marathon still has the ""good ol boy"" mentality which includes a lot of their senior leadership. This was ok when they were a small company but now that they are a major player and nation wide, they need to start operating as a major player. Some work environments could be considered hostile due to the ""good ol boy"" mentality. Lot better companies to work for (Holly Frontier, Valero).. Advice to Management. Replace the mid level management (Marathon lifers). Ideas are still stuck in the 90's.. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,0,0,0
9219,217,"Minimal willingness to change, low flexibility in work hours, cubicles for process engineers can be distracting due to noise, performance expectations are not consistent across departments. Advice to Management. Continue growing work/life balance opportunities (alternate schedules, work from home, etc) to attract the most talented new-hires. Ensure that individuals have access to opportunities to grow their careers rather than becoming stagnant in a role. Don't let the short-term challenge of the pandemic compromise the long-term success of the organization.. 2 people found this review helpful. Helpful. Share. Repor",0,0,1,1,1,0,0,1,0,1,0,0
9216,214,Located in a small town where the largest opportunities are located.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
9205,203,"Located in Findlay, OH; Pay for attorneys is well below market; Little room for growth and promotion opportunity; Lack diversity. Advice to Management. Promote based on experience and work product rather than time at Marathon; Change compensation program and allow remote work.. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,1,1,0,0
9196,194,"siloed experience, many employees have not worked for any other employer throughout their career. Advice to Management. diversify departments in terms of experience. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,0,0,0
9192,190,Very difficult work and life balance.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
9183,181,"Definite good old boys club. Promotions are not based on merit or abilities. Age discrimination is running rampant don't plan to retire at this company it's ok to start and learn here but I would plan to move on in your early 40's to avoid any age discrimination issues or unemployment later on in life. This company use to be a decent company with stability until about 5 or 6 years ago when they started to grow and put their total focus on making share holders happy, at that point things started to slowly go down hill. Employees are no longer valued. Management positions are given but in a number of cases decisions are not allowed to be made by the people placed in those positions. All decisions seem to be made by a handful of select individuals in each region of operation with little regard to the opinions of others.. 1 person found this review helpful. Helpful. Share. Repor",0,0,0,1,1,0,0,1,0,1,0,1
9181,179,Cut personal to the point where its no longer safe to operate refining equipment. They don't hire enough personnel to operate within decent standards.. Be the first to find this review helpful. Helpful. Share. Repor,0,1,0,0,0,0,0,0,0,0,1,0
9176,174,"you are just a number on the ledger. Advice to Management. take care of your employees, they make your company work. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,0,0,0
9168,166,"There are a few good managers, but for the most part they are just a good ole boy network who play the game and pretend to care about the company while they line their pockets and protect only themselves. There is a lot of talk about diversity, but it is just to satisfy the political correctness and everyone just rolls their eyes. They lay off some of the best employees they've ever had, and keep the lazy if they are in the clique. Safety is a banner word, but in reality it is only a matter of time until the truth is discovered in the public eye in the form of a catastrophic event.. Advice to Management. Quit promoting only the people who pretend and can put on the best show, and start being more aware of who actually cares and knows what they are doing. Playing politics and otherwise treating people bad will eventually catch up to you, and your poor leadership skills will be brought to light.. 3 people found this review helpful. Helpful. Share. Repor",0,1,0,0,1,0,0,1,0,1,0,1
9159,157,"Lower work-life balance, limited innovative opportunities, and corporate rules were constrictive.. Be the first to find this review helpful. Helpful. Share. Repor",0,0,1,0,0,0,0,0,0,1,0,0
9152,150,Not a lot of care for individual; corporate culture pushed; hard to advance. Advice to Management. Work to improve in small ways rather than through widespread initiatives that lost purpose and traction.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,1,0,1,0,0
9285,283,"Best practices are not honored. HQ located in the middle of nowhere Ohio and new acquisitions caused much rifts with maximizing the best possible procedures and cost effective ways to become an industry leader. The ""Ohio Way"" trumped industry leading assets/methodologies and they failed to retain the best talent in order to keep their legacy employees. On top of everything else, salaries were based on Ohio compensation vs industry standards.. 1 person found this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,1,0,0,0
9293,291,"Decision makers looking out for themselves and their existing employees. Choose to lay-off the SME’s and move the position to unqualified individuals but expect the outgoing employee to transition and knowledge share as though it was their decision to leave.. . This is no longer a company that cares about their employees.. Advice to Management. Rethink the HR management since that is part of the problem along with others in a VP or SR management position that do not like the Findlay, OH community or legacy employees.. 1 person found this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,0,0,0
8931,119,"Large company, some units are poorly organized, some leaders just don't care about your growth. Advice to Management. Please make sure your subordinates understand all the lingo before throwing them into projects. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,1,0,0
9378,376,No life. No time off other than week off. Upper management does not care. Only a number. Advice to Management. Be transparent. Practice what you preach. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,1,0,0,0
9416,414,"The CEO is old fashioned and out of touch. Due to the way he handled acquisition of Andeavor (making promises and not keeping them), he lost a great deal of trust from the new employee base. I don't believe that can ever be regained. . . The company needs to propel itself into the 21st century and realize that cramming more people into smaller and smaller spaces does not increase efficiency. Especially in this age of technology, MPC needs to consider adopting more modern work practices, including flexible work schedules and telecommuting. Its competitors (from a talent acquisition perspective) are offering far more attractive work environments and life/work balance. . . They are truly trying to make strides in advancing diversity of the workforce. However, they will never achieve this until someone makes the bold step (hopefully the new CEO) of moving the corporate headquarters out of Findlay, OH. This refers not only to achieving racial and ethnic diversity, but also achieving diversity of thought and experience, especially at the leadership levels. The country is much bigger than just the rural Midwest. . . Because of its small town Ohio location, most people working at MPC (especially in the Midwest) have only ever worked for MPC (sometimes several generations). This creates a singular way of thinking that tends to shut out (or shutdown) alternative viewpoints and perspectives. MPC is very resistant to hiring outside talent (mid-career), especially at any type of leadership positions (to be fair, there have a been a few high level exceptions). I believe this also creates a skewed sense of reality. Their is an ingrained sense of self greatness, which clouds their ability to consider different ways of doing things. This was apparent during the integration of Andeavor. I know it surprised everyone, especially those in Findlay, how many people at all levels of the organization chose voluntary separation rather than move to Findlay, or to continue on in an organization where you are automatically viewed as a inferior outsider. . . In order to advance within MPC, you must come to the realization that eventually, ""All roads lead to Findlay"". Despite being in a great position with a lot of future opportunity for growth, when that decision day comes for me, my road won't be going to Findlay.. Advice to Management. Move the HQ out of Findlay and step into the 21st century with regards to work practices and work/life balance. Diversify the leadership team.. 11 people found this review helpful. Helpful. Share. Repor",0,0,1,0,1,1,0,1,0,1,0,0
9413,411,The company has grown too fast and has had difficulty integrating employees from various locations. Failure to integrate has created issues at the corporate office with long standing employees as well as employees at locations acquired in CO and Texas in 2015 and 2018. . . Employees with jobs outside of the engineering groups are often paid under market wages.. Advice to Management. Have a better understanding of the culture of the companies you acquire to enable a better integration of various corporate cultures. Take care of employees who are willing to do what the company requests. Pay attention to concerns raised by employees and address vs ignore them.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,1,1,1,0,0
9412,410,Company doesn’t care about its employees wellbeing. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
9410,408,"Lack of Diversity, Lack of empowerment, unproductive managers, Career Opportunities are based on who Likes you. Being anglo is a plus. Advice to Management. good luck. 1 person found this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,1,0,0
9408,406,"Since the merger, many people have left or been pushed out for speaking up on life safety issues or doing the right thing. Policies are changed when management wants a change, not from a top-down direction but more of "" the fix watching the gen house"". This causes lots of problems when people are more focused on cutting costs and making bonus while having an attitude of that will never happen. . . They have recently been routinely putting people on performance reviews to create a false paper trail in order to fire them. Most of these people have previously always received great reviews and the maximum bonus. .  No longer the great company it was.. Advice to Management. Stop running like a good ole boys club and be committed to your company's values. You need to maintain staff levels to support change and saying people can expect to work twice as hard for less will not help morale.. 9 people found this review helpful. Helpful. Share. Repor",0,1,0,0,1,0,0,1,1,0,0,0
9399,397,Rotating shifts are difficult with having a family. Advice to Management. Hire more operators and allow more job bidding opportunities. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,1,0,0
9393,391,"Nepotism, culture, work life balance, extreme lack of diversity, inept middle management that is focused on politics rather than making good decisions.. Advice to Management. Read the Cons. 3 people found this review helpful. Helpful. Share. Repor",0,0,1,0,1,0,0,1,0,0,0,0
9384,382,"- Old School Governance model (processes, systems, behaviors, approvals). - If you are not in the “click” of the Marathon “lifers” you are not trusted. - There are conflicts of interests at all levels with multiple family members getting jobs without qualifications, but just because their are family.. - HQ in Findlay, OH. Really??? In the middle of nowhere, hard to travel in and out. Small town mentality for the largest refiner in the country.. - Compliance trumps everything, and there are unnecessary systems, controls, audits, etc. to monitor things normally not an issue elsewhere. There will be controls and processes in place to remove accountability of the individuals (expect everyone to be robots).. Advice to Management. Change is needed. You can’t operate the largest refiner in the U.S. like if was done in the 80’s and 90’s. Oil and Gas companies have evolved and modernized, but Marathon seems not to want or accept that times are different. 4 people found this review helpful. Helpful. Share. Repor",0,0,0,0,1,0,0,1,0,0,0,0
9383,381,Runs as a big company that doesn't care about individual front line employees. Mismanagement from top down has large effects on employees.. 1 person found this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,0,0,0
9382,380,A lot of top down mentality. Advice to Management. Grass root approach. There are a lot of knowledgeable employees with great ideas that never have an opportunity to be heard.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,1,0,0
9379,377,Very Top Down Management Style. Antiquated Systems . Your input doesn't matter if you are not a manager. Difficult to get promoted. Their compensation package is calculated based on national market not local metropolitan area.. Advice to Management. Use your resources. Ask the people who actually do the job on a daily basis for their input.. 1 person found this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,1,1,0,0,1
9377,375,"A very large company run like a very small company. Divisions operate in silos leading to duplicate and overlapping work. Inefficiencies in work processes abound. Inability and no desire to think out of the box or consider new ways of doing things, even when newly acquired assets have better processes to share. Had multiple coworkers make racist comments to my face and witnessed other racists acts occur in the office. Everyone there has an ego like they are the greatest employee ever despite having very few responsibilities and lackluster deliverables.. 1 person found this review helpful. Helpful. Share. Repor",0,0,0,0,0,1,0,0,0,0,0,0
9295,293,Doesn’t have the best work/life balance.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
