Company;review_title;pros;cons;text;score_pros;score_cons;score_combined;insurance
Valero;very good job;Good benefits. Support from the team.;A lot of work and no time to socialize;pro good benefit support team con lot work time socialize;0.8;-0.3;0.82;0
Valero;Great pay but lack of diversity in management.;"Great pay and benefits; commitment to surrounding community.";"Training opportunities are lost due to financial incentives for management; lack of diversity above supervisory level.";pro great pay benefit commitment surrounding community con training opportunity lost due financial incentive management lack diversity supervisory level;0.84;0.08;0.88;0
Valero;No help , Inconsistent . Meet cool people though !;Got payed weekly. The people I worked with were my age . Laid back enviorment at times. Got to eat the food I made and or was supposed to throw away;Managed the store by myself every shift , no one else to help me when I had less than 6 months of work experience. Having to take out the gas station outside trash (expecially the trucker trash since I worked at a truck stop Valero.)1 person found this review helpfulHelpfulShareReportValero Energy ResponseValero manufactures fuels for distribution and does not own convenience stores or retail gas stations and does not employ convenience store or retail gas station personnel. Your comment is reflecting an issue with the company who owns and operates the store;pro got payed weekly people worked age laid back enviorment time got eat food made supposed throw away con managed store every shift one else help le month work experience take gas station outside trash expecially trucker trash since worked truck stop valero person found review helpfulhelpfulsharereportvalero energy responsevalero manufacture fuel distribution convenience store retail gas station employ convenience store retail gas station personnel comment reflecting issue company owns operates store;0.0;0.1;0.38;0
Valero;It was very resourceful and educational.;Teaches self responsibility and self reliable efficiency.;Certain times of the day or night can leave u with nothing to busy yourself with;pro teach self responsibility self reliable efficiency con certain time day night leave u nothing busy;0.36;0.23;0.53;0
Valero;Great Company;Safety conscious work environment here;Has the typical office politics1 person found this review helpfulHelpfulShareRepor;pro safety conscious work environment con typical office politics person found review helpfulhelpfulsharerepor;0.42;0.0;0.42;0
Valero;Best Employer;Job Security, Community Involvement, Employees come first.;Weather Dependability, Lots of Responsibility.;pro job security community involvement employee come first con weather dependability lot responsibility;0.34;0.0;0.34;0
Valero;Company for Interns especially from TA&MU;Good benefits coupled with other perks;Too much work/stress with very less room for growth! And employee retention is at lowest level (atleast in IT). Also, San Antonio is not the best place for everyone in terms of career move2 people found this review helpfulHelpfulShareRepor;pro good benefit coupled perk con much work stress le room growth employee retention lowest level atleast also san antonio best place everyone term career move people found review helpfulhelpfulsharerepor;0.67;-0.6;0.81;0
Valero;Unfair washed;Boss is a push over because he does so much illeagal activity;Underpay based on title and unpaid wages and overtime1 person found this review helpfulHelpfulShareRepor;pro bos push much illeagal activity con underpay based title unpaid wage overtime person found review helpfulhelpfulsharerepor;0.0;0.0;0.0;0
Valero;Good place to work, good benefits;Great pay and yearly bonuses here;Management systems inadequate or cumbersome;pro great pay yearly bonus con management system inadequate cumbersome;0.81;-0.4;0.67;0
Valero;Great company, very welcoming;By far the best company I have worked for sandy the hr rep helped me with the onboard process was excellent and all upper management were very welcoming definitely takes care of the there employees;Have none so far benefits are excellent;pro far best company worked sandy hr rep helped onboard process excellent upper management welcoming definitely take care employee con none far benefit excellent;0.95;0.32;0.9;0
Valero;good;great place to work . . . . .;long hours. . . . . . . . .;pro great place work con long hour;0.62;0.0;0.62;0
Valero;Intern;Nice company . Good to work for;Have to wear formals everyday;pro nice company good work con wear formal everyday;0.69;0.0;0.69;0
Valero;Strong Company, Great People;A first class company that genuinely cares about their employees.;You'll stay for the culture, not for the pay...and the culture isn't better than it used to be.;pro first class company genuinely care employee con stay culture pay culture better used;0.46;-0.34;0.69;0
Valero;Great company;Great Benefits. Competitive compensation. Good company values;Heavy work load, as is expected in industry;pro great benefit competitive compensation good company value con heavy work load expected industry;0.92;0.0;0.92;0
Valero;Great place;Awesome place to work at;No cons at all .;pro awesome place work con con;0.62;-0.3;0.62;0
Valero;Motivated, Team Oriented Company;Open to ideas, want employees to succeed, encourage collaborative and open environment;Sometimes too procedurally oriented and takes too long to get things accomplished, some less desirable work locations1 person found this review helpfulHelpfulShareRepor;pro open idea want employee succeed encourage collaborative open environment con sometimes procedurally oriented take long get thing accomplished le desirable work location person found review helpfulhelpfulsharerepor;0.78;0.6;0.9;0
Valero;Ok;Great benefits, dr on-site, gym, day care and cafeteria;Good luck trying to move up in the accounting side of the company. Not a lot of upward progression. Pay is less than industry average.1 person found this review helpfulHelpfulShareRepor;pro great benefit dr site gym day care cafeteria con good luck trying move accounting side company lot upward progression pay le industry average person found review helpfulhelpfulsharerepor;0.87;0.67;0.94;0
Valero;Good Company to work in San Antonio;In San Antonio, one of the better employers in terms of salaries and benefits (certainly not the best in my opinion). Health and fitness is part of Valero culture. It's implicitly understood that all the employees will be out for a workout during lunch hours. Post lunch meetings are usually scheduled keeping this in mind. It offers great work life balance. It has relaxed the dressing code in recent years. The IT team is of a medium size. Almost everyone is busy with one project after another. Valero is a big SAP client. It leverages a lot out from SAP. There is lot of interesting work, but it does have some mundane stuff that needs to be taken care of as well. Valero is a safe company to work with. Its business model is conservative and mitigates risk. Moreover it is the industry leader in the refining field. It does not lay off employees.;Valero is a conservative company. They offer very less vacation time. Work hours flexibility is less. Work-from-home option is not available. The pay (salary and benefits) may not seem attractive if compared to an IT organization. There can be a bit of micro-management.1 person found this review helpfulHelpfulShareRepor;pro san antonio one better employer term salary benefit certainly best opinion health fitness part valero culture implicitly understood employee workout lunch hour post lunch meeting usually scheduled keeping mind offer great work life balance relaxed dressing code recent year team medium size almost everyone busy one project another valero big sap client leverage lot sap lot interesting work mundane stuff need taken care well valero safe company work business model conservative mitigates risk moreover industry leader refining field lay employee con valero conservative company offer le vacation time work hour flexibility le work home option available pay salary benefit may seem attractive compared organization bit micro management person found review helpfulhelpfulsharerepor;0.94;0.44;0.99;0
Valero;Ok;Great benefits, dr on-site, gym, day care and cafeteria;Good luck trying to move up in the accounting side of the company. Not a lot of upward progression. Pay is less than industry average.1 person found this review helpfulHelpfulShareRepor;pro great benefit dr site gym day care cafeteria con good luck trying move accounting side company lot upward progression pay le industry average person found review helpfulhelpfulsharerepor;0.87;0.67;0.94;0
Valero;The Best Company in the US;Best place to work because: you have the opportunity to help others, the community you work in, your co-workers treat you with respect, the benefits are very competitive since they help you pay for your benefits, Valero cares about your well-being since they have fitness center, clinic @ head quarters and they provide a Gym subsidy for those not working at head quarters, they also provide a subsidy for day care, they also help you understand how fortunate we all are by being able to donate to many charities, and NO they don't force you to donate!, you decide for yourself how much to contribute, great pension plan, 401k matching, I can keep going on and on how great Valero is! Lastly, you get yo meet the CEO once you are hired, I mean where do you can the chance to meet the CEO, nowhere.. They also provide many charity events for our veterans, children, and many other social events that benefit the community.;It's hard to think about anything negative since they truly provide a great work environment.3 people found this review helpfulHelpfulShareRepor;pro best place work opportunity help others community work co worker treat respect benefit competitive since help pay benefit valero care well since fitness center clinic head quarter provide gym subsidy working head quarter also provide subsidy day care also help understand fortunate able donate many charity force donate decide much contribute great pension plan k matching keep going great valero lastly get yo meet ceo hired mean chance meet ceo nowhere also provide many charity event veteran child many social event benefit community con hard think anything negative since truly provide great work environment people found review helpfulhelpfulsharerepor;0.99;0.44;1.0;0
Valero;A great culture of working hard, paying well, and giving back to the community.;Valero provides an excellent working environment for employees, complete with on-site childcare, doctor, cafeteria, and a fitness center with tennis and basketball courts, and running trails. The company offers a leading employee compensation plan that includes excellent medical coverage options, along with a pension and 401k, among other things.;I know there are disgruntled employees who work here, but I struggle to understand it. It is not the place it was in 2005 when the stock price was soaring and splitting, but this is still a top of the line place to work. The best I can do to complain is to say that the upward mobility takes time. Even then, part of the reason for that is due to the fact that most employees choose not to leave, and this inhibits other people from potential promotions, transfers, etc.1 person found this review helpfulHelpfulShareRepor;pro valero provides excellent working environment employee complete site childcare doctor cafeteria fitness center tennis basketball court running trail company offer leading employee compensation plan includes excellent medical coverage option along pension k among thing con know disgruntled employee work struggle understand place stock price soaring splitting still top line place work best complain say upward mobility take time even part reason due fact employee choose leave inhibits people potential promotion transfer etc person found review helpfulhelpfulsharerepor;0.86;0.17;0.86;0
Valero;Good pay, and safety comes first;- good pay for a not too difficult job - laid back work environment;- management lacked a level on being hands-on - could be in the dark at times;pro good pay difficult job laid back work environment con management lacked level hand could dark time;0.56;0.0;0.49;0
Valero;Valero Renewable Fuels;Being a part of the parent company, Valero ETEP for engineers, benefits, access to Subject Matter Experts from parent company, safe place to work, good intern program.;"Being micromanaged by all employees in various departments including your own, not a diverse workforce, not being acknowledged for your ideas as they get stolen, most of the ethanol plants are not near major cities, not acknowledged for working in several fields aside from your main duties, higher than normal employee turnover, a sense of entitlement in some of the key workers in all departments, some employees get ""pigeon-holed"" into an area or expertise, salary/pay is in the lower end of the industry, office/plant/division politics, employment termination can be based on lies, does not have a formal training program for the industry (ethanol production) like the refining division has.4 people found this review helpfulHelpfulShareRepor";pro part parent company valero etep engineer benefit access subject matter expert parent company safe place work good intern program con micromanaged employee various department including diverse workforce acknowledged idea get stolen ethanol plant near major city acknowledged working several field aside main duty higher normal employee turnover sense entitlement key worker department employee get pigeon holed area expertise salary pay lower end industry office plant division politics employment termination based lie formal training program industry ethanol production like refining division people found review helpfulhelpfulsharerepor;0.82;-0.69;0.68;0
Valero;Terrible management;Pay pay pay pay pay......money is not everything;Management lies constantly Lack of work life balance HR bullying Several operators wrongfully fired multiple law suits super dangerous do not get a job here.2 people found this review helpfulHelpfulShareRepor;pro pay pay pay pay pay money everything con management lie constantly lack work life balance hr bullying several operator wrongfully fired multiple law suit super dangerous get job people found review helpfulhelpfulsharerepor;-0.38;-0.9;-0.9;0
Valero;Good pay - benefits;Good pay, good benefits, strong safety culture.;Top heavy in Managent and Supervision.1 person found this review helpfulHelpfulShareRepor;pro good pay good benefit strong safety culture con top heavy managent supervision person found review helpfulhelpfulsharerepor;0.92;0.2;0.94;0
Valero;Pretty darn bad management, leadership and politics all over;401k family centric friendly coworkers strong give back culture;0 flexibility Old school - They operate in utopian 1920s Bureaucratic no work from home No competition in San Antonio (boring town) keeps benefits complacent No room for growth4 people found this review helpfulHelpfulShareRepor;pro k family centric friendly coworkers strong give back culture con flexibility old school operate utopian bureaucratic work home competition san antonio boring town keep benefit complacent room growth people found review helpfulhelpfulsharerepor;0.76;-0.49;0.9;0
Valero;Pretty great college job for a student.;Great employee benefits. Wonderful bonuses at the start of every year (for corporate employees). Many gatherings/office parties/perks to working. Well paying! A lot of great minds are at Valero. Located in a really accessible part of town. Very good employee cafe at great prices. Upper management is usually easy to speak with.;The office has this high-school like clique system. Office is stuck with a 'classic' business attitude and can feel a little boring/draining, like every day is the same work over and over. Company E-Mails workers with proclamations to vote 'yes' or 'no' on. Expect a lot of time commitment out of their student workers. The office does not have many part-time workers, so they are not very understanding for those who are still growing their education. Does not promote creative growth of their employees. Office coffee is horrid. (I know this shouldn't be in the cons list, but if you try it - you'll understand).;pro great employee benefit wonderful bonus start every year corporate employee many gathering office party perk working well paying lot great mind valero located really accessible part town good employee cafe great price upper management usually easy speak con office high school like clique system office stuck classic business attitude feel little boring draining like every day work company e mail worker proclamation vote yes expect lot time commitment student worker office many part time worker understanding still growing education promote creative growth employee office coffee horrid know con list try understand;0.98;-0.07;0.99;0
Valero;Engineering Intern;Large amount of projects to work on.;Friction between administration and operations that makes completing projects difficult.;pro large amount project work con friction administration operation make completing project difficult;0.0;-0.36;-0.36;0
Valero;Great Place to work;Work Life Balance Respects Employees Pay is Good;Not great for Information Technology;pro work life balance respect employee pay good con great information technology;0.59;-0.51;0.87;0
Valero;Lots of employee growth opportunities but doesn't value employees;There is a lot of career growth opportunities, especially for younger engineers. Good centralized training at corporate. High exposure potential to upper management/corporate.;Not open to relocation to other refineries, high expectation on time at work (50hrs/week as a regular), no overtime on turnarounds (many oil companies offer this), no 9/80s, no flexibility in work schedule. Only hires engineers straight from college, and with the amount of experienced engineers either moving into other roles or leaving the company this is creating a very very young engineering group. This makes it hard to learn as a new engineer and hurts the reputation of the engineering group in the eyes of the rest of the refinery.;pro lot career growth opportunity especially younger engineer good centralized training corporate high exposure potential upper management corporate con open relocation refinery high expectation time work hr week regular overtime turnaround many oil company offer flexibility work schedule hire engineer straight college amount experienced engineer either moving role leaving company creating young engineering group make hard learn new engineer hurt reputation engineering group eye rest refinery;0.8;-0.64;0.85;0
Valero;The company;Good pay, benefits, and work schedule;Poor management, lack of strong communication skills;pro good pay benefit work schedule con poor management lack strong communication skill;0.62;-0.27;0.53;0
Valero;Great Company;Pay rate is bar none, how they treat there employees is great. All around they care from HR, all the way down.;I can’t find any. Best company I ever worked for.;pro pay rate bar none treat employee great around care hr way con find best company ever worked;0.69;0.64;0.35;0
Valero;Good place to start. Don't stay as an engineer;Pay is good. Probably an OK place to start an engineering career;Not really a strong engineering company. If not promoted to management, most engineers leave within 5 years. The central engineering group doesn't have any pilot plants, labs, or rooms full of test equipment. And they have been cutting benefits for the last 10 years.;pro pay good probably ok place start engineering career con really strong engineering company promoted management engineer leave within year central engineering group pilot plant lab room full test equipment cutting benefit last year;0.66;-0.56;0.91;0
Valero;I've worked better.;You are able to work with the public.;Owner is terrible and unprofessional.;pro able work public con owner terrible unprofessional;0.0;-0.75;-0.75;0
Valero;Valero work environment;Outstanding Management Encourage volunteerism Top compensation packages Encourage social consciousness Hire from within Great benefits;Possibly an occupation and product on the downside;pro outstanding management encourage volunteerism top compensation package encourage social consciousness hire within great benefit con possibly occupation product downside;0.96;-0.25;0.96;0
Valero;Associate Accountant;Best job ever! The people are super supportive both management and coworkers. There is great communication throughout the accounting department. Management give opportunities to lower level employees to prove themselves. A lot of growth potential. The company is very organized and has an entire document center that keeps files going back many years.;No matter what, you start as a contractor and get hired as an associate with low pay. But depending on your supervisor, they will ensure you move up. Some supervisors are much less likely to give promotions then others.;pro best job ever people super supportive management coworkers great communication throughout accounting department management give opportunity lower level employee prove lot growth potential company organized entire document center keep file going back many year con matter start contractor get hired associate low pay depending supervisor ensure move supervisor much le likely give promotion others;0.96;0.38;0.96;0
Valero;Lab;High salary, enployee focused, stable;Long hours, too much incompetence in mid-management;pro high salary enployee focused stable con long hour much incompetence mid management;0.59;-0.51;0.13;0
Valero;Tech support analyst;Benefits were the best I experienced;Was too far from my home;pro benefit best experienced con far home;0.78;0.0;0.8;0
Valero;Excellent;Valero has great employees, great pay and opportunities for growth. They also have awesome benefits, overtime, management. I love the whole atmosphere.;None, I have nothing bad to say about this company. I love everything about and wish I could go back.;pro valero great employee great pay opportunity growth also awesome benefit overtime management love whole atmosphere con none nothing bad say company love everything wish could go back;0.97;0.87;0.98;0
Valero;Clean Polite Easy;Clean work place, very safe, not hard of a job;Customers get angry very fast here, if you are not a native english speaker, alot of customers love to point it out.;pro clean work place safe hard job con customer get angry fast native english speaker alot customer love point;0.75;0.23;0.73;0
Valero;Operations Shift Supervisor;Good pay and great benefits. Plenty of opportunities for advancement.;Too many hours worked. Constantly under staffed. Work / Life balance is severely off. Can be high stress at times.;pro good pay great benefit plenty opportunity advancement con many hour worked constantly staffed work life balance severely high stress time;0.9;-0.7;0.77;0
Valero;customer service representative;low stress environment for the most part.;seriously lack in training employees. seems to be pushed on to everyday employees who have barely been trained themselves;pro low stress environment part con seriously lack training employee seems pushed everyday employee barely trained;-0.6;-0.46;-0.78;0
Valero;Chill;It was a chill job and it pays the bills.;Pay was too low for how expensive it is to live in the city.;pro chill job pay bill con pay low expensive live city;0.0;-0.36;-0.44;0
Valero;Great place to work;Very good benefits and compensation, but what really makes this a great corporation is the people.;"Promotions may be limited to only a ""select"" group.";pro good benefit compensation really make great corporation people con promotion may limited select group;0.87;-0.23;0.85;0
Valero;Process supervisor;Gained valuable knowledge that I took with me to my next job;They force you to work overtime or they threaten to take your vacation away if you don't cover open shift. Every year around bonus time and time for your raise you and everyone else gets blind sided with negative feedback and a few chosen people will excel. Would rather have seen a flat line across the board raise to everyone to make it more of a team reward.;pro gained valuable knowledge took next job con force work overtime threaten take vacation away cover open shift every year around bonus time time raise everyone else get blind sided negative feedback chosen people excel would rather seen flat line across board raise everyone make team reward;0.69;0.3;0.78;0
Valero;Great company;Great company with great benefits. Lots of learning and hands on experience. Very involved with the community.;No defined career paths on the trading floor.;pro great company great benefit lot learning hand experience involved community con defined career path trading floor;0.9;-0.3;0.94;0
Valero;Ok to work for.;Valero has a huge network with a great deal of talent to use as a resource to get up to speed. And the co-workers are generally willing to help you succeed.;If there is a location you are interested in within the Valero network, apply there and no where else. Once inside Valero, there are no transfers, unless it's related to a promotion. Valero is very frugal when it comes to relocation. There have been MANY high performing individuals that has left the company because of Valero's refusal to relocate on a lateral basis. Also, if you're not into the United Way, every year, you'll feel like you're being hounded and harassed to contribute.;pro valero huge network great deal talent use resource get speed co worker generally willing help succeed con location interested within valero network apply else inside valero transfer unless related promotion valero frugal come relocation many high performing individual left company valero refusal relocate lateral basis also united way every year feel like hounded harassed contribute;0.93;-0.62;0.96;0
Valero;Valero Energy;Great benefits, above average pay, on-site gym, nice coworkers, no overtime.;I think overall Valero can be a decent company to work for. However, my department had a claustrophobic environment. The work we did was monotonous but the manager would turn down opportunities for new projects. We were also over-staffed and often did not have enough work to go around. Other major downsides include stagnant company culture, ugly cubicles, dress code, and extremely inflexible hours.;pro great benefit average pay site gym nice coworkers overtime con think overall valero decent company work however department claustrophobic environment work monotonous manager would turn opportunity new project also staffed often enough work go around major downside include stagnant company culture ugly cubicle dress code extremely inflexible hour;0.78;-0.26;0.77;0
Valero;Excellent Company;Great culture Great Co-workers Good Pay Great benefits Great offices;Even though I have been lucky and I have been able to advance in my career pretty fast, to move up the ladder someone else above you has to retire or leave the company.;pro great culture great co worker good pay great benefit great office con even though lucky able advance career pretty fast move ladder someone else retire leave company;0.97;0.7;0.98;0
Valero;Looking for employment with a natural gas company;Great pay-401k-health & medical benefits;Confined to one set location;pro great pay k health medical benefit con confined one set location;0.77;0.0;0.77;0
Valero;Instrumentation Engineer;Good benefit, fair pay, and good work environment.;I do not have any to complaint at this time.;pro good benefit fair pay good work environment con complaint time;0.87;-0.3;0.82;0
Valero;Great company;Very good company to work for, first place I've worked at where they actually look out for there workers.;The schedule takes a bit to get used to, but after you do its very convenient;pro good company work first place worked actually look worker con schedule take bit get used convenient;0.49;0.0;0.44;0
Valero;Professional, Technical, Middle Management;Good salaries & bonuses, great financial outlook;No concept of work-life balance, upper management mainly concerned with achieving metrics and short term economics rather than properly maintaining the equipment, very hipocritcal concerning their advertised values--they're only for PR;pro good salary bonus great financial outlook con concept work life balance upper management mainly concerned achieving metric short term economics rather properly maintaining equipment hipocritcal concerning advertised value pr;0.89;-0.3;0.92;0
Valero;Management;Like working with public and great customer service.;I have no downsides in what i do as manger. I like what do.;pro like working public great customer service con downside manger like;0.77;0.08;0.8;0
Valero;Executive Director of Real Estate;Excellent pay and benefits First class management and operations People driven company;disappointed they exited retail operations;pro excellent pay benefit first class management operation people driven company con disappointed exited retail operation;0.71;-0.48;0.49;0
Valero;Operations;Financial gain, nice colleagues, unstable;Poor management, unsafe, sweat shop environment;pro financial gain nice colleague unstable con poor management unsafe sweat shop environment;0.57;-0.48;0.15;0
Valero;Senior planner;much opportunity for advancement in company;Expected to attend company events;pro much opportunity advancement company con expected attend company event;0.42;0.0;0.42;0
Valero;Aviation Intern;"Valero is a great company that also has great employees. Everyone is very nice and professional. The company really takes care of you and the management is awesome; they make sure that school is the number 1 priority for the interns. Health insurance is great and the pay is hard to beat for anyone that is still in school.";I can't think of one. Nothing negative has happened the company and the employees have all been very supportive and encouraging.;pro valero great company also great employee everyone nice professional company really take care management awesome make sure school number priority intern health insurance great pay hard beat anyone still school con think one nothing negative happened company employee supportive encouraging;0.98;0.85;0.99;0
Valero;Valero Renewables - great possibilities but falls short;Good money and good benefits.;Not a good work life balance. Does not practice what they preach about safety. Not enough people to cover all the work - force people to use vacation time if they can't cover when someone calls in sick or takes vacation. Work load/responsibilities not equal for team members on the same shift.;pro good money good benefit con good work life balance practice preach safety enough people cover work force people use vacation time cover someone call sick take vacation work load responsibility equal team member shift;0.81;-0.44;0.88;0
Valero;Operations;Good work atmosphere, safety and goal oriented, good benefits;Some questionable practices, lack of upward mobility for ops. politics at play;pro good work atmosphere safety goal oriented good benefit con questionable practice lack upward mobility ops politics play;0.88;-0.27;0.86;0
Valero;Asst Manager;The 4 1k was good and so was the insurance;The company is run by morons;pro k good insurance con company run moron;0.44;-0.32;-0.08;0
Valero;Engineer;Great benefits and pay. Plenty of challenges.;Disconnect between corporate and refinery goals1 person found this review helpfulHelpfulShareRepor;pro great benefit pay plenty challenge con disconnect corporate refinery goal person found review helpfulhelpfulsharerepor;0.77;0.0;0.79;0
Valero;mechanic;mostly independent work environment;inconsistent with our paychecks due dates;pro mostly independent work environment con inconsistent paycheck due date;0.0;0.0;0.0;0
Valero;Marine Operations;Appreciate experience, strong management experience and leadership, outstanding benefits, promote within, and a strong stable company who recognize the employees are the key to success.;Pay percentage is less than other companies with that have similar size, structure, and revenues.;pro appreciate experience strong management experience leadership outstanding benefit promote within strong stable company recognize employee key success con pay percentage le company similar size structure revenue;0.97;-0.1;0.97;0
Valero;Valero;Valero is a great company to work for. The company truly values its employees, and senior management is very approachable if you have suggestions or concerns.;Geographically Valero is kind of stuck on an island. There really is no competition in San Antonio, and I believe that compensation takes advantage of this by not having to pay salaries like similar companies in Houston.;pro valero great company work company truly value employee senior management approachable suggestion concern con geographically valero kind stuck island really competition san antonio believe compensation take advantage pay salary like similar company houston;0.87;0.01;0.93;0
Valero;cashier/customer service;getting to meet different people and helping those who are visiting the store regularly;improper training by employee's who picked favorite new hire's to train properly;pro getting meet different people helping visiting store regularly con improper training employee picked favorite new hire train properly;0.3;0.46;0.64;0
Valero;Great Company;Valero is a great company to work for. They offer great benefits and compensation. I have been impressed with how welcoming the Valero team has been since I joined.;I do not have any cons in regards to Valero as a company. It has been an interesting industry to learn.;pro valero great company work offer great benefit compensation impressed welcoming valero team since joined con con regard valero company interesting industry learn;0.95;0.4;0.96;0
Valero;Valero Energy;Great benefits, above average pay, on-site gym, nice coworkers, no overtime.;I think overall Valero can be a decent company to work for. However, my department had a claustrophobic environment. The work we did was monotonous but the manager would turn down opportunities for new projects. We were also over-staffed and often did not have enough work to go around. Other major downsides include stagnant company culture, ugly cubicles, dress code, and extremely inflexible hours.;pro great benefit average pay site gym nice coworkers overtime con think overall valero decent company work however department claustrophobic environment work monotonous manager would turn opportunity new project also staffed often enough work go around major downside include stagnant company culture ugly cubicle dress code extremely inflexible hour;0.78;-0.26;0.77;0
Valero;Excellent Company;Great culture Great Co-workers Good Pay Great benefits Great offices;Even though I have been lucky and I have been able to advance in my career pretty fast, to move up the ladder someone else above you has to retire or leave the company.;pro great culture great co worker good pay great benefit great office con even though lucky able advance career pretty fast move ladder someone else retire leave company;0.97;0.7;0.98;0
Valero;Looking for employment with a natural gas company;Great pay-401k-health & medical benefits;Confined to one set location;pro great pay k health medical benefit con confined one set location;0.77;0.0;0.77;0
Valero;Instrumentation Engineer;Good benefit, fair pay, and good work environment.;I do not have any to complaint at this time.;pro good benefit fair pay good work environment con complaint time;0.87;-0.3;0.82;0
Valero;Great company;Very good company to work for, first place I've worked at where they actually look out for there workers.;The schedule takes a bit to get used to, but after you do its very convenient;pro good company work first place worked actually look worker con schedule take bit get used convenient;0.49;0.0;0.44;0
Valero;Professional, Technical, Middle Management;Good salaries & bonuses, great financial outlook;No concept of work-life balance, upper management mainly concerned with achieving metrics and short term economics rather than properly maintaining the equipment, very hipocritcal concerning their advertised values--they're only for PR;pro good salary bonus great financial outlook con concept work life balance upper management mainly concerned achieving metric short term economics rather properly maintaining equipment hipocritcal concerning advertised value pr;0.89;-0.3;0.92;0
Valero;Management;Like working with public and great customer service.;I have no downsides in what i do as manger. I like what do.;pro like working public great customer service con downside manger like;0.77;0.08;0.8;0
Valero;Executive Director of Real Estate;Excellent pay and benefits First class management and operations People driven company;disappointed they exited retail operations;pro excellent pay benefit first class management operation people driven company con disappointed exited retail operation;0.71;-0.48;0.49;0
Valero;Operations;Financial gain, nice colleagues, unstable;Poor management, unsafe, sweat shop environment;pro financial gain nice colleague unstable con poor management unsafe sweat shop environment;0.57;-0.48;0.15;0
Valero;Senior planner;much opportunity for advancement in company;Expected to attend company events;pro much opportunity advancement company con expected attend company event;0.42;0.0;0.42;0
Valero;Aviation Intern;"Valero is a great company that also has great employees. Everyone is very nice and professional. The company really takes care of you and the management is awesome; they make sure that school is the number 1 priority for the interns. Health insurance is great and the pay is hard to beat for anyone that is still in school.";I can't think of one. Nothing negative has happened the company and the employees have all been very supportive and encouraging.;pro valero great company also great employee everyone nice professional company really take care management awesome make sure school number priority intern health insurance great pay hard beat anyone still school con think one nothing negative happened company employee supportive encouraging;0.98;0.85;0.99;0
Valero;Valero Renewables - great possibilities but falls short;Good money and good benefits.;Not a good work life balance. Does not practice what they preach about safety. Not enough people to cover all the work - force people to use vacation time if they can't cover when someone calls in sick or takes vacation. Work load/responsibilities not equal for team members on the same shift.;pro good money good benefit con good work life balance practice preach safety enough people cover work force people use vacation time cover someone call sick take vacation work load responsibility equal team member shift;0.81;-0.44;0.88;0
Valero;Operations;Good work atmosphere, safety and goal oriented, good benefits;Some questionable practices, lack of upward mobility for ops. politics at play;pro good work atmosphere safety goal oriented good benefit con questionable practice lack upward mobility ops politics play;0.88;-0.27;0.86;0
Valero;Asst Manager;The 4 1k was good and so was the insurance;The company is run by morons;pro k good insurance con company run moron;0.44;-0.32;-0.08;0
Valero;Engineer;Great benefits and pay. Plenty of challenges.;Disconnect between corporate and refinery goals1 person found this review helpfulHelpfulShareRepor;pro great benefit pay plenty challenge con disconnect corporate refinery goal person found review helpfulhelpfulsharerepor;0.77;0.0;0.79;0
Valero;mechanic;mostly independent work environment;inconsistent with our paychecks due dates;pro mostly independent work environment con inconsistent paycheck due date;0.0;0.0;0.0;0
Valero;Marine Operations;Appreciate experience, strong management experience and leadership, outstanding benefits, promote within, and a strong stable company who recognize the employees are the key to success.;Pay percentage is less than other companies with that have similar size, structure, and revenues.;pro appreciate experience strong management experience leadership outstanding benefit promote within strong stable company recognize employee key success con pay percentage le company similar size structure revenue;0.97;-0.1;0.97;0
Valero;Valero;Valero is a great company to work for. The company truly values its employees, and senior management is very approachable if you have suggestions or concerns.;Geographically Valero is kind of stuck on an island. There really is no competition in San Antonio, and I believe that compensation takes advantage of this by not having to pay salaries like similar companies in Houston.;pro valero great company work company truly value employee senior management approachable suggestion concern con geographically valero kind stuck island really competition san antonio believe compensation take advantage pay salary like similar company houston;0.87;0.01;0.93;0
Valero;cashier/customer service;getting to meet different people and helping those who are visiting the store regularly;improper training by employee's who picked favorite new hire's to train properly;pro getting meet different people helping visiting store regularly con improper training employee picked favorite new hire train properly;0.3;0.46;0.64;0
Valero;Great Company;Valero is a great company to work for. They offer great benefits and compensation. I have been impressed with how welcoming the Valero team has been since I joined.;I do not have any cons in regards to Valero as a company. It has been an interesting industry to learn.;pro valero great company work offer great benefit compensation impressed welcoming valero team since joined con con regard valero company interesting industry learn;0.95;0.4;0.96;0
Duke;Proffessional;Great Company to work for.;Not su much time off.;pro great company work con su much time;0.62;0.0;0.62;0
