ID,Initial_ID,pros,insurance,safety,balance,retirement,culture,racism,sexism,ageism,benefits,opportunities,privacy,resources
5693.0,291.0,Great environment to succeed in your career. ,1,0,0,0,0,0,1,0,0,1,0,1
5690.0,288.0,Its a structured work environment,1,0,0,0,0,0,0,0,0,0,0,0
5684.0,282.0,Good working environment also they giving more importance to safety.. ,1,1,0,0,0,0,0,0,0,0,0,0
5671.0,269.0,Great packages and excellent work-life balance. ,1,0,1,0,0,0,0,1,0,0,0,0
5670.0,268.0,Good work life balance in general. ,0,0,1,0,0,0,0,0,0,0,0,0
5658.0,256.0,Good salaries,0,0,1,0,0,0,0,0,1,0,0,0
5578.0,176.0,Good and safe community lifestyle,0,1,0,0,0,0,0,0,0,0,0,0
5651.0,249.0,Healthy environment with good people. ,1,0,0,0,1,0,0,0,0,0,0,0
5647.0,245.0,Excellent salary,0,0,0,0,1,0,0,0,1,0,0,0
5644.0,242.0,Life environment in living Camp. ,1,0,0,0,0,0,0,0,0,0,0,0
5639.0,237.0,Salary and benefits; lifestyle; lots of eLearning and courses in KSA available; travel and holiday package. ,1,0,0,0,0,0,0,1,1,0,0,1
5638.0,236.0,Lots of resources including training opportunities Diverse workforce from various nationalities Generous salary and benefits compared to most jobs in countries of origin. ,0,0,0,0,0,0,0,0,1,1,0,1
5628.0,226.0,Benefits,0,0,0,0,0,1,0,0,1,0,0,1
5617.0,215.0,Salary,0,0,0,0,0,0,0,0,1,0,0,0
5608.0,206.0,This company is like a family. They really care about the people,0,0,0,0,1,0,0,0,0,0,0,0
5606.0,204.0,Great benefits (e.g 401 k,0,0,0,0,0,0,0,0,1,0,0,1
5598.0,196.0,Excellent pay,1,0,0,0,1,0,0,0,1,0,0,0
5597.0,195.0,good company and great opportunity. ,0,0,0,0,0,0,0,0,1,1,0,0
5438.0,36.0,Great Staff Great Labs The program is really exceptional because of the opportunity it gives you for your futre. ,0,0,0,0,0,0,0,0,0,1,0,0
5436.0,34.0,Good global footprint with global career opportunities. ,1,0,0,0,0,0,0,0,0,1,0,1
5433.0,31.0,Good salary good career opportunity. ,1,0,0,0,0,0,0,0,1,1,0,1
5301.0,899.0,Great benefits,0,0,0,0,0,0,0,0,1,1,0,1
5333.0,931.0,Benefits,0,0,0,0,0,0,0,0,1,0,0,1
5331.0,929.0,outstanding work/life flexibility good salary great products. ,0,0,0,0,0,0,0,0,1,1,0,1
5330.0,928.0,Great place to work for a super work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
5327.0,925.0,Work life balance Lot of internal opportunity Great team environment. ,0,0,1,0,0,0,0,0,1,1,0,0
5326.0,924.0,Good work life balance throughout the year. ,0,0,1,0,0,0,0,0,0,0,0,0
5324.0,922.0,Pay,1,0,1,0,0,0,0,0,1,0,0,0
5316.0,914.0,Work Life balance Benefits Compensation. ,1,0,1,0,1,0,0,0,1,1,0,1
5313.0,911.0,Benefits,0,0,0,0,0,0,0,0,1,0,0,1
5308.0,906.0,Fast paced Good culture Work life balance. ,0,0,1,0,1,0,0,0,0,0,0,0
5306.0,904.0,Excellent pay,0,0,1,0,0,0,0,0,1,0,0,0
5304.0,902.0,Flexibility with work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
5298.0,896.0,I’ve met the best group of talented people working at GE; while there are exceptions like anywhere,1,0,1,0,1,0,0,0,0,0,0,0
5432.0,30.0,Smart people,0,0,0,0,1,0,0,0,0,0,0,0
5297.0,895.0,Benefits,0,0,1,0,0,0,0,0,1,0,0,1
5290.0,888.0,Good work culture Work life balance New Technolies to learn. ,0,0,1,0,1,0,0,0,0,0,0,1
5287.0,885.0,Great culture and several opportunities for growth. ,1,0,0,0,1,0,0,0,0,1,0,0
5286.0,884.0,There are a lot of opportunities to better yourself with the company.. ,0,0,0,0,0,0,0,0,1,1,0,0
5284.0,882.0,Good health insurance and 401k match. ,1,0,1,0,1,0,0,0,0,0,0,0
5276.0,874.0,Great Place to work. Lots of career potential. ,1,0,0,0,1,0,0,0,0,0,0,0
5275.0,873.0,Sometimes a nice annual bonus. Opportunity to grow if you are willing to work hard and be patient. Flexible with work schedule and occasionally working from home.. ,0,0,0,0,0,0,0,0,1,1,0,1
5274.0,872.0,Cutting edge technology,0,0,0,1,0,0,0,0,0,0,0,0
5273.0,871.0,Great career development,1,0,0,0,0,0,0,0,0,0,0,0
5271.0,869.0,GE is really great about making resources (tools,0,0,1,0,0,0,0,0,0,0,0,1
5270.0,868.0,Lots of opportunity for growth. ,0,0,0,0,0,0,0,0,0,1,0,0
5334.0,932.0,there is opportunity in various areas. ,0,0,0,0,0,0,0,0,0,1,0,0
5335.0,933.0,Good salary great health insurance good benefits. ,1,0,0,0,0,0,0,0,1,0,0,1
5338.0,936.0,Advanced degree program; work-life balance. ,0,0,1,0,0,0,0,0,0,1,0,1
5341.0,939.0,Diverse culture and travel opportunities. ,0,0,0,0,1,0,0,0,0,1,0,1
5431.0,29.0,Lots of talent,0,0,0,0,0,0,0,0,1,0,0,0
5429.0,27.0,Stability,0,0,1,0,0,0,0,0,0,0,0,0
5420.0,18.0,Saudi Aramco is by far an excellent employer. It's given me an international opportunity,0,0,0,0,1,1,0,0,0,1,0,1
5419.0,17.0,Easy worklife balance and steady work. ,1,0,1,0,0,0,0,0,0,0,0,0
5408.0,6.0,Benefits and good pay 401k and health coverage. ,1,0,0,0,0,0,0,1,1,0,0,1
5406.0,4.0,Many different career advancement opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,1
5394.0,992.0,Work life balance Nice co workers Good leadership. ,1,0,1,0,0,0,0,0,0,0,0,0
5391.0,989.0,Pay,0,0,0,1,0,0,0,0,1,0,0,0
5389.0,987.0,Breadth of opportunities e.g. lots of different business units. ,0,0,0,0,0,0,0,0,0,1,0,1
5385.0,983.0,GE is really great about making resources (tools,1,0,1,0,0,0,0,0,0,0,0,1
5378.0,976.0,Great benefits,0,0,0,0,0,0,0,0,1,0,0,1
5376.0,974.0,Lots of opportunity for growth. ,0,0,0,0,0,0,0,0,1,1,0,0
5375.0,973.0,Good facilities. Good training opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,1
5367.0,965.0,outstanding work/life flexibility good salary great products. ,0,0,0,0,0,0,0,0,1,0,0,0
5360.0,958.0,Great place to work for a super work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
5356.0,954.0,Easy worklife balance and steady work. ,0,0,1,0,0,0,0,0,1,0,0,1
5355.0,953.0,Good salary,0,0,1,0,0,0,0,0,1,0,0,0
5353.0,951.0,Great career development,1,0,1,0,0,0,0,0,0,0,0,0
5346.0,944.0,Work life balance Lot of internal opportunity Great team environment. ,0,0,1,0,0,0,0,0,0,1,0,0
5345.0,943.0,Medical insurance high pay bonus annual reward. ,1,0,0,0,0,0,0,0,1,0,0,0
5344.0,942.0,Positive,0,0,0,0,0,0,0,0,0,0,0,0
5343.0,941.0,Work-life balance and not much competition to become a trader. ,1,0,1,0,0,0,0,0,0,0,0,0
5719.0,317.0,Aramco take cares of employees. ,0,0,0,0,0,0,0,0,0,0,0,0
5721.0,319.0,Training and preparing employees for work. Benefits including expansive medical insurance and housing options. Facilities and camps. Systems and basically non existence bureaucracy Reputation. ,1,0,0,0,0,0,0,0,1,0,0,1
5725.0,323.0,Learning resources,0,0,1,0,0,0,0,0,0,0,0,1
5971.0,569.0,Saudi Aramco used to offer excellent Compensation & Benefits packages to expatriates when I was recruited (2010),1,0,0,0,0,0,0,1,1,0,0,1
6022.0,620.0,Best company in Saudi Arabia. Healthcare for you and your parents.. ,1,0,0,0,0,0,0,0,1,0,0,1
6020.0,618.0,Excellent work life balance Good Saudi development program Excellent leadership courses Good experience. ,0,0,1,0,0,0,0,0,0,0,0,1
6010.0,608.0,Work life balance,0,0,1,0,0,0,0,0,1,0,0,0
6002.0,600.0,Possibly travel opportunities and opportunities to save as there is so little to do.. ,0,0,0,0,0,0,0,0,0,1,0,0
5999.0,597.0,Work-Life balance,1,0,1,0,0,0,0,0,0,0,0,1
5994.0,592.0,Operation or inspection or safety or. ,0,1,1,0,0,0,0,0,0,0,0,0
5993.0,591.0,Challenging projects,0,0,0,0,0,0,0,0,1,1,0,0
5988.0,586.0,Great Compensation,0,0,1,0,0,0,0,0,1,0,0,0
5984.0,582.0,Safety Environment policy and rules. ,0,1,0,0,0,0,0,0,0,0,0,0
5980.0,578.0,Good work life balance Friendly environment. ,0,0,1,0,0,0,0,0,0,0,0,1
5977.0,575.0,Good work/life balance and decent work environment.. ,0,0,1,0,0,0,0,0,0,0,0,0
5970.0,568.0,Lifestyle is great and the private area you can access.. ,0,1,0,0,0,0,0,0,0,0,1,0
5939.0,537.0,Great opportunity for Saudi nationals. ,1,0,1,0,0,0,0,0,0,1,0,0
5966.0,564.0,Good environment Career development Competitive pay. ,1,0,0,0,0,0,0,0,1,0,0,0
5963.0,561.0,great insurance and retirement benefits awesome 401K. ,1,0,0,1,0,0,0,1,1,0,0,1
5961.0,559.0,This is best place to work for an IT professional in my opinion. There are always huge IT projects being conducted. Saudi Aramco lives and thrives on IT Technology. There always opportunity to establish yourself in the field. Although,0,0,0,0,0,0,0,0,0,1,0,0
5959.0,557.0,Good medical insurance,1,0,0,0,0,0,0,0,0,0,0,0
5958.0,556.0,Good Salary,0,0,0,1,0,0,0,0,1,0,0,0
5952.0,550.0,● Design structural components for large-scale projects,0,0,0,0,0,0,0,0,0,1,0,1
5949.0,547.0,best company in everthing in work and styllife in camp. ,0,0,0,0,0,0,0,0,0,0,0,0
5948.0,546.0,Great benefits includes health coverage. ,1,0,0,0,0,0,0,1,1,0,0,1
5946.0,544.0,Opportunities are ample. With ample opportunities comes ample chance for career growth.. ,0,0,0,0,0,0,0,0,0,1,0,1
5943.0,541.0,Excellent pay and benefits,0,0,0,0,1,0,0,0,1,0,0,1
6023.0,621.0,safe working environment and state of the art experience.. ,0,1,0,0,0,0,0,0,1,0,0,0
6026.0,624.0,The company cares about its employees. ,0,0,0,0,0,0,0,0,1,0,0,0
6029.0,627.0,Pros: work/life balance flexibility Great pay Great career opportunities. ,0,0,1,0,0,0,0,0,1,1,0,0
6030.0,628.0,The seem to care about the employees. ,0,1,0,0,0,0,0,0,0,0,0,0
6102.0,40.0,Very professional team and great career growth. ,1,0,0,0,0,0,0,0,0,1,0,0
6099.0,37.0,Great 410k match and work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
6096.0,34.0,Career opportunities,1,0,0,0,1,0,0,0,0,1,0,0
6095.0,33.0,Great company who takes care of their employees.. ,0,0,0,0,0,0,0,0,0,0,0,0
6091.0,29.0,Good benefits,0,0,0,0,0,0,0,0,1,0,0,1
6088.0,26.0,Strong international partners and industry best technology. Career planning and development focused. Outstanding pay and benefits.. ,0,0,0,0,0,0,0,0,1,0,0,1
6084.0,22.0,Leadership is very accountable,0,0,0,0,1,0,0,0,0,0,0,0
6081.0,19.0,Great co workers Family oriented Work/homelife balance. ,0,0,0,0,0,0,0,0,1,0,0,0
6079.0,17.0,Work-life balance. Impactful projects. Great colleagues.. ,0,0,1,0,1,0,0,0,1,1,0,0
6078.0,16.0,Good benefits,0,0,0,0,0,0,0,0,1,0,0,1
6077.0,15.0,Career opportunities if you're mobile,1,0,1,0,1,0,0,0,0,1,0,0
6074.0,12.0,Get the opportunity to interface with many different groups/teams.. ,0,0,1,0,1,0,0,0,0,1,0,1
6071.0,9.0,Excellent work life balance Very diverse and inclusive work force High quality performance is encouraged and rewarded. ,0,0,1,0,0,0,0,1,1,0,0,0
6069.0,7.0,Inclusive and diverse company! Great work and life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
6067.0,5.0,Excellent company to work for,0,0,0,0,1,0,0,0,1,0,0,0
6065.0,3.0,uitable for people who likes to solve problems mentally Suitable for people who values achievements and are resultsoriented This career is perfect for people who love to work indoors. Very high salary (top 25% highest paid careers). ,1,0,1,0,1,1,0,0,1,0,0,0
6063.0,1.0,Good company to being your life with.. ,0,0,0,0,1,1,0,0,0,0,0,0
6059.0,657.0,Big opportunities to move up the ladder in so many disciplines. Great experience working in the core business which is oil and gas or support areas such as HR,0,0,0,0,0,0,0,0,0,1,0,0
6048.0,646.0,Manage the project life cycle to confirm processing as per schedule. ,0,0,0,0,0,0,0,1,0,1,0,0
6047.0,645.0,Trainings,0,0,0,0,0,0,0,0,0,0,0,1
6040.0,638.0,good work culture and safety culture. ,0,1,0,0,1,0,0,0,1,0,0,0
6037.0,635.0,Sallry and future safe in this company. ,0,1,0,0,0,0,0,0,0,0,0,0
6031.0,629.0,Career improvement Good Salary Environment Supportive team. ,0,0,0,0,0,0,0,0,1,0,0,1
5941.0,539.0,The work environment is outstanding,1,0,0,0,1,0,0,0,0,0,0,0
5938.0,536.0,benefits,0,0,0,0,0,0,0,0,1,0,0,1
5726.0,324.0,The money,1,0,0,0,1,0,0,0,0,0,0,0
5796.0,394.0,Work place Safety is strictly followed. ,1,1,0,0,1,0,0,0,0,0,0,0
5852.0,450.0,Good number of Development and progression opportunities. ,0,0,0,0,0,0,0,0,1,1,0,0
5846.0,444.0,High Quality Employment and Competitiveness.. ,0,0,0,0,0,0,0,0,0,0,0,0
5841.0,439.0,It's save and become good salery and insurance. ,1,1,0,0,0,0,0,0,0,0,0,0
5833.0,431.0,good pay including benefits and work life balance. ,0,0,1,0,0,0,0,0,1,0,0,1
5832.0,430.0,They provide great opportunities for growth. ,1,0,0,0,1,0,0,0,0,1,0,0
5831.0,429.0,Only good for the money and if you want to have a laid back lifestyle. ,0,0,0,0,0,0,0,0,0,0,0,0
5824.0,422.0,Health Care Insurance at John Hopkins hospital The Company is very fair with its employees. ,1,0,0,0,0,0,0,0,1,0,0,0
5817.0,415.0,Good training opportunities Programs that facilitate assignments in different departments Job security. ,0,0,0,0,0,0,0,0,1,1,0,1
5807.0,405.0,Salary and environment and collaboration. ,0,0,0,0,1,0,0,0,1,1,0,0
5804.0,402.0,Average 32 vacation days per year,0,0,0,0,1,0,0,1,0,0,0,0
5800.0,398.0,Quality of life. Great benefits.. ,0,0,0,0,0,0,0,0,1,0,0,1
5793.0,391.0,A pleasing community to live in camp. Pleasantville Arizona... Don't rely on getting across to Bahrain easily,0,0,0,0,0,0,0,0,0,0,0,0
5937.0,535.0,Team building,0,0,0,0,0,0,0,0,0,0,0,0
5792.0,390.0,Great financial benefits and development opportunities. ,1,0,1,0,1,0,0,0,1,1,0,1
5788.0,386.0,money,0,0,0,0,0,0,0,0,0,0,0,0
5763.0,361.0,Work life balance and benefits. ,1,0,1,0,1,0,0,0,1,0,0,1
5758.0,356.0,Good paymaster Good learning opportunities Excellent salary for white Americans. ,0,0,0,0,0,1,0,0,1,1,0,1
5744.0,342.0,Good Remuneration Work life balance Good work experience. ,0,0,1,0,0,0,0,0,0,0,0,0
5742.0,340.0,Is not only the best company but the most valubale lifestyle this place tought me more in life & in work I appreciate working with Aramco and I wish I can go to them with y engineering degree to fully enjoys everything about it. ,0,0,1,0,1,0,0,0,1,0,0,0
5740.0,338.0,Job stability,0,0,0,0,0,0,0,0,1,0,0,0
5738.0,336.0,Facilities,0,0,0,0,0,0,0,0,0,0,0,0
5737.0,335.0,Good Salary Safe,1,1,0,0,0,0,0,0,1,0,0,0
5736.0,334.0,safety is everything in Saudi Aramco. ,0,1,0,0,0,0,0,0,0,0,0,0
5729.0,327.0,Good Work life balance Health insurance. ,1,0,1,0,0,0,0,0,0,0,0,0
5857.0,455.0,- health care is good - you can leave work at 4. Any extra work can be demanded as overtime (sometimes). ,1,0,0,0,0,0,0,0,0,0,0,0
5858.0,456.0,Great work life balance and community engagement. ,0,0,1,0,0,0,0,1,0,0,0,0
5859.0,457.0,help me to collect more exp. and best company that bulid a good career. ,0,0,0,0,0,0,0,0,0,0,0,0
5863.0,461.0,Job security and medical care. ,1,0,0,0,0,0,0,0,0,0,0,0
5935.0,533.0,good work life balance not very demanding,1,0,1,0,0,0,0,0,0,0,0,0
5931.0,529.0,Very exciting job opportunity great salary. ,0,0,0,0,0,0,0,0,1,1,0,1
5929.0,527.0,Work/life balance (based on job nature) Good pay Job security Home ownership assistance. ,0,0,1,0,0,0,0,0,1,0,0,0
5927.0,525.0,Employer appreciate family life and provide good benefits. ,0,0,1,0,0,0,0,0,1,0,0,1
5921.0,519.0,Looking for new opportunity. ,0,0,1,0,0,0,0,0,0,1,0,0
5916.0,514.0,Responsibility,0,0,0,0,1,0,0,0,1,0,0,0
5913.0,511.0,Always supports employees when they are on the job and working throughout the days. Provides reasonable benefits. Offers opportunities to gain important career credentials.. ,0,0,0,0,0,0,0,0,1,1,0,1
5912.0,510.0,People conversation,0,0,0,0,1,0,0,0,0,0,0,0
5909.0,507.0,Clear policy and career development plan. ,0,0,0,0,0,0,0,0,0,0,0,0
5905.0,503.0,Great company affording opportunities. ,1,0,0,0,0,0,0,0,1,1,0,0
5901.0,499.0,Good salary and health insurance. ,1,0,0,0,0,0,0,0,1,0,0,0
5900.0,498.0,"They are looking for experts in their fields. One of the main responsibilities of Ex-patriot Employees is to train younger ""national"" employees. Compensation and opportunities for personal travel are out of this world. If you can get a job with them",0,0,0,0,0,0,0,0,1,1,1,1
5899.0,497.0,Great place for work and family balance and also for the plethora of training and learning opportunities. Great perks as well. ,0,0,0,0,0,0,0,0,1,1,0,1
5898.0,496.0,Am a well trained safety office. ,0,1,0,0,0,0,0,0,0,0,0,1
5895.0,493.0,expand work experience and looking for something new in life. ,0,0,0,0,0,0,0,0,0,0,0,1
5891.0,489.0,Very good work-life balance. No work overtime.. ,0,0,1,0,0,0,0,0,0,0,0,1
5887.0,485.0,Benefits are excellent overall,0,1,0,0,0,0,0,0,1,0,0,1
5882.0,480.0,I am enthusiastic about applying to the social worker with Saudi Aramco. I have a goal to become a mental health advocate for the under served population in Saudi Aramco to give back to the community. I am confident that admissions committee will find my experience commensurate with the requirement of Saudi Aramco.. ,1,0,0,0,0,0,0,0,0,0,0,0
5877.0,475.0,salary and benefits and holidays good free medical care and subsidised dental. great amenities for when you were not working. Amazing sport and recreation. every club you can imagine. ,1,0,0,0,0,0,0,0,1,0,0,1
5875.0,473.0,Management too imperial,0,0,1,0,0,0,0,1,1,0,0,0
5866.0,464.0,Due to market,0,0,0,0,0,0,0,0,0,0,0,0
22.0,22.0,Hierarchical,0,0,0,0,0,0,0,0,0,0,0,0
27.0,27.0,Upper management in corporate do not care for station employees. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,0,0,0
3544.0,64.0,Location driven,0,0,0,0,0,0,0,0,0,0,0,0
6443.0,381.0,there isnt a specific roadmap for career progression. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6515.0,453.0,Very process driven,0,0,0,0,0,0,0,0,0,0,0,0
6488.0,426.0,job security: You are always have to risk a layoff every 3-4 years.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6486.0,424.0,Very average to below average pay for younger-career employees in the bay area. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,1,0,0,0
6481.0,419.0,Good old boy network. Does not care about diversity and inclusion. Only move to other positions if you are in a development program or a favorite of managers even if they are lackluster.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,0,0,0
6475.0,413.0,Very low pay for the job. An average DSM makes roughly 120k-150k. Other companies are 200k+. The benefits are now horrible to keep up dividends for shareholders. Old timers said the company was lower paying but had job security compared to other O&G jobs,0,0,0,0,0,0,0,1,1,0,0,1
6470.0,408.0,Every headcount reduction (which happens multiple times a year),0,0,0,0,0,0,0,0,0,0,0,0
6469.0,407.0,A lot of work for one person. Also safety at night when closing alone.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,1,0,0,0,0,0,0,0,0,0,0
6466.0,404.0,Slow to accomplish projects sometimes,0,0,0,0,0,0,0,1,0,1,0,0
6460.0,398.0,Below average for starting at a high salary however great in alignment with long horizon career plans/growth.. Verify your email to continue reading or Resend email. 1 person found this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,1,1,0,0
6446.0,384.0,Industry downturns,0,0,0,0,0,0,0,0,0,0,0,0
6444.0,382.0,Focus on promoting women can lead to fewer promotion opportunities for others.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
6439.0,377.0,upper managment only cares about their managers not employees. 2 people found this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,1,0,0,0,0
6520.0,458.0,Biased management,0,0,0,0,0,0,0,1,0,0,0,0
6415.0,353.0,There tends to be layoffs every couple of years to trim the company,0,0,0,0,0,0,1,0,0,0,0,0
6414.0,352.0,Slowly dying and not looking to really make a stepwise change or diversify. Some great people,0,0,0,0,1,0,0,0,0,0,0,0
6408.0,346.0,Limited work locations. Limited career development for those without an engineering degree.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6405.0,343.0,1. There is a lot of old mentalities regarding how the plant should run. Need a 1 track mind for this. 2. Also leadership styles are different that things can vary so much from supervisor,0,0,0,0,0,0,0,0,0,0,0,0
6399.0,337.0,customer services mal ambiente Laboral htruj. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6397.0,335.0,poor career development,0,0,0,0,0,0,0,0,0,0,0,0
6390.0,328.0,very slow to change,0,0,0,0,0,0,0,0,0,0,0,0
6389.0,327.0,Bad team members manager doesn’t care about employees. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,0,0,0
6388.0,326.0,Stressful,0,0,1,0,0,0,0,0,0,0,0,0
6382.0,320.0,I hate to say it,0,0,0,0,0,0,0,0,0,0,0,0
6378.0,316.0,Chevron lost its soul years ago,0,0,0,0,0,0,0,0,0,0,0,0
6519.0,457.0,limited career opportunities,0,0,0,0,0,0,0,0,0,1,0,0
6530.0,468.0,Bureaucracy,0,0,0,0,0,0,0,0,0,0,0,0
6688.0,626.0,Lay-offs,0,0,0,0,0,0,0,0,0,0,0,0
6615.0,553.0,Advancement opportunities are harder and harder to come by. ,0,0,0,0,0,0,0,0,0,1,0,0
6684.0,622.0,Limited career growth in specific areas. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
6671.0,609.0,Weak opportunities for non-engineers. If you aren't an engineer,0,0,0,0,0,0,0,0,0,1,0,0
6666.0,604.0,The risk averse nature of the company makes research difficult,0,0,0,0,0,0,0,0,0,0,0,0
6651.0,589.0,So many employees with vague responsibilities,0,0,0,0,0,0,0,0,0,0,0,0
6643.0,581.0,They talk like they care about employees but don't really. Slow to adopt new technology. Tired leaders. Best people are leaving. Fewer opportunities in IT organization. Industry on the decline. ,0,0,0,0,1,0,0,0,0,1,0,0
6636.0,574.0,Frequent Layoffs. Not enough opportunity to move to other areas outside Texas.. ,0,0,0,0,0,0,0,0,0,1,0,0
6634.0,572.0,career mobility is limited; too slow to adapt to change. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6628.0,566.0,They pay you the same no matter where you work in the US. Terrible for California,0,0,0,0,0,0,0,0,1,0,0,0
6621.0,559.0,Can become just a number. So process focused that obvious answers can be challenging to get to. If you're not a good fit for a position,0,0,0,0,0,0,0,0,0,0,0,0
6618.0,556.0,Very well organization for safety.. Be the first to find this review helpful. Helpful. Share. Repor,0,1,0,0,0,0,0,0,0,0,0,0
6617.0,555.0,it takes a long time to climb up the career ladder here. experienced hire is at disadvantage compared to chevron born and groomed. ,0,0,0,0,0,0,0,1,0,0,0,0
6614.0,552.0,Multi-layered processes to get things done slow down project schedules and increase costs in the name of safety. The standards that founded the company change regularly.. ,0,1,0,0,0,0,0,0,0,1,0,0
6536.0,474.0,Strategy on timing for growth opportunities and career path. ,0,1,0,0,0,0,0,0,0,1,0,0
6608.0,546.0,Safety is always a concern when working at a gas station.. ,0,1,0,0,0,0,0,0,0,0,0,0
6591.0,529.0,I.T. is the worst I've seen at any company. I think it has to do with the fact Chevron pumps money out of the ground and throws money at everything. I've worked at a lot of companies and I.T. side is pretty bad filled with great talkers but mostly just talkers... only at Chevron can you ruin an entire business unit I.T. system smooth talk it and get promoted to upper management. Blows my mind,0,0,0,0,0,0,0,1,0,0,0,0
6586.0,524.0,Top heavy Does not promote based on qualifications Majority of careers are pigeon-holed from beginning.. ,0,0,0,0,0,0,0,0,0,0,0,0
6581.0,519.0,Committee-based personnel development process concentrates power over job opportunities in just a few hands and leads to favoritism,0,1,0,0,0,0,0,0,0,1,0,0
6575.0,513.0,I.T. is the worst I've seen at any company. I think it has to do with the fact Chevron pumps money out of the ground and throws money at everything. I've worked at a lot of companies and I.T. side is pretty bad filled with great talkers but mostly just talkers... only at Chevron can you ruin an entire business unit I.T. system smooth talk it and get promoted to upper management. Blows my mind,0,0,0,0,0,0,0,1,0,0,0,0
6567.0,505.0,Top heavy Does not promote based on qualifications Majority of careers are pigeon-holed from beginning.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6566.0,504.0,Committee-based personnel development process concentrates power over job opportunities in just a few hands and leads to favoritism,0,0,0,0,0,0,0,0,0,1,0,0
6561.0,499.0,Zero value for aptitude. If you get into the wrong position your career suffers. High performers not valued in during layoffs. Your high performance and frequent promotions may have just ushered you out the door faster.. Verify your email to continue reading or Resend email. 1 person found this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,0,0,0,0,0
6552.0,490.0,Too big to allow for performance based advancement. Advancement is based upon self promotion,0,0,0,0,0,0,0,0,0,1,0,0
6551.0,489.0,Processes,0,0,0,0,0,0,0,0,0,0,0,0
6543.0,481.0,Work life balance can be an issue.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
6370.0,308.0,18-Sep,0,0,0,0,0,0,0,0,0,0,0,0
6364.0,302.0,funding can be a challenge,0,0,0,0,0,0,0,0,0,0,0,0
6360.0,298.0,I don't know if management would have been able to do anything about this,0,0,0,0,0,0,0,1,0,0,0,0
6098.0,36.0,Lack of diversity and bureaucracy in top ranks,0,0,0,0,0,0,0,0,0,0,0,0
6149.0,87.0,The company itself doesn't care about you and the customers suck my hand was almost broke because of one.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
6148.0,86.0,Career growth can be slow. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
6145.0,83.0,Sometimes can get very busy during rush hours. Many responsibilities to learn but it becomes easy with experience. No other cons.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,1
6133.0,71.0,No benifets and no health insurance. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,1,0,0,0,0,0,0,0,0,0,0,0
6126.0,64.0,Limited opportunities to move Slow growth in career after a few years No remote work or WFH options CPDEP. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
6123.0,61.0,Industry decline has slowed promotion opportunities. Not competitive with faster growing industries like tech.. Verify your email to continue reading or Resend email. 1 person found this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
