Company;review_title;pros;cons;score_pros;score_cons;insurance_pros;safety_pros;balance_pros;retirement_pros;culture_pros;racism_pros;sexism_pros;ageism_pros;benefits_pros;opportunities_pros;privacy_pros;resources_pros;insurance_cons;safety_cons;balance_cons;retirement_cons;culture_cons;racism_cons;sexism_cons;ageism_cons;benefits_cons;opportunities_cons;privacy_cons;resources_cons
ExxonMobil;Good while it lasted;Decent benefits before covid and strong environment for mentorship. Name brand recognition on resume.;Benefits were severely cut after covid.;0.71;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Exxon;Great place, great coworkers, awesome manager.;It's a tougher job than you would think, but was trained great and now do it at ease.;0.92;0.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Yep;alot of good people, learn and grow in the company;some people will use you in a way to make their self look better;0.44;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;popular people will only soar;money only, possible retirement? benefits;boot lickers, no one is friendly. back stabbers, they will only promote white persons or a possible token if needed. redneck conservative mentality. the managers run the show and if they like some on they are protected. work doesn t matter. two sets of rules for minorities and whites. very unfair place to work.1 person found this review helpfulHelpfulShareRepor;0.38;0.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Micromanagement;Offers moving package when they force you to transfer;Constant micromanagement and refusing to increase veteran employees salaries to match new hires. On call 24/71 person found this review helpfulHelpfulShareRepor;0.0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Only if desperate;Work life balance is usually pretty good;Ranking system is cut throat and unless your boss really likes you it will be hard to sustain a career.2 people found this review helpfulHelpfulShareRepor;0.73;0.81;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Exxon;Diversity of people Campus location pension flexible work hours Wellness Center;Assessment review increase in pay CEO movement in jobs culture3 people found this review helpfulHelpfulShareRepor;0.59;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Fast Sinking Ship;Salary, well until you flatten out;And I will quote a senior manager during a ranking session a few years ago “why is everyone so fussed about this process. It’s just about salary administration”. Flash forward a couple of years and I guess what he meant is administration of no salary upon layoffs of highly capable people. The desire to cling to an early 1900s management philosophy of fear and punishment is driven by those who benefited from this system. The remaining 80-90% who make up the rest and will never make it are suffering from some degree of demotivation by the process. The true leaders who try to keep us going never make it very far because inept senior leadership needs them in low positions to get real results. Many of those great leaders who endured are walking away for better things in and out of this industry. There is a serious lack of vision and an attitude of “don’t worry it will all be fine” as it is clear the ship is sinking! I implore anyone considering hiring on to at least look at the stock price over the last 5 years. After recovering from COVID lows the downward trend is right where it has been for that period. That is an objective reflection of the dismal quality of senior leadership.16 people found this review helpfulHelpfulShareRepor;0.27;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Solid Retirement;ExxonMobil still offers their employees a pension;Shift work can be taxing on families;0.0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Got laid off;good pay, good location, interesting work;They treat their young professionals like trash.3 people found this review helpfulHelpfulShareRepor;0.8;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Nice First Job;Nice people at my site;Can be stressful at times;0.42;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great place to work if you can handle being pawn in the machine.;Solid Benefits, Large company so many opportunities available, work with some cool people.;"Stacked rankings, low moral people are leaving like crazy, IT is seen as less than the ""Business"".";0.81;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great start up company;This company has Great Benefits!!;So much work u don't have a life outside of work;0.81;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Instrument technician;Great people to work with, easy going, everyone works together;Too much overhead, union facility;0.79;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Toxic work environment paired with no work from home option is deferring talent;Looming Pension still stands but for how much longer.. No one knows!;3 years ago I would have commented differently. The company is going down fast and furious. Unwilling to adopt new technology or willing to accept the world's energy transition. Safety culture is beyond repairable and overwhelming. Company is unwilling to adopt work from home option for any employee regardless of situation - this is leading to the loss of most of top talent. Change is needed and this company holds the same values as it has for the past 100 years. What worked then doesn't work now. Change is good - adopt it! Say Yes to the company regardless of what your personal opinion is in order to survive here10 people found this review helpfulHelpfulShareRepor;-0.52;0.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Cleaned at better places;Benefits are not too bad and the hours are good as well. Pay is decent.;People are rude and the expectations are high even for how well a person cleans up a mess.1 person found this review helpfulHelpfulShareRepor;0.84;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;XOM review;Benefits, compensation, variations of jobs;Ranking process is brutal, flexibility in remote work;0.38;0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great job;Awesome benefits and great pay;Judgement environment, people can make job stressful, hard work,;0.89;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Shortsighted;Able to get resume building exposure to global work in a many arenas. Best time is years 1-3 and then get out and move on. No longer a career staying place.;"Too many redundant processes, inability to make a quick decision without multiple layers of approval, sunflower mid level worthless management, cut the 401k match, low employee morale, tone deaf upper management, incompetent CEO, no longer nimble or able to react quickly to market, HUGE lack of foresight on management forward thinking and planning that began in 2010 and lead to the catastrophe being experienced today, heavy emphasis on moving US jobs overseas to lower cost business centers - no America first here - chasing the almighty dollar to the detriment of company - management seems to have forgotten core business is to find, extract, process and deliver oil products and overburdened themselves with needless ""rules/processes"" that add little no no value.6 people found this review helpfulHelpfulShareRepor";0.46;-0.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Garbage Company;Salary / pay is good and comparable to industry;Terrible leadership Terrible mid level management Vague/cryptic executive communication Vague/unclear goals Toxic environment Political work environment Poor hiring process = avg-low level performers/incompetent employees compared to industry Terrible money management Benefits taken away Poor career development3 people found this review helpfulHelpfulShareRepor;0.36;-0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Has Lost Some Luster;Pay is still very good, development process can offer some unique job experiences.;401K remains suspended. Less mobility than pre-COVID. Culture rewards the wrong behaviors, mid to upper management seems adverse to or slow to change. Company has still not right-sized systems that were maintained in periods of higher headcount and expects all boxes to be checked, even if they add no value. New employee assessment system is driven by HR and Dallas with little consideration for feedback.4 people found this review helpfulHelpfulShareRepor;0.42;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Ok;The 3 to 1 college donation match was really nice, but it’s been removed, hopefully they’ll bring it back.;People are naturally nice but the competitive review process can derail collaboration.;0.68;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Beaumont, TX;There are no pros working here. (Beaumont);Culture is bad. No core values. No chance to promote. Nepotism.3 people found this review helpfulHelpfulShareRepor;-0.3;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Exxonmobil Engineering;Great place to work. Good pay. Important work.;Dying industry. ExxonMobil is now outsourcing many engineering jobs to Malaysia and India.;0.81;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Used to be better;Complex, impactful, real-world problems with major implications;"Major brain drain is happening; culture not as robust as it used to be; benefits and compensation has really gone downhill recently.1 person found this review helpfulHelpfulShareRepor";-0.4;0.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good opportunities. Pay is limited.;Lots of fun projects to work on.;Supervisors have their hands tied. Cannot promote or give raises without the blessing from HR’s black box system.;0.51;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;ExxonMobil;Benefits: Health, dental, medical, stock options, salary;Heritage, risk adverse culture still in place;0.38;0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Culture mismatch isn't worth the pay for me;Great pay, easy to stay busy, I like being around most other coworkers;Have to note that I can't stand the people I work for - not employee-focused and it will show in your day-to-day;0.84;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great pay;Pay and benefits as well as corporate structure;Tough schedule. Long hours. Difficult work environment;0.51;0.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;The company is on hard times;Overall the work and people are great;The incentives have been reduced for a prolonged period due to market conditions;0.62;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great benefit before 2020;medical, dental, vacation, pension, 401k, education reimbursement;401k was suspended in Oct. 2020, education reimbursement was suspended in May 20201 person found this review helpfulHelpfulShareRepor;0.0;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;;rate of professional growth is very high;work life and lack of bonus incentive;0.38;0.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Idk;There are no pros of working at BlueSky Exxon.;Horrible working conditions. No break. Underpaid2 people found this review helpfulHelpfulShareRepor;-0.3;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Best Oil and Gas Company;Good opportunity for mobility in the same function across the different organizations and occasionally outside your function.;Compensation could be better since there is no bonus;0.69;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Losing its luster;Large international company Wide range of career options;Highly competitive Benefits cut during 2020, yet to return Culture turning negative due to corporate push for headcount reductions across the board;0.0;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Changing situations;- Benefits - Parental Leave (6 weeks within 1 year) - Pension;- 401K Matching suspended - Very changing environment right now;0.34;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Cult like;Lots of Kool-Aid to drink;If you don’t drink the look-aid find a new job2 people found this review helpfulHelpfulShareRepor;0.0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Pretty good to work with exxon. I did learn customer service and management;#NOM?;- doesn't promote employees easily - takes time to develop new skills;0.77;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Project Controls Engineer;Enjoyed the projects group that I was in.;Very ExxonMobil centric tools that don't translate outside of ExxonMobil;0.51;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Company with strong values but unwilling to adapt with times;Safety comes first, Nobody Gets Hurt is a real, achievable goal in the Company;Superior profits matter after safety.;0.18;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;;Benefits can be somewhat high;Culture can be somewhat rigid2 people found this review helpfulHelpfulShareRepor;0.38;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;;Work life balance and brilliant colleagues;Discriminations against people of color and un-objective performance reviews4 people found this review helpfulHelpfulShareRepor;0.59;0.78;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;The Most Toxic Environment;The other new hires were fun to work with. Some brilliant minds to work besides Decent starting pay for software Food on Spring Campus is good;"If it was possible, I would publish a 500 page paper on why not to work at ExxonMobil if you're in tech. Top 4: 1) Management is a joke. It truly felt they hired the least qualified people in so many areas of management. Terrible at relationships. Even more terrible with tech. Because they give you the option to ""switch roles ever couple of years"", your first line boss truly determines your future. If you first boss doesn't like you or reviews you poorly, say goodbye to your career. There were good bosses, but they were extremely outnumbered. 2) Wasting budget. So many teams went through ""Agile"" training and it was truly embarrassing to see Exxon get swindled into paying for such a long term engagement for something that takes other groups a couple of weeks to get nailed down. 3) Ranking, they rebranded it, but it's still the same draconic ranking system as before. It does not encourage people to work together or give credit when it's due. At the end of the day, it's all about ensuring your ranking is high enough. 4) Work from home policy, some roles require you to be in the office for equipment purposes, software for the most part is not one of them. I could hear my ranking slowly go down every time I asked to work from home.12 people found this review helpfulHelpfulShareRepor";0.86;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Not Great;-Benefits (pre-covid) -Pension -Work life balance if you establish that boundary early -Safety as a priority;-Loss of major benefits at the expense of the people when oil dropped last year (401k match discontinued, huge layoffs, no longer reimbursing education) but don’t worry because they’re still giving a dividend! -First assignment likely not somewhere you actually want to work. -Assignment rotation structure (new job every ~3 years might sound good to some, but me as that there’s no historical knowledge in a lot of areas so the products are mediocre at best. -Company is capable of but unwilling to change. -The ranking structure never hurt me, but I’ve seen it hurt others. It can happen. -No clear upward path for technical folks with no interest in management. -Nothing but lip service on I&D. I’ve watched a panel of men demean a woman for asking an i&d question during a presentation. Child-level bullying.11 people found this review helpfulHelpfulShareRepor;0.66;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great;Good people to work with;High turnover currently with the company;0.44;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Sad to see it going downhill as a workplace like this;Pay remains somewhat competitive Bright and talented people still works here;This used to be a good to place to work, not the greatest company for innovation, creativity or teamwork but the trade off was a stable “hire to retire” culture with solid business fundamentals, focus on safety and the chance of working with experienced and solid professionals. Yes you had to deal with a ranking system that destroyed any attempt of having a collaborative environment, and culture was focused on following procedures and working for complying with internal audits instead of fostering new ideas and teamwork, but working hard was typically rewarded and you could count on a long term career… Everything dramatically changed the last couple of years, ranking system was redesigned to make it easier to place employees at the bottom, you could be a sustained good performer for 5+ years and suddenly end up being offered a 3 lay off package for having had a “bad year”. There have been layoffs all across functions and affiliates, and the company demanded employees to return to the office back as early as May 2020, when pandemic was still at its peak… Environment became toxic and morale is at its lowest, and key benefits also took a hit. This has been a fundamental shift away from what used to be company core values, and a real shame. Unless this is your only option, I would discourage anyone to join EM at the moment.18 people found this review helpfulHelpfulShareRepor;0.71;0.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great Company!;Its a great company to work for. If you are dedicated and passionate about your job hen you will succeed!;Too many red tape since its a bug and traditional company;0.93;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;A dinosaur in an evolving world;Salary and health insurance are good, benefits were good but have decreased in competitiveness;The company doesn't value employees, work life balance doesn't exist, lots of people are leaving the company and no changes have been made to stop this. The company feels very behind the times and still claims they're the best but they have nothing to back up that sentiment.4 people found this review helpfulHelpfulShareRepor;0.57;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great people;Very smart people, good benefits;Somewhat slow to embrace change;0.83;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great Salary, Poor Work Life Balance;Meaningful work, competitive salary, that’s it;Bureaucracy, Work Life Balance, Vacation, benefits;0.46;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Vast Global Opportunities;Promotes from within via very structured process;"Talent movement and selection is very closely guarded; forced ranking annually";0.34;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good salary...competitive environment;High salary relative to other Analytical Chemists.;1) Performance Ranking and 2) being a Chemist on an Engeneering company;0.0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Times they are a'changin';New board members recently elected;Current management lacks vision and integrity.2 people found this review helpfulHelpfulShareRepor;0.0;0.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;good opportunities;room for growth. good work teams;management communication is less than desired;0.67;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;I have a good time here;Staff and customers are friendly and helpful. Also very understanding when their workers are having issues in their home life.;Being by myself at night.;0.72;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great;Great company with a lot of opportunity for growth.;Sometimes a very stressful job,;0.86;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Baytown Review;Great Medical Benefits (includes eye & dental);401 match 6% was removed;0.77;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;it was a job;good benifits, ok pay, short commute;bad communication, bad work life balance;0.57;-0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Job Thoughts;Great salary and Benefits starting off;Competitive work environment. Ranking System.;0.77;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great Collaborative Work Environment;Collaborative, highly talented peole, safety focused;Legacy systems, past cnservative culture impacted current state;0.85;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;HR function is dying;Smart people- but most have left;Horrid leadership, do not care about people2 people found this review helpfulHelpfulShareRepor;0.21;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great Company Overall;Great work environment Great benefits Pretty good work/life balance;I have not experienced anything negative so far;0.95;0.87;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Horrible place to work;Initially the pay may seem very attractive, however, you quickly realized that it is not worth it.;- hypocritical in caring and promoting diversity (prejudice against certain group of people) - old buys club and a subjective ranking system where the most qualified people doesn't get the promotion -nobody wants to do the work, there is a 10 managers to 10 people ratio -arrogance, yet the company is doing really bad -the worst management I have ever seen in a company -they continue to promote people not meant to be in management / leadership -they do not care for technical capability as long as you know how to present in a meeting, they believe that you are Einstein5 people found this review helpfulHelpfulShareRepor;0.28;-0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great teamwork among the technicians.;Lots of OT to work;Poor personnel planning and a lot of holes in the shifts.;0.0;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;No complaints;Great pay when times are good.;Massive lay-off when times get tough.;0.77;0.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good Company;Pension, PPTO, 401k match, base salary, company phone.;Long hours, constant fear of being fired;0.0;-0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good Culture, not enough loyalty to employees;hands-off culture, lots of autonomy;bad benefits once covid hit;0.0;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Shadow of a Colossus;Decent compensation,benefits, wlb,but nothing compared to the past;Industry decline CEO very publically disregards employee morale, basically asks people to quit if they're unhappy3 people found this review helpfulHelpfulShareRepor;0.0;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Big Corp;Major in the Energy Sector;Insulated conservative thought at the top;0.33;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Interesting work, but slow to change;- Great people - Interesting work - Overall, good benefits;#NOM?;0.91;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;professional development opportunity;team-oriented work environment and positive career development opportunities;personal interest may not be considered by leadership team when assigning an assignment;0.74;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;solid employer;steady work, good pay, plenty of overtime, good retirement with pension, good medical, plenty of time off, vacation;nepotism, lazy employees, supervision lacks experience in their field, no accountabilty;0.81;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Great Benefits and Peers, Bad Strategy;Work with amazing and dedicated people. Good benefits and compensation. Dedicated to safety.;Middle management is controlling and fearful. Lots of overtime - often driven by paperwork/complex work processes rather than business need. Lack of strategy for the energy transition.;0.95;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;k;Good benefits and work place flexibility;management, not a 9/80 schedule;0.78;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good company tough business;Lots of great people to work with that really care to make the world better;Future of the industry is uncertain;0.89;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Competitive;Great Compensation and Benefits. Wonderful people and challenging work.;Competitive environment and lack of work-life-balance.;0.9;0.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Company talks about teamwork and value of employees but only cares about money;Opportunity to work on large projects with people from all over the world. Travel often allows stays in 4 star hotels and generous food allowance. Any corporate department that you can imagine that any large company and sometimes a person can move into that department if your manager supports you. Varied assignments during your career. The company has the potential to make a lot of money as the price of oil rises and some of that money may return to employees in higher raises and increased training opportunities.;Jobs are being cut all over Europe, Canada, Singapore and the USA to move jobs to locations where costs are cheaper. People being hired in many of these locations do not have the same dedication to the company and realize that they make less so when you get a supervisor or manager from one of these countries when you work in the USA expect resentment. The management in the USA talked for years that people were hired for a career from college to retirement but they have pushed people out by increasing poor performers to as high as 10% in some years to avoid paying layoff packages. The company forced many people to retire. The company cares about employees only if they are cheap to pay. Early in a person's career they are identified to be a top performer and after that time you can fall from being a top performer but it is almost impossible to get into the top rankings each year once the company has decided your career level in your first few years at the company.4 people found this review helpfulHelpfulShareRepor;0.91;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Williams;Quality of staffing Work atmosphere;Less Mobility to move up within company;0.0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Life sucking hell hole;They have great health benefits.;They will use and abuse you then kick you out the door once contracts are up and negotiations don't go their way.1 person found this review helpfulHelpfulShareRepor;0.77;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Diversity and Analytical Work Ethics;Working with a great team is the key factor to make all projects successful. Everyone that I worked with was very willing to support one an other. State of the Art Technology, and user friendly.;Switching job duties without knowledge, taking the initiative to learn new processes within the moment.;0.93;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;This place is a dumpster fire;salary is good until you get old;everything else - executive managers take no accountability, development is non-existent, frozen benefits, tons of attrition6 people found this review helpfulHelpfulShareRepor;0.44;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Traditional Old and Large Company;Great people to work together. Good life-work balance. Food is great at the cafes :);Imagine all you will face in a traditional old and large company. Management system is a little bit too complicated and not that efficient.;0.93;0.67;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good job;Money and compensation package is nice;Ranking and assessment process is rough;0.42;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good place for technical people;Benefit plan such as medical;Work culture, top down approach;0.46;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;get out while you can;Paid on time, beautiful campus.;Culture is seriously toxic - will chew you up and spit you out2 people found this review helpfulHelpfulShareRepor;0.6;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Poor facilities and career prospects;Good pay for the position;Limited career prospects. Engineers look down on you and view you as unintelligent. Facilities in poor shape. Buildings are falling apart. Work is monotonous.1 person found this review helpfulHelpfulShareRepor;0.36;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Potential;Salary, generally good colleagues, travel (before covid);Bureaucracy, lack of risk taking, fear of being wrong, ranking system, most managers.;0.44;-0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Enrichful experience;Nice offices, Ergonomic programs, Stablished processes;Lack of hybrid work schedule (virtually and from home);0.42;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Wide variety of roles with upward potential in technical leadership - rewarded more for strategy than competence.;I like the higher salary than most electrical engineers can make in other manufacturing or utility industries. Electrical engineers get experience working with a wide range of equipment and voltages, from PLCs to motors/drives to HV switchgear, from maintenance and reliability, to design and power system modeling. There is a variety of increasingly-challenging roles available with broader reach for a rewarding career.;Exxonmobil is largely run by chemical engineers, they don't really care about power unless the lights go off. You become a jack of all trades, master of none. Any complex engineering work gets contracted out. Senior levels of engineering with global influence are a good old boys club that's hard to crack.1 person found this review helpfulHelpfulShareRepor;0.72;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;Good people;Great people atmosphere within groups;Lack of transparency from upper management;0.62;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ExxonMobil;A lot of changes;Competitive environment for college grads.;Long succession plans make it difficult for experienced professionals to break into the organization;0.18;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
