Company;Date;Score;Review;Criteria
Conocophilips;06/06/2013;95.25697727619341;Great facilities Work group was very helpful Great training programs for high-potential employees Open job posting system Good (not great) compensation package;Benefits
Conocophilips;07/06/2013;87.08250724416655;When you compnare benefits to the top 3 oil compancies, I should have interviewed with Cheveron and Exxon as their Retirement plan was much better.;Benefits
Conocophilips;12/04/2013;93.9403182349652;Good company, incentives and management. Opportunity to grow, woinderful team mentality and rewards for preformance.;Benefits
Conocophilips;08/04/2013;92.80158609120024;Good people, fair benefits, many career opportunities;Benefits
Conocophilips;09/04/2013;93.28961415281378;Good Pay, time off and sometimes profit sharing. Pay raises most years, benefits are established for local areas.;Benefits
Conocophilips;27/01/2013;95.35356616338774;"This company values work/life balance, has decent salaries and benefits, and is general not a bad place to work, especially if you are early in your career. If you pursue them and have great support from you manager and other people through networking, there are many doors available for advancement. This could mean leaving your current role and getting out of your comfort zone; but they are willing to train you if you show the aptitude and desire.";Benefits
Conocophilips;02/02/2013;95.75008896344877;- New CEO Ryan Lance seems like he cares more for his employees than Mulva did. (example: he did away with Mulva's joke of a forced rankings system) (example: he recently raised the bonus target rate for certain salary grades.) - Good retirement (although not as good as Devon's) and health benefits/insurance. - 19/30 days (work an extra 30 minutes each day and get one day off a month & doesn't count against vacation days) - Good work/life balance;Benefits
Conocophilips;16/01/2013;89.79716333689188;Good pay and benefits. Reasonable concern for the welfare of employees. Intelligent, skilled workforce;Benefits
Conocophilips;13/01/2013;97.0311626251843;pay good, people good, benefits good, vacation good... Quite a few quality managers but competition is fierce for positions associated with the quality managers. The career path for college new hires is extraordinary. For good or bad, family atmosphere. Opportunities to move to Houston after a few years in Bartlesville is the biggest incentive to accept a position in Bartlesville.;Benefits
Conocophilips;24/09/2012;96.89390473285549;Great work life balance, good benefits, very family first culture. Good experience levels, opportunity for advancement everywhere.;Benefits
Conocophilips;19/09/2012;87.46886279294394;Good pay if your well liked;Benefits
Conocophilips;30/07/2012;97.79879009709722;Great road map to develop career, fair in assessments, great compensation, great values;Benefits
Conocophilips;30/06/2012;97.79879009709722;Opportunity for international experience Excellent training opportunities (depends on business unit) Opportunity to work on mega projects (>$1 B dollars) Competitive base salary Good safety culture;Benefits
Conocophilips;05/05/2012;95.0688831274465;The company expects certain basic things of their employees such as being on time, not leaving early, and working safe. In exchange for these few things, they give you a generous benefits package, a decent salary, company savings plan, matching stock package, and many other perks. The company also supports employees participating in community service activities and makes provisions for you to serve the community during regular work hours with pay.;Benefits
Conocophilips;20/04/2012;96.65497432769052;This is a stable company with a stable stock price and good benefits. Lots of opportunity for challenging work and global opportunities.;Benefits
Conocophilips;22/03/2012;98.20548014844186;Flexible work schedule Promote education/assist with education Opportunity for advancement Great benefits Fitness Center Promote Wellness;Benefits
Conocophilips;20/03/2012;97.92079711250065;At ConocoPhillips, in most work groups the work/life balance is pretty good: if you need time off for vacation or if you are sick, supervisors are usually very understanding. The benefits (health, vision, perscription) are very good and there is a big push toward over-all wellness (physical, mental). Very nice gym facility at the main complex and a lot of outside programs to get involved in. (Rodeo Run, United Way, Employee Networks);Benefits
Conocophilips;27/01/2012;68.72045142595701;As mentioned earlier, Retirement and benefits.;Benefits
Conocophilips;29/12/2011;92.4253977937065;Excellent benefits Inexpensive location Good salary Young families living in B'ville;Benefits
Conocophilips;27/10/2011;81.68878043820855;Benefits, People, Opportunities, Customers, Industry;Benefits
Conocophilips;25/10/2011;71.69945605205633;Incomparable compensation packages and a seemingly endless supply of new positions, locations around the world, and career paths. We have many team-building and morale-building activities and celebrations that add to the enjoyable environment also. I felt that my manager was personally invested in my career development and aided me in furthering my career, even when it meant transferring to another group.;Benefits
Conocophilips;27/10/2011;87.46886279294394;compensation is fair. Schedule is great.;Benefits
Conocophilips;12/10/2011;95.37898429159678;#NOM?;Benefits
Conocophilips;07/09/2011;97.40226729703623;Good pay and decent benefits. Could be much better on medical benefits. Interesting work with daily challenges. Excellent union workforce.;Benefits
Conocophilips;05/09/2011;94.84520359920697;Great company with great benefits and a place where you can develope yourself;Benefits
Conocophilips;20/08/2011;81.68878043820855;Benefits Package, Amenities, Opportunities, Recognition for work done.;Benefits
Conocophilips;09/08/2011;98.53083218951755;Pay, great benefits, job security, respect from community, positive environment, The environment is safe, and people seem generally happy to be there.;Benefits
Conocophilips;10/07/2011;88.54150780336536;Interesting equipment and processes Competitive salary Competitive benefits Very knowledgable & skilled crafts-people (union) Very knowledgable process operations people (union);Benefits
Conocophilips;07/06/2011;89.50231304966701;Benefits, salary, growth and opportunity;Benefits
Conocophilips;11/06/2011;43.81068578109908;Above market salaries. Low performance expectations. Little or no overtime required. Gold plated benefits. Some prestige working for a Major Oil Company.;Benefits
Conocophilips;31/03/2011;97.1633368918713;Good Pay Good Benefits Managers are flexible Great Houston campus with a nice gym and soccer field 19/30s are a big plus;Benefits
Conocophilips;22/03/2011;94.55035331198212;Managers and co-workers are very nice and helpful, the work environment is friendly. Their pay and benefits are above average level.;Benefits
Conocophilips;23/03/2011;98.08855675868031;19/30 days we get one extra day off a year 401K matching is great Free health insurance is great Overall great benefits;Benefits
Conocophilips;22/02/2011;97.00574449697523;Decent salary Decent benefits package Free work boots Cheap prescription eye glasses Free coveralls and safety glasses Interesting work once in a while Casual dress code;Benefits
Conocophilips;28/01/2011;88.20090488536425;Outstanding benefits, time off, work atmosphere, and career advancement;Benefits
Conocophilips;12/01/2011;83.39687865385594;Good salary and benefits compared to other major oil companies (except Exxon);Benefits
Conocophilips;21/12/2010;97.40226729703623;#NOM?;Benefits
Conocophilips;16/12/2010;96.31437140968941;A relatively generous benefits package that includes company matched contributions plus an semiannual contributions of company stock (alot) that you can immediately transfer to any other fund vanguard has. An annual bonus that usually averages around 8% (also depends on company performance) of your gross annual salary, you get your own office, state-of-the-art gym and soccer field with various exercise classes available for free to employees and family, flexible schedule, tuition reimbursement (90%), good work life balance (at least for software guys);Benefits
Conocophilips;02/12/2010;94.48934980428041;Very friendly people and great company culture. Lots of opportunities within the procurement department. Very competitive pay;Benefits
Conocophilips;03/12/2010;82.28356463830005;"Stability; Benefits; Professional support; Work-Life Balance. The employees at CPAI are a very close-knit group and very collegial.";Benefits
Conocophilips;20/09/2010;95.9229322352702;ConocoPhillips Bartlesville is a great campus. Their gym facilities are excellent, there are great little mom n' pop places to eat within walking distance, and they hold a variety of activies throughout the year that break up the monotony of your job.;Benefits
Conocophilips;04/08/2010;52.305424228559815;Usually pretty good compensation Most incompetent lower level managers are about to retire;Benefits
Conocophilips;09/06/2010;96.01443749682274;Lots of opportunities for change (not necessarily advancement), due to the size of the company. Good pay and great benefits compared to other industries. Relatively secure compared to more cut throat industries. If you are the kind of person who just wants to coast until retirement with decent pay and benefits this may be the place.;Benefits
Conocophilips;20/05/2010;96.23811702506228;great office, great location, great projects;Benefits
Conocophilips;12/04/2010;94.83503634792334;I've developed lifelong friendships with many colleagues. My pay check is deposited on time twice a month. The fitness center is very nice and an overpriced coffee bar is available to those that can't stomach the coffee like substance dispensed in the break rooms. The cafeteria at the Houston HQ is good. Cafeterias at other locations are lacking.;Benefits
Conocophilips;10/03/2010;92.4253977937065;Great severance package, great outplacement.;Benefits
Conocophilips;17/02/2010;98.00213512276956;Great place to work. Lots of fantastic employees, great compensation, teamwork, and overall positive experience. I would recommend this employer.;Benefits
Conocophilips;18/07/2009;94.7282802094454;Huge opportunity to explore and learn about energy markets and how they are traded Traders here are true experts and most are willing to help.;Benefits
Conocophilips;13/07/2009;65.48726551776727;The benefits and salary are unmatched.;Benefits
Conocophilips;24/04/2009;98.2258146510091;Good benefits, flextime, great pay, and the people are all very easy to get along with. It is definitely a place you will love or hate. Everyone that I came in contact with treated me as a coworker and not as in intern. I was also given a real task, which was a big deal to me. I did not want to get coffee for people are summer long, regardless of pay. Conoco puts a strong emphasis on not encroaching into your personal time, so you don't have to worry about working at home.;Benefits
Conocophilips;02/04/2009;98.84601697930964;The people at ConocoPhillips are very friendly and willing to help others out. They offer a lot of opportunities to individuals that are just coming out of college. There are many ways to learn more about the industry and see whether or not it is a good fit. ConocoPhillips also has great compensation and everyone seems to be very excited to work there. You are constantly challenged to apply everything you have learned into your work and have the guidance of the other employees. Overall, I would definitely recommend individuals to look at this company and consider it as an option.;Benefits
Conocophilips;25/03/2009;12.332875807025564;Pay is pretty good compaired to other companies. The work is reasonable for the pay and they offer the normal package of incentives, health insurance, 401K etc. Like the military there is two groups, officers and enlisted or hourerly and salary. Most of the time it seems we work against each other all the while promoting team work. All of the hourly work in a very tight team work organization but are often interupted by management (salaried) to do some bonehead idea. Unfortunately there is no oversight on them so no matter how bad they mess up they keep their job. Hourly not so much, mess up too much and your gone.;Benefits
Conocophilips;26/01/2009;98.00721874841135;above average salary and superior benefits. Company is still structured like the companies of olden times where you get monthly profit sharing and you see a running balance of your account value plus they match your stock savings at a minimum of 8 bucks for every dollar invested plus your 401 match is more cream on top. i got back vacation i lost from other employers and then some. on top of all of that there is a day off each month for personal time so you can easily have 6-7 weeks of time off a year. now who does that?;Benefits
Conocophilips;25/01/2009;95.84159422500127;Good growth opportunities, good salaries, safety, fairness;Benefits
Conocophilips;02/01/2009;97.1074170098114;Highly ethical company with great people and opportunities if you are a hard worker who is committed to the company's success.;Benefits
Conocophilips;27/11/2008;99.30354328707236;It is a good time to start your career with COP. There is a large population that is nearing retirement so there will be plenty of opportunities for career advancement. The pay is very competitive and the benefits are generally pretty good too. There is no shortage of work, so if you like to be busy then you should look at this company. There are a lot of highly skilled folks that generally like to engage the younger workforce and assist in their development - which is a big plus. There is also a lot of construction activity going on at my site so you can be pretty confident about career longevity and job security.;Benefits
Conocophilips;08/12/2008;98.06313863047127;ConocoPhillips has good benefits and total compensation. They have a 19/30 program where if you work an extra 30 minutes a day, you can take 1 free comp day off a month. This adds 12 paid days a year to the already generous vacation package. ConocoPhillips has on-site, top-notch fitness facilities free of charge to employees. They have a lot of opportunities.;Benefits
Conocophilips;17/10/2008;89.59890193686138;OK pay & benefits - most of the managers I've had have been easy to get along with;Benefits
Conocophilips;24/09/2008;94.94687611204313;Good benefits package, very nice people and comfortable office.;Benefits
Conocophilips;21/09/2008;85.1507295002796;Great benefits, higher than average remuneration, leadership is generally accessible in the lower cadres, but become less so higher up in the organization. access to a worldwide workforce and experience from experts in several countries. very high levels of job security,;Benefits
Conocophilips;20/08/2008;92.44573229627373;Dynamic energy company with lots of growth opportunities. It seems like there are always new jobs posted on the internal web site. Headquarters in an easy-to-get-to Houston location, not in downtown. Benefits are fair, especially when it comes to retirement and savings -- pension, 401k and stock thrift are hard to beat. Salaries may be slightly lower than average.;Benefits
Conocophilips;17/08/2008;99.735651466626;"The people at ConocoPhillips are great to work with. You don't feel like you're just a number. At most companies, you feel like there are revolving doors with people constantly leaving, but that is not the case here. If you're in the finance or most other aspects of the company, you don't have to live in the ""big"" city for your ""big break."" There are plenty opportunities right here in Bartlesville and it's a good place to raise children and have a family. Higher ranking officers from the corporate office even drop by to your office from time to time and come to each person's individual desk to talk to you to get feedback. On top of all that, the company has GREAT PAY and WONDERFUL BENEFITS. The company is always looking for more ways to improve and satisfy its employees. So far, it has been a great company to work for.";Benefits
Conocophilips;26/07/2008;97.69203395861929;Compensation is good. Locations around the world. Some chance for advancement. Company is making lots of money - as long as the government keeps their hands out of it. Lots of good people. If you are a hard worker you will be compensated well. If you are an average worker you will still be overpaid. If you're a louzy worker they will keep you around anyway. Once your on the payroll it is hard to get rid of people. Have some good locations to work at. Big city (Houston) or smaller towns (Farmington NM). Great variety. Bigger office have good work out facilities.;Benefits
Conocophilips;11/06/2008;98.32240353820343;Leader in the industry. Great opportunity for professional development. The Employee morale is great probably because of record oil prices. ConocoPhillips does a terrific job of incenting employees though stock incentives. The leadership is second to none and the opportunity is great as long as you are willing to be flexible geographically;Benefits
Conocophilips;12/06/2008;76.0866249809364;The high salary, the chance to make changes that have a lot of monetary value.;Benefits
Conocophilips;19/10/2021;92.33897615779573;Very flexible and great benefits.;Benefits
Conocophilips;16/08/2021;89.79716333689188;Long career prospects Reasonable work life balance International opportunities Reasonable pay and compensation Well organised and professionally run Capable workforce;Benefits
Conocophilips;18/06/2021;90.62071069086471;Good compensation and benefits, good work & life balance;Benefits
Conocophilips;07/04/2021;90.35636215749074;benefits, work/life balance, challenging projects, great team;Benefits
Conocophilips;09/02/2021;97.00574449697523;Great culture, great people, excellent packages and benefits;Benefits
Conocophilips;04/02/2021;95.663667327538;Best condition to work. Good benefits. Good culture.;Benefits
Conocophilips;17/02/2021;94.7282802094454;Good pay, great people and great advancment;Benefits
Conocophilips;19/11/2020;95.5721620659855;"good work-life balance; good benefits; great people";Benefits
Conocophilips;17/11/2020;96.89390473285549;Great pay, great camp, great flexibility;Benefits
Conocophilips;03/11/2020;91.5865995628082;Great work life balance and great pay.;Benefits
Conocophilips;14/10/2020;88.20090488536425;Great place to work and good pay.;Benefits
Conocophilips;30/09/2020;89.77682883432466;Very fair employer with good benefits;Benefits
Conocophilips;25/09/2020;83.39687865385594;Good benefits Tons of vacation;Benefits
Conocophilips;08/10/2020;81.07874536119161;Good pay and benefits. Very lax work environment.;Benefits
Conocophilips;29/06/2020;94.95704336332672;great benefits, vacation, RRSP's, and growth opportunities;Benefits
Conocophilips;20/11/2019;88.54150780336536;"Generally treat employees well; good work-life balance";Benefits
Conocophilips;12/09/2019;83.39687865385594;Good benefits for ft staff;Benefits
Conocophilips;19/08/2019;83.39687865385594;Good benefits, possibilities for development;Benefits
Conocophilips;20/05/2019;94.0826597529358;Excellent company to work for with good salary and bonuses;Benefits
Conocophilips;23/04/2019;71.69945605205633;Good salary and work experience;Benefits
Conocophilips;06/04/2019;91.5865995628082;Great benefits. Employees are treated well.;Benefits
Conocophilips;11/03/2019;90.62071069086471;Good exposure to senior management Good benefits package;Benefits
Conocophilips;03/02/2019;93.15743988612681;Values safety Compensation Vaccination days Great people;Benefits
Conocophilips;20/01/2019;97.79879009709722;Good compensation Great people Good location Good hours Good benefits;Benefits
Conocophilips;13/12/2018;93.15743988612681;Great people throughout. Good salary and benefits.;Benefits
Conocophilips;20/09/2018;90.62071069086471;Good benefits and good work life balance;Benefits
Conocophilips;24/07/2018;90.62071069086471;Good salary and benefits Good working culture, Personal development;Benefits
Conocophilips;25/08/2018;67.6732245437446;Good office location and pay;Benefits
Conocophilips;18/07/2018;79.09613136088659;"Decent salary and benefits; generally supportive management";Benefits
Conocophilips;24/07/2018;81.07874536119161;"pay is good; international opportunities for some people;";Benefits
Conocophilips;01/05/2018;87.08250724416655;Great pay and benefits;Benefits
Conocophilips;11/04/2018;91.12398962940371;Fantastic people and employees are treated well plus compensation is good.;Benefits
Conocophilips;09/03/2018;91.5865995628082;Good employee development, expertise in various technology/ fields, salary range in the top 5 of oil and gas company in Indonesia, great medical insurance;Benefits
Conocophilips;03/03/2018;89.50231304966701;Hired great people. good atmoshere;Benefits
Conocophilips;13/02/2018;94.95704336332672;Large company with a variety of opportunities available. Can move between roles to gain experience in other areas. Good compensation to employees and respectful of work-life balance.;Benefits
Conocophilips;26/01/2018;88.54150780336536;Great work schedule, salary and benefits;Benefits
Conocophilips;11/01/2018;92.61857556809515;many learning opportunities, great benefits, salary and equipment;Benefits
Conocophilips;02/01/2018;67.6732245437446;Good pay and total compensation;Benefits
Conocophilips;17/12/2017;78.38442377103351;Solid compensation and benefits package with flexible work hours and time off. Employees get treated fairly and get recognized for their hard work.;Benefits
Conocophilips;12/12/2017;91.5865995628082;Nice Salary, Bonus and Incentive;Benefits
Conocophilips;08/09/2017;97.81912459966448;There is a very high percentage of good honest people working here. Thankfully there are not very many a**holes and that attitude is generally not tolerated. There are good holidays, good pay (though now stagnated). The hours have certainly become longer since they halved the workforce. But there are rarely people shouting at you to get stuff down. Relaxed working environment. If you were married with a mortgage and modest ambitions, this would be a good place to while away the years.;Benefits
Conocophilips;22/08/2017;98.08855675868031;Great benefits, good policies for benefits and employee treatment. When oil price is good, this is a great place to work.;Benefits
Conocophilips;26/08/2017;83.39687865385594;#NOM?;Benefits
Conocophilips;22/08/2017;78.38442377103351;#NOM?;Benefits
Conocophilips;19/07/2017;94.21991764526463;High paying Employee benefits Year end bonuses Great management;Benefits
Conocophilips;27/06/2017;92.80158609120024;Great benefits and culture there were a lot of smart people to interact with specially on projects. There was the billet he to move to different departments within the company;Benefits
Conocophilips;08/07/2017;84.8812973412638;Salary and Benefits were very good;Benefits
Conocophilips;07/06/2017;96.2482842763459;Good pay and benefits. Annual bonus which is sizeable. Somewhat flexible work hours. Great people still in the company after latest layoffs.;Benefits
Conocophilips;09/05/2017;95.79075796858321;Very generous benefits package. Very good work/life balance. Very conscientious Safety culture.;Benefits
Conocophilips;10/05/2017;93.64038432209853;Good learning opportunities. Dynamic work environment, safety oriented and reasonable salary.;Benefits
Conocophilips;06/06/2017;87.08250724416655;Excellent work/life balance and benefits;Benefits
Conocophilips;05/04/2017;98.57150119465204;Benefits are good. Bonus are good. Most of the people are great to work with. Their IDP (individual development plan) is a good concept and opportunities used to be there I think. Not now with the big sale of assets.;Benefits
Conocophilips;27/03/2017;95.75517258909052;Great people, great management, room to progress. Salary is competitive.;Benefits
Conocophilips;26/03/2017;43.21081795536577;Not the best of place to work. Salary and compensation is comparable to its peer in the industry. There are a few good and knowledgeable staff to work with.;Benefits
Conocophilips;06/02/2017;91.12398962940371;Such a great sense of community. They have a great new grad program for engineer and finance students that exposes them to different parts of the organization thus preventing silos and open communication;Benefits
Conocophilips;25/01/2017;93.15743988612681;Good compensation and benefits - great people.;Benefits
Conocophilips;05/12/2016;93.66580245030757;Really good pay, some good coworkers, some good development and training opportunities for younger workers;Benefits
Conocophilips;14/11/2016;98.33257078948708;Great team atmosphere, great pay, great benefits, interesting projects. When times were better, they went out of their way to do the little things.;Benefits
Conocophilips;28/10/2016;90.62071069086471;International, Operation's experience, good opportunities, good compensation;Benefits
Conocophilips;28/10/2016;82.84784708454069;Good pay, some good people;Benefits
Conocophilips;21/09/2016;96.65497432769052;Great people, good managers, lots of room for growth professionally, big training budgets, good pay with a lot of extra perks, opportunity to work on big, high impact projects is there;Benefits
Schlumberger;18/10/2021;61.25768898378325;Co-workers were exceptional Very diverse workforce Pay and benefits;Benefits
Schlumberger;13/10/2021;93.15743988612681;Great benefits and good hours.;Benefits
Schlumberger;11/10/2021;93.15743988612681;Good benefits Great team work/ communication;Benefits
Schlumberger;11/10/2021;93.15743988612681;Good benefits Great team work/ communication;Benefits
Schlumberger;07/10/2021;80.44329215596565;Good work life balance Pays well;Benefits
Schlumberger;20/10/2021;89.79716333689188;The benefits are good. Multiple job openings around the world. Lots or training opportunities;Benefits
Schlumberger;16/10/2021;88.87702709572469;Benefits are or were the best.;Benefits
Schlumberger;01/10/2021;92.22713639367598;Well known name, great benefits, competitive pay.;Benefits
Schlumberger;30/09/2021;89.50231304966701;Good pay, easy work, advancement opportunities;Benefits
Schlumberger;28/09/2021;82.28356463830005;Reasonable pay, good management, nice people;Benefits
Schlumberger;26/09/2021;92.4253977937065;Great culture and great management.;Benefits
Schlumberger;20/09/2021;98.59183569721928;Great company all around and benefits are amazing. The most important, work life balance was very fair and management was easy to work with. I would go back in a heart beat.;Benefits
Schlumberger;21/09/2021;83.39687865385594;Good benefits for medical and retirement;Benefits
Schlumberger;21/09/2021;87.08250724416655;Abive average pay, great learning opportunities,;Benefits
Schlumberger;05/10/2021;88.20090488536425;God pay, good work environment, respectful co-workers.;Benefits
Schlumberger;05/10/2021;85.38457627980276;Opportunities to develop skills, experience global travel, and big company benefits. New energy and technology ventures may pay off long term.;Benefits
Schlumberger;20/09/2021;79.09613136088659;Benefits, pay, benefits, and perks;Benefits
Schlumberger;20/09/2021;67.6732245437446;Good Pay for the work;Benefits
Schlumberger;16/09/2021;90.35636215749074;Good pay, good coworkers, good work;Benefits
Schlumberger;15/09/2021;54.5320522596716;People Perks and benefits Diversity No politics;Benefits
Schlumberger;15/09/2021;67.6732245437446;The pay was good and I learned a lot;Benefits
Schlumberger;28/09/2021;71.69945605205633;Good compensation as you move up the grade ladder;Benefits
Schlumberger;13/09/2021;83.39687865385594;Good benefits and Decent work environment;Benefits
Schlumberger;11/09/2021;66.04138071272432;Great pay but average 70-96 hours a week;Benefits
Schlumberger;24/09/2021;88.20090488536425;Great work culture, diversity, and good pay;Benefits
Schlumberger;31/08/2021;97.57002694321592;Great training opportunities Flexible working opportunities Competency improvement Competitive compensation Helpful teammates and experts;Benefits
Schlumberger;14/09/2021;91.12398962940371;good pay, benefits are solid, training is good;Benefits
Schlumberger;25/08/2021;94.47918255299679;Schlumberger has great benefits and they allow you to travel and move to different countries. It's a truly international company.;Benefits
Schlumberger;08/09/2021;87.08250724416655;Opportunity for oilfield training and experience, okay remuneration and benefits;Benefits
Schlumberger;06/09/2021;75.26816125260537;Competitive salary International opportunities Large company;Benefits
Schlumberger;23/09/2021;76.87967058105842;Benefits, Pay, Technology, Ability to move around;Benefits
Schlumberger;17/08/2021;92.61857556809515;-Career opportunities, exposure to different cultures -Great benefits -Technology oriented;Benefits
Schlumberger;29/08/2021;49.31116872553506;salary was decent for engineers;Benefits
Schlumberger;25/08/2021;86.2640435158355;"Challenging environment; Operations all over the world; Good benefits for mobile staff.";Benefits
Schlumberger;12/08/2021;97.60561232270857;Loved working for them - very good training program and benefits - loved the people I worked with - very good company;Benefits
Schlumberger;02/08/2021;96.08052463016622;The salary is good, often is above market average, there's and additional pay for working from home. Medical and dental benefits are very useful. You can switch career focus if that's your goal, the company helps you to do that. (Example, going from backend to frontend). You can save monthly money in the Employees Fund.;Benefits
Schlumberger;12/08/2021;76.87967058105842;Benefits package is next to none for the O&G industry. Flexible work schedules and at-home (remote) options for this role.;Benefits
Schlumberger;06/08/2021;89.79716333689188;People are great and intelligent;Benefits
Schlumberger;06/08/2021;88.20090488536425;Good training program and great opportunities for fresh outs. Above average salaries and perks for the fresh outs, but not for experienced professionals.;Benefits
Schlumberger;06/08/2021;94.60627319404199;Great opportunities for those fresh out of college, wanting international travel, opportunities in technology and other fields, and a diverse workplace;Benefits
Schlumberger;23/08/2021;89.50231304966701;Good pay and good benefits;Benefits
Schlumberger;30/07/2021;88.54150780336536;Good pay and benefits . Management is chill. A lot of opportunities;Benefits
Schlumberger;15/07/2021;96.47704743022724;In such a large, diverse company, it is not difficult to expand your experiences and learn new skills by moving around, which is encouraged internally. Benefits are good, particularly the maternity leave policy, and salary is very competitive. Highly recommend Smith Bits and MegaDiamond organizations for their innovative and product performance-driven cultures.;Benefits
Schlumberger;13/07/2021;90.35636215749074;good pay, good schedule, good people;Benefits
Schlumberger;21/07/2021;55.81820954704896;Big company, reasonable benefits (if you can handle the paperwork). Tries to be inclusive, but I have watched 3 very skilled women Masters and PhD Engineers leave because of non-inclusion.;Benefits
Schlumberger;22/07/2021;67.6732245437446;Was good pay. Vacation, salary;Benefits
Schlumberger;19/07/2021;82.84784708454069;Good Pay and good training;Benefits
Schlumberger;17/07/2021;68.2019216104926;Good benefits and pay. The field experience is priceless but always have a back up plan in case of lay offs;Benefits
Schlumberger;30/06/2021;88.54150780336536;Great training program and benefits;Benefits
Schlumberger;14/07/2021;81.07874536119161;The compensation is great and promotions are fairly frequent. As a recent graduate, I never expected to be in the spot I am now this early.;Benefits
Schlumberger;13/07/2021;92.02379136800366;"fun people good pay; exciting";Benefits
Schlumberger;25/06/2021;81.68878043820855;Career opportunities, salary, and benefits;Benefits
Schlumberger;26/06/2021;93.15743988612681;Good money, great benefits, management;Benefits
Schlumberger;26/06/2021;81.07874536119161;Good pay and benefits. Paid flights to and from home.;Benefits
Schlumberger;25/06/2021;95.5721620659855;Good Pay Good Benefits Good Structure Worldwide Opportunities Many Areas to choose work from;Benefits
Schlumberger;22/06/2021;97.35143104061815;Managers are very respectful when it come to personal life. Especially if you are having family issues. Benefits are excellent. Opportunity to travel, depending on segment and job. If you are in a position that offers step promotion the promotion will be determined on you if you want to keep learning more. Not very strict on a certain time clock in as long as if you can there within a reasonable time and inform management and complete assignment for the day.;Benefits
Schlumberger;04/07/2021;90.62071069086471;Focused on technology Compensation used to be good New management team is paying good efforts of revigorating the company;Benefits
Schlumberger;19/06/2021;81.68878043820855;Compensation, Growth Opportunities, Diversity, Challenginh;Benefits
Schlumberger;18/06/2021;71.69945605205633;Good salary , paid days off;Benefits
Schlumberger;01/07/2021;83.39687865385594;Good benefits- 401K has 6% company match;Benefits
Schlumberger;30/06/2021;94.7282802094454;Fast-paced Good salary Good vacation Good benefit More room to grow;Benefits
Schlumberger;30/06/2021;81.07874536119161;Good starting pay and benefits.;Benefits
Schlumberger;12/06/2021;88.87702709572469;Culture, growth opportunities, diversity, travel, benefits;Benefits
Schlumberger;17/07/2021;68.72045142595701;overtime when industry is booming, and benefits;Benefits
Schlumberger;11/06/2021;93.87423110162169;good very good and excellent;Benefits
Schlumberger;24/06/2021;78.38442377103351;Great training and pay. Learn a lot and can take it to the next role.;Benefits
Schlumberger;09/06/2021;44.09028519139851;Travel, pay, experience, paid training;Benefits
Schlumberger;22/06/2021;81.07874536119161;Benefits, pay was good also;Benefits
Schlumberger;03/06/2021;44.09028519139851;onboarding, training, people development, pay;Benefits
Schlumberger;02/06/2021;67.6732245437446;Pay was good and lots of money;Benefits
Schlumberger;07/07/2021;87.46886279294394;The possibility of a flexible schedule Good benefits;Benefits
Schlumberger;15/06/2021;91.35783640892687;Good benefits and care for employees;Benefits
Schlumberger;14/06/2021;81.07874536119161;"Salary; Incentives; Travel; Technology; Nice experience";Benefits
Schlumberger;30/05/2021;82.56824767424129;Good company to work for. There is a process to get promotions, but they have a plan in place. Benefits exceed their competitors.;Benefits
Schlumberger;26/05/2021;90.62071069086471;Good training quality. Good benefits;Benefits
Schlumberger;27/05/2021;91.35783640892687;Team Confidence Quality Safety Benefits;Benefits
Schlumberger;06/06/2021;70.24553911849932;Benefits were average for the industry. The perks used to be good, but HR & upper management took most of them away.;Benefits
Schlumberger;20/05/2021;80.44329215596565;Compensation, Culture, Benefits, Flexibility and Coworkers;Benefits
Schlumberger;03/06/2021;89.19221188551676;Good pay and benefits lots of travel opportunity;Benefits
Schlumberger;19/05/2021;44.09028519139851;- Pay was ok, got a raise after 6 month trial period - Knowledgeable co-workers;Benefits
Schlumberger;16/05/2021;82.84784708454069;good people and good pay;Benefits
Schlumberger;21/06/2021;70.73865080575467;The compensation was the only nice thing about the company;Benefits
Schlumberger;27/05/2021;88.20090488536425;Well paid and good benefits.;Benefits
Schlumberger;18/06/2021;64.35870062528596;Promote from within, pay your people;Benefits
Schlumberger;10/05/2021;94.47918255299679;Great benefits, amazing people and products;Benefits
Schlumberger;13/06/2021;71.69945605205633;They have a better than the average starting salary for new graduates.;Benefits
Schlumberger;20/05/2021;83.39687865385594;Benefits and Training is good.;Benefits
Schlumberger;05/05/2021;75.26816125260537;Perseverance will pay off. Excellent place to work in.;Benefits
Schlumberger;19/05/2021;83.39687865385594;Good benefits fo the employees;Benefits
Schlumberger;04/05/2021;87.08250724416655;They provide excellent training and benefits;Benefits
Schlumberger;04/05/2021;81.68878043820855;Opportunity, challenging, exposure, pay, stable;Benefits
Schlumberger;04/05/2021;82.84784708454069;Good pay, crews are good too work with;Benefits
Schlumberger;18/05/2021;88.20090488536425;Well paid, good benefits, 401k, vacation;Benefits
Schlumberger;14/05/2021;94.23008489654822;Great group of people who work very hard and take pride in their work. Benefits were good.;Benefits
Schlumberger;30/04/2021;89.19221188551676;Benefits, flexibility during Covid, good people to work with;Benefits
Schlumberger;30/04/2021;78.38442377103351;Great Colleagues, Decent Middle Management, Pay is above average;Benefits
Schlumberger;29/04/2021;92.80158609120024;people caring good benefits, competitive salary;Benefits
Schlumberger;28/04/2021;71.69945605205633;Good exposure to global management Work life balance;Benefits
